all_done,candidate,errors,games,invalid,losses,mean_margin,mean_money,min_money,p99_ms,ties,win_rate,wins
1,control,0,22,0,14,12022.681818181818,127790.54545454546,82642.0,0.177542,0,0.36363636363636365,8
1,v023a_high_output_14hands,0,22,0,8,7543.363636363636,132070.63636363635,98589.0,0.250167,0,0.6363636363636364,14
1,v023b_stable_12hands,0,22,0,21,-140879.27272727274,19741.454545454544,14988.0,0.304542,0,0.045454545454545456,1
1,v023c_high_hands_15hands,0,22,0,21,-105835.18181818182,50146.545454545456,44278.0,0.252584,0,0.045454545454545456,1
1,v023d_early_portfolio,0,22,0,22,-128506.90909090909,29555.409090909092,8950.0,0.249209,0,0.0,0
