actions,calls,candidate,candidate_money,candidate_status,done,errors,invalid,margin,market,max_ms,opponent,opponent_money,opponent_status,p50_ms,p95_ms,p99_ms,result,seat,source,v023_route_fallbacks,v023_route_selected,v023_sell_clipped,v023_terminal_liquidations,v023_weed_catchup_actions,v023_weed_repairs,v023_weed_retries
"{'PASS': 996, 'PICKUP': 166, 'WEST': 924, 'NORTH': 910, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 921, 'FEED': 314, 'CARE': 322, 'EAST': 674, 'COLLECT_FERTILIZER': 250, 'SOUTH': 602, 'DROP': 102, 'HARVEST': 372, 'DIG': 45, 'FERTILIZE': 73}",719,v023a_high_output_14hands,186891.0,DONE,1,0,0,183377.0,"{'HIRE': 275, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 245, 'SELL': 316, 'SELL_FERTILIZER': 169, 'SELL_WHEAT': 791, 'SELL_WOOL': 164, 'BUY_LAND': 2, 'SELL_MILK': 231, 'SELL_MELON': 121, 'SELL_STRAWBERRY': 266}",0.831459,starter,3514.0,DONE,0.047958,0.107625,0.283167,win,0,local,0,,17,1,0,0,0
"{'PASS': 996, 'PICKUP': 166, 'WEST': 924, 'NORTH': 910, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 921, 'FEED': 314, 'CARE': 322, 'EAST': 674, 'COLLECT_FERTILIZER': 250, 'SOUTH': 602, 'DROP': 102, 'HARVEST': 372, 'DIG': 45, 'FERTILIZE': 73}",719,v023a_high_output_14hands,186891.0,DONE,1,0,0,183377.0,"{'HIRE': 275, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 245, 'SELL': 316, 'SELL_FERTILIZER': 169, 'SELL_WHEAT': 791, 'SELL_WOOL': 164, 'BUY_LAND': 2, 'SELL_MILK': 231, 'SELL_MELON': 121, 'SELL_STRAWBERRY': 266}",0.428833,starter,3514.0,DONE,0.048791,0.1035,0.246792,win,1,local,0,,17,1,0,0,0
"{'BUILD_PASTURE': 14, 'NORTH': 1221, 'WEST': 1085, 'PICKUP': 333, 'PLACE': 27, 'PLANT': 130, 'WATER': 840, 'EAST': 840, 'SOUTH': 911, 'FEED': 319, 'CARE': 304, 'PASS': 381, 'COLLECT_FERTILIZER': 315, 'DROP': 77, 'HARVEST': 338, 'DIG': 35, 'FERTILIZE': 107}",719,v023b_stable_12hands,25621.0,DONE,1,0,0,22120.0,"{'BUY_ANIMAL': 12, 'BUY_SEED': 53, 'BUY_PRODUCT': 261, 'HIRE': 302, 'SELL': 177, 'SELL_FERTILIZER': 73, 'SELL_WHEAT': 812, 'BUY_LAND': 2, 'SELL_MILK': 73, 'SELL_WOOL': 24, 'SELL_MELON': 27, 'SELL_STRAWBERRY': 12}",0.358959,starter,3501.0,DONE,0.046917,0.074459,0.081792,win,0,local,0,,237,1,47,9,9
"{'BUILD_PASTURE': 14, 'NORTH': 1221, 'WEST': 1085, 'PICKUP': 333, 'PLACE': 27, 'PLANT': 130, 'WATER': 841, 'EAST': 840, 'SOUTH': 911, 'FEED': 319, 'CARE': 304, 'PASS': 381, 'COLLECT_FERTILIZER': 315, 'DROP': 77, 'HARVEST': 338, 'DIG': 34, 'FERTILIZE': 107}",719,v023b_stable_12hands,25279.0,DONE,1,0,0,21788.0,"{'BUY_ANIMAL': 12, 'BUY_SEED': 53, 'BUY_PRODUCT': 261, 'HIRE': 302, 'SELL': 177, 'SELL_FERTILIZER': 73, 'SELL_WHEAT': 810, 'BUY_LAND': 2, 'SELL_MILK': 73, 'SELL_WOOL': 24, 'SELL_MELON': 27, 'SELL_STRAWBERRY': 12}",0.43725,starter,3491.0,DONE,0.04725,0.077333,0.126333,win,1,local,0,,237,1,40,8,8
"{'BUILD_PASTURE': 14, 'NORTH': 997, 'WEST': 862, 'PICKUP': 258, 'PLACE': 14, 'PLANT': 128, 'WATER': 914, 'EAST': 649, 'SOUTH': 775, 'FEED': 321, 'CARE': 312, 'PASS': 457, 'COLLECT_FERTILIZER': 319, 'DROP': 100, 'HARVEST': 341, 'DIG': 32, 'FERTILIZE': 100}",719,v023c_high_hands_15hands,62633.0,DONE,1,0,0,59138.0,"{'BUY_ANIMAL': 10, 'BUY_SEED': 61, 'BUY_PRODUCT': 163, 'HIRE': 275, 'SELL': 149, 'SELL_FERTILIZER': 157, 'SELL_WHEAT': 176, 'BUY_LAND': 2, 'SELL_MILK': 78, 'SELL_WOOL': 79, 'SELL_MELON': 61, 'SELL_STRAWBERRY': 60}",37.225583,starter,3495.0,DONE,0.048041,0.093709,0.263083,win,0,local,0,,141,1,17,3,3
"{'BUILD_PASTURE': 14, 'NORTH': 998, 'WEST': 862, 'PICKUP': 258, 'PLACE': 14, 'PLANT': 128, 'WATER': 915, 'EAST': 649, 'SOUTH': 774, 'FEED': 321, 'CARE': 312, 'PASS': 457, 'COLLECT_FERTILIZER': 319, 'DROP': 100, 'HARVEST': 341, 'DIG': 31, 'FERTILIZE': 100}",719,v023c_high_hands_15hands,65863.0,DONE,1,0,0,62360.0,"{'BUY_ANIMAL': 10, 'BUY_SEED': 61, 'BUY_PRODUCT': 163, 'HIRE': 275, 'SELL': 150, 'SELL_FERTILIZER': 160, 'SELL_WHEAT': 176, 'BUY_LAND': 2, 'SELL_MILK': 79, 'SELL_WOOL': 86, 'SELL_MELON': 61, 'SELL_STRAWBERRY': 63}",37.439958,starter,3503.0,DONE,0.046166,0.08375,0.261125,win,1,local,0,,138,1,4,2,2
"{'BUILD_PASTURE': 11, 'NORTH': 910, 'WEST': 926, 'PICKUP': 170, 'PLACE': 14, 'PLANT': 154, 'WATER': 921, 'EAST': 672, 'SOUTH': 608, 'FEED': 316, 'CARE': 321, 'PASS': 998, 'COLLECT_FERTILIZER': 247, 'HARVEST': 371, 'DROP': 101, 'DIG': 53, 'FERTILIZE': 73}",719,v023d_early_portfolio,78744.0,DONE,1,0,0,75257.0,"{'BUY_ANIMAL': 8, 'BUY_SEED': 19, 'BUY_PRODUCT': 229, 'HIRE': 278, 'SELL': 257, 'SELL_FERTILIZER': 74, 'SELL_WHEAT': 812, 'BUY_LAND': 2, 'SELL_MILK': 122, 'SELL_MELON': 64, 'SELL_WOOL': 40, 'SELL_STRAWBERRY': 110}",24.953417,starter,3487.0,DONE,0.047416,0.088708,0.244042,win,0,local,0,,100,1,56,8,8
"{'BUILD_PASTURE': 11, 'NORTH': 910, 'WEST': 926, 'PICKUP': 170, 'PLACE': 14, 'PLANT': 154, 'WATER': 921, 'EAST': 672, 'SOUTH': 608, 'FEED': 316, 'CARE': 321, 'PASS': 998, 'COLLECT_FERTILIZER': 247, 'HARVEST': 371, 'DROP': 101, 'DIG': 53, 'FERTILIZE': 73}",719,v023d_early_portfolio,77174.0,DONE,1,0,0,73687.0,"{'BUY_ANIMAL': 8, 'BUY_SEED': 19, 'BUY_PRODUCT': 229, 'HIRE': 278, 'SELL': 256, 'SELL_FERTILIZER': 72, 'SELL_WHEAT': 812, 'BUY_LAND': 2, 'SELL_MILK': 121, 'SELL_MELON': 64, 'SELL_WOOL': 40, 'SELL_STRAWBERRY': 106}",26.866041,starter,3487.0,DONE,0.047333,0.090792,0.256958,win,1,local,0,,101,1,56,8,8
