all_done,current_step,direction,errors,future_step,games,item,losses,mean_changed_calls,mean_margin,mean_money,min_money,quantity,ties,wins
1,336,delay,0,375,12,MILK,1,1,12.25,120941.41666666667,103879.0,1,4,7
