all_done,candidate,errors,games,losses,mean_margin,mean_money,min_money,opponent,p99_ms,ties,win_rate,wins
1,v025b_route14_v022c_open_market,0,12,0,42736.166666666664,146588.75,127330.0,root,0.259417,0,1.0,12
