all_done,candidate,errors,games,losses,mean_margin,mean_money,min_money,opponent,p99_ms,ties,win_rate,wins
1,v024d_route14_strict_r3,0,2,0,187831.0,191345.0,191345.0,starter,0.363458,0,1.0,2
