actions,agent_errors,calls,candidate,candidate_money,candidate_status,done,margin,market,max_ms,opponent,opponent_money,opponent_status,p50_ms,p95_ms,p99_ms,result,seat,seed,source,v024_errors,v024_order_memory_hits,v024_order_memory_reorders,v024_sell_clipped,v024_strict_r3_hits,v024_strict_r3_repayments,v024_strict_r3_units,v024_terminal_liquidations,v024_weed_abandoned,v024_weed_catchup_actions,v024_weed_repairs,v024_weed_retries
"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",0,719,v024b_route14_weed,148257.0,DONE,1,-1177.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 341, 'SELL_FERTILIZER': 223, 'SELL_WHEAT': 811, 'SELL_WOOL': 155, 'BUY_LAND': 2, 'SELL_MILK': 223, 'SELL_MELON': 114, 'SELL_STRAWBERRY': 284}",26.208666,v022c,149434.0,DONE,0.080125,0.108958,0.132583,loss,0,217,local,0,0,0,29,0,0,0,1,0,0,0,0
"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 921, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 44}",0,719,v024b_route14_weed,146664.0,DONE,1,-1257.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 341, 'SELL_FERTILIZER': 223, 'SELL_WHEAT': 811, 'SELL_WOOL': 155, 'BUY_LAND': 2, 'SELL_MILK': 223, 'SELL_MELON': 114, 'SELL_STRAWBERRY': 284}",0.242292,v022c,147921.0,DONE,0.073708,0.097625,0.108458,loss,1,217,local,0,0,0,29,0,0,0,1,0,0,1,1
"{'PASS': 809, 'PICKUP': 166, 'WEST': 975, 'NORTH': 900, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 157, 'WATER': 919, 'FEED': 314, 'CARE': 322, 'EAST': 736, 'COLLECT_FERTILIZER': 314, 'SOUTH': 634, 'DROP': 103, 'HARVEST': 370, 'DIG': 50, 'FERTILIZE': 80}",0,719,v024b_route14_weed,85052.0,DONE,1,-31708.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 316, 'SELL_FERTILIZER': 205, 'SELL_WHEAT': 837, 'SELL_WOOL': 158, 'BUY_LAND': 2, 'SELL_MILK': 152, 'SELL_MELON': 61, 'SELL_STRAWBERRY': 219}",0.2455,v022c,116760.0,DONE,0.08075,0.106375,0.137166,loss,0,317,local,0,0,0,60,0,0,0,1,4,31,7,7
"{'PASS': 809, 'PICKUP': 166, 'WEST': 975, 'NORTH': 900, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 157, 'WATER': 919, 'FEED': 314, 'CARE': 322, 'EAST': 736, 'COLLECT_FERTILIZER': 314, 'SOUTH': 634, 'DROP': 103, 'HARVEST': 370, 'DIG': 50, 'FERTILIZE': 80}",0,719,v024b_route14_weed,85053.0,DONE,1,-31841.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 316, 'SELL_FERTILIZER': 205, 'SELL_WHEAT': 837, 'SELL_WOOL': 158, 'BUY_LAND': 2, 'SELL_MILK': 152, 'SELL_MELON': 61, 'SELL_STRAWBERRY': 219}",0.253166,v022c,116894.0,DONE,0.073834,0.098292,0.109042,loss,1,317,local,0,0,0,60,0,0,0,1,4,31,7,7
"{'PASS': 795, 'PICKUP': 165, 'WEST': 975, 'NORTH': 898, 'BUILD_PASTURE': 14, 'PLACE': 13, 'PLANT': 157, 'WATER': 919, 'FEED': 314, 'CARE': 322, 'EAST': 735, 'COLLECT_FERTILIZER': 312, 'SOUTH': 633, 'DROP': 103, 'HARVEST': 370, 'DIG': 50, 'FERTILIZE': 80}",0,719,v024b_route14_weed,94877.0,DONE,1,-39049.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 307, 'SELL_FERTILIZER': 187, 'SELL_WHEAT': 842, 'SELL_WOOL': 162, 'BUY_LAND': 2, 'SELL_MILK': 132, 'SELL_MELON': 61, 'SELL_STRAWBERRY': 198}",0.27375,v022c,133926.0,DONE,0.080792,0.107125,0.202958,loss,0,733,local,0,0,0,71,0,0,0,1,4,31,7,7
"{'PASS': 795, 'PICKUP': 165, 'WEST': 975, 'NORTH': 898, 'BUILD_PASTURE': 14, 'PLACE': 13, 'PLANT': 157, 'WATER': 918, 'FEED': 314, 'CARE': 322, 'EAST': 735, 'COLLECT_FERTILIZER': 312, 'SOUTH': 633, 'DROP': 103, 'HARVEST': 370, 'DIG': 51, 'FERTILIZE': 80}",0,719,v024b_route14_weed,94723.0,DONE,1,-39249.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 306, 'SELL_FERTILIZER': 188, 'SELL_WHEAT': 843, 'SELL_WOOL': 162, 'BUY_LAND': 2, 'SELL_MILK': 132, 'SELL_MELON': 62, 'SELL_STRAWBERRY': 193}",0.25375,v022c,133972.0,DONE,0.07275,0.097666,0.11425,loss,1,733,local,0,0,0,71,0,0,0,1,4,31,8,8
"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",0,719,v024c_route14_order_memory,101669.0,DONE,1,-5965.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 340, 'SELL_FERTILIZER': 222, 'SELL_WHEAT': 813, 'SELL_WOOL': 153, 'BUY_LAND': 2, 'SELL_MILK': 220, 'SELL_MELON': 114, 'SELL_STRAWBERRY': 284}",0.44975,v022c,107634.0,DONE,0.14075,0.185458,0.277209,loss,0,17,local,0,0,0,29,0,0,0,1,0,0,0,0
"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",0,719,v024c_route14_order_memory,101669.0,DONE,1,-5965.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 340, 'SELL_FERTILIZER': 222, 'SELL_WHEAT': 813, 'SELL_WOOL': 153, 'BUY_LAND': 2, 'SELL_MILK': 220, 'SELL_MELON': 114, 'SELL_STRAWBERRY': 284}",0.36275,v022c,107634.0,DONE,0.135042,0.17925,0.237,loss,1,17,local,0,0,0,29,0,0,0,1,0,0,0,0
"{'PASS': 809, 'PICKUP': 166, 'WEST': 975, 'NORTH': 900, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 157, 'WATER': 919, 'FEED': 314, 'CARE': 322, 'EAST': 736, 'COLLECT_FERTILIZER': 314, 'SOUTH': 634, 'DROP': 103, 'HARVEST': 370, 'DIG': 50, 'FERTILIZE': 80}",0,719,v024c_route14_order_memory,70696.0,DONE,1,-26846.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 316, 'SELL_FERTILIZER': 205, 'SELL_WHEAT': 837, 'SELL_WOOL': 158, 'BUY_LAND': 2, 'SELL_MILK': 152, 'SELL_MELON': 61, 'SELL_STRAWBERRY': 219}",0.301375,v022c,97542.0,DONE,0.139583,0.184292,0.26025,loss,0,42,local,0,0,0,60,0,0,0,1,4,31,7,7
"{'PASS': 809, 'PICKUP': 166, 'WEST': 975, 'NORTH': 900, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 157, 'WATER': 919, 'FEED': 314, 'CARE': 322, 'EAST': 736, 'COLLECT_FERTILIZER': 314, 'SOUTH': 634, 'DROP': 103, 'HARVEST': 370, 'DIG': 50, 'FERTILIZE': 80}",0,719,v024c_route14_order_memory,69730.0,DONE,1,-36129.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 316, 'SELL_FERTILIZER': 205, 'SELL_WHEAT': 837, 'SELL_WOOL': 158, 'BUY_LAND': 2, 'SELL_MILK': 152, 'SELL_MELON': 61, 'SELL_STRAWBERRY': 219}",0.619875,v022c,105859.0,DONE,0.136917,0.218833,0.284834,loss,1,42,local,0,0,0,60,0,0,0,1,4,31,7,7
"{'PASS': 807, 'PICKUP': 165, 'WEST': 972, 'NORTH': 895, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 915, 'FEED': 314, 'CARE': 322, 'EAST': 734, 'COLLECT_FERTILIZER': 312, 'SOUTH': 631, 'DROP': 102, 'HARVEST': 368, 'DIG': 51, 'FERTILIZE': 80}",0,719,v024c_route14_order_memory,98175.0,DONE,1,-28736.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 317, 'SELL_FERTILIZER': 202, 'SELL_WHEAT': 839, 'SELL_WOOL': 159, 'BUY_LAND': 2, 'SELL_MILK': 155, 'SELL_MELON': 74, 'SELL_STRAWBERRY': 213}",0.376042,v022c,126911.0,DONE,0.141167,0.178708,0.282875,loss,0,2026,local,0,0,0,60,0,0,0,1,4,36,8,8
"{'PASS': 807, 'PICKUP': 165, 'WEST': 971, 'NORTH': 896, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 915, 'FEED': 314, 'CARE': 322, 'EAST': 734, 'COLLECT_FERTILIZER': 312, 'SOUTH': 631, 'DROP': 102, 'HARVEST': 368, 'DIG': 51, 'FERTILIZE': 80}",0,719,v024c_route14_order_memory,95859.0,DONE,1,-26151.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 317, 'SELL_FERTILIZER': 202, 'SELL_WHEAT': 839, 'SELL_WOOL': 159, 'BUY_LAND': 2, 'SELL_MILK': 155, 'SELL_MELON': 74, 'SELL_STRAWBERRY': 213}",0.296875,v022c,122010.0,DONE,0.134375,0.167583,0.205292,loss,1,2026,local,0,0,0,60,0,0,0,1,3,30,8,8
"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",0,719,v024c_route14_order_memory,148257.0,DONE,1,-1177.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 341, 'SELL_FERTILIZER': 223, 'SELL_WHEAT': 811, 'SELL_WOOL': 155, 'BUY_LAND': 2, 'SELL_MILK': 223, 'SELL_MELON': 114, 'SELL_STRAWBERRY': 284}",29.61775,v022c,149434.0,DONE,0.140625,0.191125,0.305917,loss,0,217,local,0,0,0,29,0,0,0,1,0,0,0,0
"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 921, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 44}",0,719,v024c_route14_order_memory,146664.0,DONE,1,-1257.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 341, 'SELL_FERTILIZER': 223, 'SELL_WHEAT': 811, 'SELL_WOOL': 155, 'BUY_LAND': 2, 'SELL_MILK': 223, 'SELL_MELON': 114, 'SELL_STRAWBERRY': 284}",4.377625,v022c,147921.0,DONE,0.133917,0.18875,0.26675,loss,1,217,local,0,0,0,29,0,0,0,1,0,0,1,1
"{'PASS': 809, 'PICKUP': 166, 'WEST': 975, 'NORTH': 900, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 157, 'WATER': 919, 'FEED': 314, 'CARE': 322, 'EAST': 736, 'COLLECT_FERTILIZER': 314, 'SOUTH': 634, 'DROP': 103, 'HARVEST': 370, 'DIG': 50, 'FERTILIZE': 80}",0,719,v024c_route14_order_memory,85052.0,DONE,1,-31708.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 316, 'SELL_FERTILIZER': 205, 'SELL_WHEAT': 837, 'SELL_WOOL': 158, 'BUY_LAND': 2, 'SELL_MILK': 152, 'SELL_MELON': 61, 'SELL_STRAWBERRY': 219}",0.463584,v022c,116760.0,DONE,0.141167,0.184208,0.281208,loss,0,317,local,0,0,0,60,0,0,0,1,4,31,7,7
"{'PASS': 809, 'PICKUP': 166, 'WEST': 975, 'NORTH': 900, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 157, 'WATER': 919, 'FEED': 314, 'CARE': 322, 'EAST': 736, 'COLLECT_FERTILIZER': 314, 'SOUTH': 634, 'DROP': 103, 'HARVEST': 370, 'DIG': 50, 'FERTILIZE': 80}",0,719,v024c_route14_order_memory,85053.0,DONE,1,-31841.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 316, 'SELL_FERTILIZER': 205, 'SELL_WHEAT': 837, 'SELL_WOOL': 158, 'BUY_LAND': 2, 'SELL_MILK': 152, 'SELL_MELON': 61, 'SELL_STRAWBERRY': 219}",0.463708,v022c,116894.0,DONE,0.135625,0.172875,0.239917,loss,1,317,local,0,0,0,60,0,0,0,1,4,31,7,7
"{'PASS': 795, 'PICKUP': 165, 'WEST': 975, 'NORTH': 898, 'BUILD_PASTURE': 14, 'PLACE': 13, 'PLANT': 157, 'WATER': 919, 'FEED': 314, 'CARE': 322, 'EAST': 735, 'COLLECT_FERTILIZER': 312, 'SOUTH': 633, 'DROP': 103, 'HARVEST': 370, 'DIG': 50, 'FERTILIZE': 80}",0,719,v024c_route14_order_memory,94877.0,DONE,1,-39049.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 307, 'SELL_FERTILIZER': 187, 'SELL_WHEAT': 842, 'SELL_WOOL': 162, 'BUY_LAND': 2, 'SELL_MILK': 132, 'SELL_MELON': 61, 'SELL_STRAWBERRY': 198}",31.004958,v022c,133926.0,DONE,0.141625,0.18225,0.286292,loss,0,733,local,0,0,0,71,0,0,0,1,4,31,7,7
"{'PASS': 795, 'PICKUP': 165, 'WEST': 975, 'NORTH': 898, 'BUILD_PASTURE': 14, 'PLACE': 13, 'PLANT': 157, 'WATER': 918, 'FEED': 314, 'CARE': 322, 'EAST': 735, 'COLLECT_FERTILIZER': 312, 'SOUTH': 633, 'DROP': 103, 'HARVEST': 370, 'DIG': 51, 'FERTILIZE': 80}",0,719,v024c_route14_order_memory,94723.0,DONE,1,-39249.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 306, 'SELL_FERTILIZER': 188, 'SELL_WHEAT': 843, 'SELL_WOOL': 162, 'BUY_LAND': 2, 'SELL_MILK': 132, 'SELL_MELON': 62, 'SELL_STRAWBERRY': 193}",29.705667,v022c,133972.0,DONE,0.132458,0.178542,0.234833,loss,1,733,local,0,0,0,71,0,0,0,1,4,31,8,8
"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",0,719,v024d_route14_strict_r3,101669.0,DONE,1,-5965.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 340, 'SELL_FERTILIZER': 222, 'SELL_WHEAT': 813, 'SELL_WOOL': 153, 'BUY_LAND': 2, 'SELL_MILK': 220, 'SELL_MELON': 114, 'SELL_STRAWBERRY': 284}",26.348375,v022c,107634.0,DONE,0.1765,0.226125,0.298792,loss,0,17,local,0,0,0,29,0,0,0,1,0,0,0,0
"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",0,719,v024d_route14_strict_r3,101669.0,DONE,1,-5965.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 340, 'SELL_FERTILIZER': 222, 'SELL_WHEAT': 813, 'SELL_WOOL': 153, 'BUY_LAND': 2, 'SELL_MILK': 220, 'SELL_MELON': 114, 'SELL_STRAWBERRY': 284}",0.316791,v022c,107634.0,DONE,0.168334,0.205625,0.274375,loss,1,17,local,0,0,0,29,0,0,0,1,0,0,0,0
"{'PASS': 809, 'PICKUP': 166, 'WEST': 975, 'NORTH': 900, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 157, 'WATER': 919, 'FEED': 314, 'CARE': 322, 'EAST': 736, 'COLLECT_FERTILIZER': 314, 'SOUTH': 634, 'DROP': 103, 'HARVEST': 370, 'DIG': 50, 'FERTILIZE': 80}",0,719,v024d_route14_strict_r3,70696.0,DONE,1,-26846.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 316, 'SELL_FERTILIZER': 205, 'SELL_WHEAT': 837, 'SELL_WOOL': 158, 'BUY_LAND': 2, 'SELL_MILK': 152, 'SELL_MELON': 61, 'SELL_STRAWBERRY': 219}",58.526041,v022c,97542.0,DONE,0.177667,0.221042,0.319291,loss,0,42,local,0,0,0,60,0,0,0,1,4,31,7,7
"{'PASS': 809, 'PICKUP': 166, 'WEST': 975, 'NORTH': 900, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 157, 'WATER': 919, 'FEED': 314, 'CARE': 322, 'EAST': 736, 'COLLECT_FERTILIZER': 314, 'SOUTH': 634, 'DROP': 103, 'HARVEST': 370, 'DIG': 50, 'FERTILIZE': 80}",0,719,v024d_route14_strict_r3,69730.0,DONE,1,-36129.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 316, 'SELL_FERTILIZER': 205, 'SELL_WHEAT': 837, 'SELL_WOOL': 158, 'BUY_LAND': 2, 'SELL_MILK': 152, 'SELL_MELON': 61, 'SELL_STRAWBERRY': 219}",0.356083,v022c,105859.0,DONE,0.169083,0.207833,0.253791,loss,1,42,local,0,0,0,60,0,0,0,1,4,31,7,7
"{'PASS': 807, 'PICKUP': 165, 'WEST': 972, 'NORTH': 895, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 915, 'FEED': 314, 'CARE': 322, 'EAST': 734, 'COLLECT_FERTILIZER': 312, 'SOUTH': 631, 'DROP': 102, 'HARVEST': 368, 'DIG': 51, 'FERTILIZE': 80}",0,719,v024d_route14_strict_r3,98175.0,DONE,1,-28736.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 317, 'SELL_FERTILIZER': 202, 'SELL_WHEAT': 839, 'SELL_WOOL': 159, 'BUY_LAND': 2, 'SELL_MILK': 155, 'SELL_MELON': 74, 'SELL_STRAWBERRY': 213}",0.408792,v022c,126911.0,DONE,0.176958,0.228667,0.315625,loss,0,2026,local,0,0,0,60,0,0,0,1,4,36,8,8
"{'PASS': 807, 'PICKUP': 165, 'WEST': 971, 'NORTH': 896, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 915, 'FEED': 314, 'CARE': 322, 'EAST': 734, 'COLLECT_FERTILIZER': 312, 'SOUTH': 631, 'DROP': 102, 'HARVEST': 368, 'DIG': 51, 'FERTILIZE': 80}",0,719,v024d_route14_strict_r3,95859.0,DONE,1,-26151.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 317, 'SELL_FERTILIZER': 202, 'SELL_WHEAT': 839, 'SELL_WOOL': 159, 'BUY_LAND': 2, 'SELL_MILK': 155, 'SELL_MELON': 74, 'SELL_STRAWBERRY': 213}",0.485375,v022c,122010.0,DONE,0.172791,0.219417,0.305042,loss,1,2026,local,0,0,0,60,0,0,0,1,3,30,8,8
"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",0,719,v024d_route14_strict_r3,148257.0,DONE,1,-1177.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 341, 'SELL_FERTILIZER': 223, 'SELL_WHEAT': 811, 'SELL_WOOL': 155, 'BUY_LAND': 2, 'SELL_MILK': 223, 'SELL_MELON': 114, 'SELL_STRAWBERRY': 284}",23.401708,v022c,149434.0,DONE,0.177709,0.218416,0.328167,loss,0,217,local,0,0,0,29,0,0,0,1,0,0,0,0
"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 921, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 44}",0,719,v024d_route14_strict_r3,146664.0,DONE,1,-1257.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 341, 'SELL_FERTILIZER': 223, 'SELL_WHEAT': 811, 'SELL_WOOL': 155, 'BUY_LAND': 2, 'SELL_MILK': 223, 'SELL_MELON': 114, 'SELL_STRAWBERRY': 284}",0.373625,v022c,147921.0,DONE,0.170625,0.214709,0.267292,loss,1,217,local,0,0,0,29,0,0,0,1,0,0,1,1
"{'PASS': 809, 'PICKUP': 166, 'WEST': 975, 'NORTH': 900, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 157, 'WATER': 919, 'FEED': 314, 'CARE': 322, 'EAST': 736, 'COLLECT_FERTILIZER': 314, 'SOUTH': 634, 'DROP': 103, 'HARVEST': 370, 'DIG': 50, 'FERTILIZE': 80}",0,719,v024d_route14_strict_r3,85052.0,DONE,1,-31708.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 316, 'SELL_FERTILIZER': 205, 'SELL_WHEAT': 837, 'SELL_WOOL': 158, 'BUY_LAND': 2, 'SELL_MILK': 152, 'SELL_MELON': 61, 'SELL_STRAWBERRY': 219}",0.439584,v022c,116760.0,DONE,0.176542,0.221,0.302125,loss,0,317,local,0,0,0,60,0,0,0,1,4,31,7,7
"{'PASS': 809, 'PICKUP': 166, 'WEST': 975, 'NORTH': 900, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 157, 'WATER': 919, 'FEED': 314, 'CARE': 322, 'EAST': 736, 'COLLECT_FERTILIZER': 314, 'SOUTH': 634, 'DROP': 103, 'HARVEST': 370, 'DIG': 50, 'FERTILIZE': 80}",0,719,v024d_route14_strict_r3,85053.0,DONE,1,-31841.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 316, 'SELL_FERTILIZER': 205, 'SELL_WHEAT': 837, 'SELL_WOOL': 158, 'BUY_LAND': 2, 'SELL_MILK': 152, 'SELL_MELON': 61, 'SELL_STRAWBERRY': 219}",0.511291,v022c,116894.0,DONE,0.170458,0.217208,0.276125,loss,1,317,local,0,0,0,60,0,0,0,1,4,31,7,7
"{'PASS': 795, 'PICKUP': 165, 'WEST': 975, 'NORTH': 898, 'BUILD_PASTURE': 14, 'PLACE': 13, 'PLANT': 157, 'WATER': 919, 'FEED': 314, 'CARE': 322, 'EAST': 735, 'COLLECT_FERTILIZER': 312, 'SOUTH': 633, 'DROP': 103, 'HARVEST': 370, 'DIG': 50, 'FERTILIZE': 80}",0,719,v024d_route14_strict_r3,94877.0,DONE,1,-39049.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 307, 'SELL_FERTILIZER': 187, 'SELL_WHEAT': 842, 'SELL_WOOL': 162, 'BUY_LAND': 2, 'SELL_MILK': 132, 'SELL_MELON': 61, 'SELL_STRAWBERRY': 198}",0.452083,v022c,133926.0,DONE,0.177792,0.214875,0.317083,loss,0,733,local,0,0,0,71,0,0,0,1,4,31,7,7
"{'PASS': 795, 'PICKUP': 165, 'WEST': 975, 'NORTH': 898, 'BUILD_PASTURE': 14, 'PLACE': 13, 'PLANT': 157, 'WATER': 918, 'FEED': 314, 'CARE': 322, 'EAST': 735, 'COLLECT_FERTILIZER': 312, 'SOUTH': 633, 'DROP': 103, 'HARVEST': 370, 'DIG': 51, 'FERTILIZE': 80}",0,719,v024d_route14_strict_r3,94723.0,DONE,1,-39249.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 306, 'SELL_FERTILIZER': 188, 'SELL_WHEAT': 843, 'SELL_WOOL': 162, 'BUY_LAND': 2, 'SELL_MILK': 132, 'SELL_MELON': 62, 'SELL_STRAWBERRY': 193}",0.359708,v022c,133972.0,DONE,0.172875,0.217333,0.271083,loss,1,733,local,0,0,0,71,0,0,0,1,4,31,8,8
