actual_margin_delta,control_margin,done,due,event_index,item,mode,opponent,opponent_cash_delta,own_cash_delta,raw_gain,seat,seed,single_event_margin,source_hash,step,transfer
17.0,14497.0,1,408,2,STRAWBERRY,delay,frontier_current,14.0,31.0,256.0,1,317,14514.0,c3be7447f79a1c4e0a9fa537b9fbd2eb7ae1a199a09690e7dfdc15da1cb0b5a4,384,7
-2312.0,28006.0,1,240,0,WOOL,delay,frontier_current,38838.0,36526.0,54.0,0,733,25694.0,c3be7447f79a1c4e0a9fa537b9fbd2eb7ae1a199a09690e7dfdc15da1cb0b5a4,168,4
0.0,28006.0,1,381,1,WOOL,delay,frontier_current,0.0,0.0,15.0,0,733,28006.0,c3be7447f79a1c4e0a9fa537b9fbd2eb7ae1a199a09690e7dfdc15da1cb0b5a4,312,3
-3.0,28006.0,1,408,2,STRAWBERRY,delay,frontier_current,13.0,10.0,202.0,0,733,28003.0,c3be7447f79a1c4e0a9fa537b9fbd2eb7ae1a199a09690e7dfdc15da1cb0b5a4,384,7
-3081.0,28727.0,1,240,0,WOOL,delay,frontier_current,40696.0,37615.0,54.0,1,733,25646.0,c3be7447f79a1c4e0a9fa537b9fbd2eb7ae1a199a09690e7dfdc15da1cb0b5a4,168,4
0.0,28727.0,1,381,1,WOOL,delay,frontier_current,0.0,0.0,15.0,1,733,28727.0,c3be7447f79a1c4e0a9fa537b9fbd2eb7ae1a199a09690e7dfdc15da1cb0b5a4,312,3
-3.0,28727.0,1,408,2,STRAWBERRY,delay,frontier_current,13.0,10.0,202.0,1,733,28724.0,c3be7447f79a1c4e0a9fa537b9fbd2eb7ae1a199a09690e7dfdc15da1cb0b5a4,384,7
-18816.0,8206.0,1,240,0,WOOL,delay,strong_barnyard,4357.0,-14459.0,315.0,0,17,-10610.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,168,8
41.0,8206.0,1,384,1,STRAWBERRY,delay,strong_barnyard,0.0,41.0,41.0,0,17,8247.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,336,3
31.0,8206.0,1,408,2,STRAWBERRY,delay,strong_barnyard,7.0,38.0,345.0,0,17,8237.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,384,9
-18816.0,8206.0,1,240,0,WOOL,delay,strong_barnyard,4357.0,-14459.0,315.0,1,17,-10610.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,168,8
41.0,8206.0,1,384,1,STRAWBERRY,delay,strong_barnyard,0.0,41.0,41.0,1,17,8247.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,336,3
31.0,8206.0,1,408,2,STRAWBERRY,delay,strong_barnyard,7.0,38.0,386.0,1,17,8237.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,384,9
106.0,16346.0,1,311,0,WOOL,delay,strong_barnyard,0.0,106.0,178.0,0,42,16452.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,240,8
37.0,16346.0,1,384,1,STRAWBERRY,delay,strong_barnyard,0.0,37.0,31.0,0,42,16383.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,336,3
-59.0,16346.0,1,408,2,STRAWBERRY,delay,strong_barnyard,50.0,-9.0,256.0,0,42,16287.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,384,9
106.0,16346.0,1,311,0,WOOL,delay,strong_barnyard,0.0,106.0,178.0,1,42,16452.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,240,8
37.0,16346.0,1,384,1,STRAWBERRY,delay,strong_barnyard,0.0,37.0,31.0,1,42,16383.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,336,3
-59.0,16346.0,1,408,2,STRAWBERRY,delay,strong_barnyard,50.0,-9.0,362.0,1,42,16287.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,384,9
106.0,13091.0,1,311,0,WOOL,delay,strong_barnyard,0.0,106.0,178.0,0,2026,13197.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,240,8
45.0,13091.0,1,384,1,STRAWBERRY,delay,strong_barnyard,0.0,45.0,45.0,0,2026,13136.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,336,3
-58.0,13091.0,1,408,2,STRAWBERRY,delay,strong_barnyard,51.0,-7.0,361.0,0,2026,13033.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,384,9
106.0,13091.0,1,311,0,WOOL,delay,strong_barnyard,0.0,106.0,178.0,1,2026,13197.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,240,8
45.0,13091.0,1,384,1,STRAWBERRY,delay,strong_barnyard,0.0,45.0,45.0,1,2026,13136.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,336,3
-58.0,13091.0,1,408,2,STRAWBERRY,delay,strong_barnyard,51.0,-7.0,369.0,1,2026,13033.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,384,9
340.0,5215.0,1,240,0,WOOL,delay,strong_barnyard,2062.0,2402.0,113.0,0,217,5555.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,168,8
34.0,5215.0,1,384,1,STRAWBERRY,delay,strong_barnyard,0.0,34.0,34.0,0,217,5249.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,336,3
40.0,5215.0,1,408,2,STRAWBERRY,delay,strong_barnyard,0.0,40.0,378.0,0,217,5255.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,384,9
340.0,5215.0,1,240,0,WOOL,delay,strong_barnyard,2062.0,2402.0,136.0,1,217,5555.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,168,8
34.0,5215.0,1,384,1,STRAWBERRY,delay,strong_barnyard,0.0,34.0,34.0,1,217,5249.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,336,3
40.0,5215.0,1,408,2,STRAWBERRY,delay,strong_barnyard,0.0,40.0,392.0,1,217,5255.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,384,9
-5036.0,10710.0,1,240,0,WOOL,delay,strong_barnyard,-4073.0,-9109.0,105.0,0,317,5674.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,168,8
50.0,10710.0,1,384,1,STRAWBERRY,delay,strong_barnyard,0.0,50.0,36.0,0,317,10760.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,336,3
51.0,10710.0,1,408,2,STRAWBERRY,delay,strong_barnyard,5.0,56.0,397.0,0,317,10761.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,384,9
-5036.0,10710.0,1,240,0,WOOL,delay,strong_barnyard,-4073.0,-9109.0,105.0,1,317,5674.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,168,8
50.0,10710.0,1,384,1,STRAWBERRY,delay,strong_barnyard,0.0,50.0,36.0,1,317,10760.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,336,3
51.0,10710.0,1,408,2,STRAWBERRY,delay,strong_barnyard,5.0,56.0,397.0,1,317,10761.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,384,9
-1922.0,7206.0,1,240,0,WOOL,delay,strong_barnyard,240.0,-1682.0,113.0,0,733,5284.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,168,8
34.0,7206.0,1,384,1,STRAWBERRY,delay,strong_barnyard,0.0,34.0,34.0,0,733,7240.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,336,3
40.0,7206.0,1,408,2,STRAWBERRY,delay,strong_barnyard,0.0,40.0,347.0,0,733,7246.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,384,9
-1922.0,7206.0,1,240,0,WOOL,delay,strong_barnyard,240.0,-1682.0,136.0,1,733,5284.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,168,8
34.0,7206.0,1,384,1,STRAWBERRY,delay,strong_barnyard,0.0,34.0,34.0,1,733,7240.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,336,3
40.0,7206.0,1,408,2,STRAWBERRY,delay,strong_barnyard,0.0,40.0,352.0,1,733,7246.0,997e6bfc5234534e246e945bc61c87858ebf997ab85b0a5c9427dd4ed710f1b6,384,9
-42829.0,10167.0,1,240,0,WOOL,delay,high_score_pipeline,59212.0,16383.0,335.0,0,17,-32662.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,168,8
34.0,10167.0,1,384,1,STRAWBERRY,delay,high_score_pipeline,0.0,34.0,152.0,0,17,10201.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,336,3
-33990.0,10167.0,1,240,0,WOOL,delay,high_score_pipeline,56999.0,23009.0,300.0,1,17,-23823.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,168,8
34.0,10167.0,1,384,1,STRAWBERRY,delay,high_score_pipeline,0.0,34.0,29.0,1,17,10201.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,336,3
-3989.0,29948.0,1,240,0,WOOL,delay,high_score_pipeline,-19651.0,-23640.0,48.0,0,42,25959.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,168,4
355.0,29948.0,1,408,1,STRAWBERRY,delay,high_score_pipeline,-568.0,-213.0,239.0,0,42,30303.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,384,7
0.0,29948.0,1,432,2,STRAWBERRY,delay,high_score_pipeline,0.0,0.0,185.0,0,42,29948.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,408,5
-3291.0,28110.0,1,240,0,WOOL,delay,high_score_pipeline,-20578.0,-23869.0,48.0,1,42,24819.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,168,4
1.0,28110.0,1,432,1,STRAWBERRY,delay,high_score_pipeline,3.0,4.0,40.0,1,42,28111.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,408,1
0.0,28110.0,1,455,2,MILK,delay,high_score_pipeline,0.0,0.0,265.0,1,42,28110.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,432,5
-12197.0,26287.0,1,240,0,WOOL,delay,high_score_pipeline,19498.0,7301.0,48.0,0,2026,14090.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,168,4
47.0,26287.0,1,384,1,STRAWBERRY,delay,high_score_pipeline,0.0,47.0,33.0,0,2026,26334.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,336,3
56.0,26287.0,1,408,2,STRAWBERRY,delay,high_score_pipeline,0.0,56.0,377.0,0,2026,26343.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,384,9
-12653.0,24713.0,1,240,0,WOOL,delay,high_score_pipeline,19776.0,7123.0,48.0,1,2026,12060.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,168,4
47.0,24713.0,1,384,1,STRAWBERRY,delay,high_score_pipeline,0.0,47.0,33.0,1,2026,24760.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,336,3
0.0,24713.0,1,432,2,STRAWBERRY,delay,high_score_pipeline,0.0,0.0,47.0,1,2026,24713.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,408,1
-3503.0,9829.0,1,240,0,WOOL,delay,high_score_pipeline,21929.0,18426.0,109.0,0,217,6326.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,168,8
26.0,9829.0,1,384,1,STRAWBERRY,delay,high_score_pipeline,0.0,26.0,11.0,0,217,9855.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,336,3
-2.0,9829.0,1,408,2,STRAWBERRY,delay,high_score_pipeline,14.0,12.0,337.0,0,217,9827.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,384,9
-3480.0,9749.0,1,240,0,WOOL,delay,high_score_pipeline,21866.0,18386.0,109.0,1,217,6269.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,168,8
26.0,9749.0,1,384,1,STRAWBERRY,delay,high_score_pipeline,0.0,26.0,11.0,1,217,9775.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,336,3
-2.0,9749.0,1,408,2,STRAWBERRY,delay,high_score_pipeline,14.0,12.0,367.0,1,217,9747.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,384,9
-4357.0,14064.0,1,240,0,WOOL,delay,high_score_pipeline,-309.0,-4666.0,92.0,0,317,9707.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,168,8
45.0,14064.0,1,408,1,STRAWBERRY,delay,high_score_pipeline,0.0,45.0,281.0,0,317,14109.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,384,7
0.0,14064.0,1,432,2,STRAWBERRY,delay,high_score_pipeline,0.0,0.0,148.0,0,317,14064.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,408,5
-4421.0,14164.0,1,240,0,WOOL,delay,high_score_pipeline,-251.0,-4672.0,92.0,1,317,9743.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,168,8
45.0,14164.0,1,408,1,STRAWBERRY,delay,high_score_pipeline,0.0,45.0,281.0,1,317,14209.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,384,7
0.0,14164.0,1,432,2,STRAWBERRY,delay,high_score_pipeline,0.0,0.0,148.0,1,317,14164.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,408,5
279.0,27315.0,1,240,0,WOOL,delay,high_score_pipeline,24183.0,24462.0,48.0,0,733,27594.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,168,4
0.0,27315.0,1,384,1,STRAWBERRY,delay,high_score_pipeline,0.0,0.0,23.0,0,733,27315.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,336,3
4.0,27315.0,1,408,2,STRAWBERRY,delay,high_score_pipeline,9.0,13.0,345.0,0,733,27319.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,384,9
360.0,27717.0,1,240,0,WOOL,delay,high_score_pipeline,15654.0,16014.0,48.0,1,733,28077.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,168,4
0.0,27717.0,1,384,1,STRAWBERRY,delay,high_score_pipeline,0.0,0.0,23.0,1,733,27717.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,336,3
4.0,27717.0,1,408,2,STRAWBERRY,delay,high_score_pipeline,9.0,13.0,344.0,1,733,27721.0,ed8c8420514acb5a96c0d44cfd42a8786e49c7cdc01a0de61d2e6b8997dda87a,384,9
-39829.0,10337.0,1,240,0,WOOL,delay,hamburger,56519.0,16690.0,335.0,0,17,-29492.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,168,8
34.0,10337.0,1,384,1,STRAWBERRY,delay,hamburger,0.0,34.0,152.0,0,17,10371.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,336,3
-30685.0,10337.0,1,240,0,WOOL,delay,hamburger,54128.0,23443.0,300.0,1,17,-20348.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,168,8
34.0,10337.0,1,384,1,STRAWBERRY,delay,hamburger,0.0,34.0,29.0,1,17,10371.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,336,3
2364.0,26702.0,1,240,0,WOOL,delay,hamburger,-19034.0,-16670.0,48.0,0,42,29066.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,168,4
41.0,26702.0,1,384,1,STRAWBERRY,delay,hamburger,0.0,41.0,23.0,0,42,26743.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,336,3
307.0,26702.0,1,408,2,STRAWBERRY,delay,hamburger,-494.0,-187.0,358.0,0,42,27009.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,384,9
912.0,24784.0,1,240,0,WOOL,delay,hamburger,-15390.0,-14478.0,48.0,1,42,25696.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,168,4
41.0,24784.0,1,384,1,STRAWBERRY,delay,hamburger,0.0,41.0,23.0,1,42,24825.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,336,3
4.0,24784.0,1,432,2,STRAWBERRY,delay,hamburger,1.0,5.0,45.0,1,42,24788.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,408,1
-10411.0,21931.0,1,240,0,WOOL,delay,hamburger,19248.0,8837.0,48.0,0,2026,11520.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,168,4
47.0,21931.0,1,384,1,STRAWBERRY,delay,hamburger,0.0,47.0,33.0,0,2026,21978.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,336,3
56.0,21931.0,1,408,2,STRAWBERRY,delay,hamburger,0.0,56.0,332.0,0,2026,21987.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,384,9
-8702.0,20235.0,1,240,0,WOOL,delay,hamburger,18465.0,9763.0,48.0,1,2026,11533.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,168,4
47.0,20235.0,1,384,1,STRAWBERRY,delay,hamburger,0.0,47.0,33.0,1,2026,20282.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,336,3
56.0,20235.0,1,408,2,STRAWBERRY,delay,hamburger,0.0,56.0,376.0,1,2026,20291.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,384,9
-2413.0,9544.0,1,240,0,WOOL,delay,hamburger,21847.0,19434.0,109.0,0,217,7131.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,168,8
26.0,9544.0,1,384,1,STRAWBERRY,delay,hamburger,0.0,26.0,11.0,0,217,9570.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,336,3
-10.0,9544.0,1,408,2,STRAWBERRY,delay,hamburger,18.0,8.0,329.0,0,217,9534.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,384,9
-2362.0,9419.0,1,240,0,WOOL,delay,hamburger,21811.0,19449.0,109.0,1,217,7057.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,168,8
26.0,9419.0,1,384,1,STRAWBERRY,delay,hamburger,0.0,26.0,11.0,1,217,9445.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,336,3
-10.0,9419.0,1,408,2,STRAWBERRY,delay,hamburger,18.0,8.0,373.0,1,217,9409.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,384,9
-4012.0,14982.0,1,240,0,WOOL,delay,hamburger,-581.0,-4593.0,92.0,0,317,10970.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,168,8
45.0,14982.0,1,408,1,STRAWBERRY,delay,hamburger,0.0,45.0,282.0,0,317,15027.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,384,7
0.0,14982.0,1,432,2,STRAWBERRY,delay,hamburger,0.0,0.0,168.0,0,317,14982.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,408,5
-4059.0,15066.0,1,240,0,WOOL,delay,hamburger,-531.0,-4590.0,92.0,1,317,11007.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,168,8
45.0,15066.0,1,408,1,STRAWBERRY,delay,hamburger,0.0,45.0,282.0,1,317,15111.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,384,7
0.0,15066.0,1,432,2,STRAWBERRY,delay,hamburger,0.0,0.0,168.0,1,317,15066.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,408,5
598.0,30457.0,1,240,0,WOOL,delay,hamburger,23276.0,23874.0,48.0,0,733,31055.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,168,4
0.0,30457.0,1,384,1,STRAWBERRY,delay,hamburger,0.0,0.0,23.0,0,733,30457.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,336,3
22.0,30457.0,1,408,2,STRAWBERRY,delay,hamburger,0.0,22.0,365.0,0,733,30479.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,384,9
1172.0,30782.0,1,240,0,WOOL,delay,hamburger,15000.0,16172.0,48.0,1,733,31954.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,168,4
0.0,30782.0,1,384,1,STRAWBERRY,delay,hamburger,0.0,0.0,23.0,1,733,30782.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,336,3
22.0,30782.0,1,408,2,STRAWBERRY,delay,hamburger,0.0,22.0,344.0,1,733,30804.0,00e8ab594a39779e808dd351d0973260f4c90ddc1370e684fa46eaa184ae4546,384,9
-25640.0,10135.0,1,240,0,WOOL,delay,v13_r3,17292.0,-8348.0,348.0,0,17,-15505.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,168,8
30.0,10135.0,1,384,1,STRAWBERRY,delay,v13_r3,-13.0,17.0,30.0,0,17,10165.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,336,3
23.0,10135.0,1,408,2,STRAWBERRY,delay,v13_r3,0.0,23.0,164.0,0,17,10158.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,384,4
-25640.0,10135.0,1,240,0,WOOL,delay,v13_r3,17292.0,-8348.0,348.0,1,17,-15505.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,168,8
16.0,10135.0,1,377,1,MILK,delay,v13_r3,9.0,25.0,15.0,1,17,10151.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,360,5
23.0,10135.0,1,408,2,STRAWBERRY,delay,v13_r3,0.0,23.0,173.0,1,17,10158.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,384,7
2600.0,26314.0,1,240,0,WOOL,delay,v13_r3,13599.0,16199.0,47.0,0,42,28914.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,168,4
31.0,26314.0,1,384,1,STRAWBERRY,delay,v13_r3,0.0,31.0,31.0,0,42,26345.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,336,3
35.0,26314.0,1,408,2,STRAWBERRY,delay,v13_r3,0.0,35.0,345.0,0,42,26349.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,384,9
2600.0,26314.0,1,240,0,WOOL,delay,v13_r3,13599.0,16199.0,47.0,1,42,28914.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,168,4
31.0,26314.0,1,384,1,STRAWBERRY,delay,v13_r3,0.0,31.0,31.0,1,42,26345.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,336,3
35.0,26314.0,1,408,2,STRAWBERRY,delay,v13_r3,0.0,35.0,345.0,1,42,26349.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,384,9
5048.0,24417.0,1,240,0,WOOL,delay,v13_r3,-26357.0,-21309.0,47.0,0,2026,29465.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,168,4
41.0,24417.0,1,384,1,STRAWBERRY,delay,v13_r3,0.0,41.0,28.0,0,2026,24458.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,336,3
52.0,24417.0,1,408,2,STRAWBERRY,delay,v13_r3,0.0,52.0,316.0,0,2026,24469.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,384,9
5752.0,23713.0,1,240,0,WOOL,delay,v13_r3,-26879.0,-21127.0,47.0,1,2026,29465.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,168,4
41.0,23713.0,1,384,1,STRAWBERRY,delay,v13_r3,0.0,41.0,28.0,1,2026,23754.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,336,3
52.0,23713.0,1,408,2,STRAWBERRY,delay,v13_r3,0.0,52.0,335.0,1,2026,23765.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,384,9
-2732.0,12998.0,1,240,0,WOOL,delay,v13_r3,2202.0,-530.0,118.0,0,217,10266.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,168,8
41.0,12998.0,1,384,1,STRAWBERRY,delay,v13_r3,0.0,41.0,41.0,0,217,13039.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,336,3
45.0,12998.0,1,408,2,STRAWBERRY,delay,v13_r3,0.0,45.0,343.0,0,217,13043.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,384,9
-2841.0,12998.0,1,240,0,WOOL,delay,v13_r3,3002.0,161.0,118.0,1,217,10157.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,168,8
41.0,12998.0,1,384,1,STRAWBERRY,delay,v13_r3,0.0,41.0,41.0,1,217,13039.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,336,3
45.0,12998.0,1,408,2,STRAWBERRY,delay,v13_r3,0.0,45.0,362.0,1,217,13043.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,384,9
-2356.0,15897.0,1,240,0,WOOL,delay,v13_r3,523.0,-1833.0,95.0,0,317,13541.0,6f52902081fed08bb5da08d575b796437e645c5320662b448b81eb079f185cfb,168,8
