candidate,candidate_money,candidate_probe,candidate_status,diagnostics,done,margin,mechanism,mechanism_sha256,opponent,opponent_money,opponent_probe,opponent_status,result,route,route_harvest_count,route_macro,route_max_hands,route_plant_count,route_sha256,route_water_count,seat,seed
rl010b_bidirectional_no_opp,37906.0,"{'calls': 719, 'errors': 0, 'invalid': 0, 'p50_ms': 0.114167, 'p95_ms': 0.2025, 'p99_ms': 0.293083, 'max_ms': 0.495667, 'ops': {'PASS': 977, 'PICKUP': 135, 'WEST': 807, 'NORTH': 830, 'BUILD_PASTURE': 13, 'PLACE': 13, 'PLANT': 198, 'FEED': 290, 'WATER': 1004, 'CARE': 284, 'SOUTH': 545, 'EAST': 628, 'COLLECT_FERTILIZER': 295, 'HARVEST': 388, 'DROP': 56, 'DIG': 51, 'FERTILIZE': 72}, 'sell_units': {'FERTILIZER': 235, 'WHEAT': 455, 'WOOL': 132, 'MILK': 241, 'MELON': 114, 'STRAWBERRY': 286}, 'field_action_diff': 0, 'hands_action_diff': 90, 'market_action_diff': 14, 'changed_action_calls': 103}",DONE,"{'interventions': 0, 'advance_units': 0, 'delay_units': 0, 'repayment_successes': 0, 'repayment_failures': 0, 'fallbacks': 23, 'runtime_errors': 0}",1,-899.0,rl010b_bidirectional_no_opp,,v27_current,38805.0,"{'calls': 719, 'errors': 0, 'invalid': 0, 'p50_ms': 0.061958, 'p95_ms': 0.088625, 'p99_ms': 0.137, 'max_ms': 0.368959, 'ops': {'PASS': 978, 'PICKUP': 135, 'WEST': 807, 'NORTH': 830, 'BUILD_PASTURE': 13, 'PLACE': 13, 'PLANT': 198, 'FEED': 290, 'WATER': 1004, 'CARE': 284, 'SOUTH': 546, 'EAST': 628, 'COLLECT_FERTILIZER': 295, 'HARVEST': 388, 'DROP': 56, 'DIG': 49, 'FERTILIZE': 72}, 'sell_units': {'FERTILIZER': 235, 'WHEAT': 455, 'WOOL': 132, 'MILK': 241, 'MELON': 114, 'STRAWBERRY': 286}}",DONE,L,v27_order_only,0,v27_14_hands,0,0,bf768a5ffad82c8809654364aacb47274c31f9649a0cc2eb539b3afe2b6b80cc,0,0,17
rl010b_bidirectional_no_opp,38805.0,"{'calls': 719, 'errors': 0, 'invalid': 0, 'p50_ms': 0.110459, 'p95_ms': 0.165708, 'p99_ms': 0.265, 'max_ms': 0.348708, 'ops': {'PASS': 978, 'PICKUP': 135, 'WEST': 807, 'NORTH': 830, 'BUILD_PASTURE': 13, 'PLACE': 13, 'PLANT': 198, 'FEED': 290, 'WATER': 1004, 'CARE': 284, 'SOUTH': 546, 'EAST': 628, 'COLLECT_FERTILIZER': 295, 'HARVEST': 388, 'DROP': 56, 'DIG': 49, 'FERTILIZE': 72}, 'sell_units': {'FERTILIZER': 235, 'WHEAT': 455, 'WOOL': 132, 'MILK': 241, 'MELON': 114, 'STRAWBERRY': 286}, 'field_action_diff': 0, 'hands_action_diff': 79, 'market_action_diff': 14, 'changed_action_calls': 92}",DONE,"{'interventions': 0, 'advance_units': 0, 'delay_units': 0, 'repayment_successes': 0, 'repayment_failures': 0, 'fallbacks': 23, 'runtime_errors': 0}",1,899.0,rl010b_bidirectional_no_opp,,v27_current,37906.0,"{'calls': 719, 'errors': 0, 'invalid': 0, 'p50_ms': 0.070917, 'p95_ms': 0.108583, 'p99_ms': 0.157625, 'max_ms': 0.261208, 'ops': {'PASS': 977, 'PICKUP': 135, 'WEST': 807, 'NORTH': 830, 'BUILD_PASTURE': 13, 'PLACE': 13, 'PLANT': 198, 'FEED': 290, 'WATER': 1004, 'CARE': 284, 'SOUTH': 545, 'EAST': 628, 'COLLECT_FERTILIZER': 295, 'HARVEST': 388, 'DROP': 56, 'DIG': 51, 'FERTILIZE': 72}, 'sell_units': {'FERTILIZER': 235, 'WHEAT': 455, 'WOOL': 132, 'MILK': 241, 'MELON': 114, 'STRAWBERRY': 286}}",DONE,W,v27_order_only,0,v27_14_hands,0,0,bf768a5ffad82c8809654364aacb47274c31f9649a0cc2eb539b3afe2b6b80cc,0,1,17
