all_done,candidate,errors,games,invalid,losses,mean_margin,mean_money,min_margin,opponent,p99_ms_max,repayment_failures,ties,win_rate,wins
1,rl010b_bidirectional_no_opp,0,2,0,1,0.0,38355.5,-899.0,v27_current,0.293083,0,0,0.5,1
