seed,seat,candidate_money,opponent_money,margin,result,candidate_status,opponent_status,game_done,action_calls,agent_errors,invalid_action_shapes,runtime_p50_ms,runtime_p95_ms,runtime_p99_ms,runtime_max_ms,wall_seconds,route_fallbacks,route_switches,route_history,daily_cash,field_counts,market_counts,market_quantities,candidate,opponent,v009_state
17,0,105366.0,149976.0,-44610.0,loss,DONE,DONE,1,719,0,0,0.656167,1.1420711,1.3482413800000002,35.481208,3.223001499995007,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 7516.0, ""11"": 13609.0, ""12"": 11602.0, ""13"": 15253.0, ""14"": 16504.0, ""15"": 18572.0, ""16"": 22270.0, ""17"": 25731.0, ""18"": 27726.0, ""19"": 31085.0, ""2"": 81.0, ""20"": 43995.0, ""21"": 51589.0, ""22"": 57221.0, ""23"": 63004.0, ""24"": 65875.0, ""25"": 72203.0, ""26"": 81252.0, ""27"": 88843.0, ""28"": 103061.0, ""3"": 134.0, ""4"": 93.0, ""5"": 399.0, ""6"": 664.0, ""7"": 110.0, ""8"": 1063.0, ""9"": 1611.0}","{""BUILD_PASTURE"": 12, ""CARE"": 229, ""COLLECT_FERTILIZER"": 268, ""DIG"": 17, ""DROP"": 78, ""EAST"": 887, ""FEED"": 252, ""HARVEST"": 200, ""NORTH"": 1286, ""PASS"": 1728, ""PICKUP"": 69, ""PLACE"": 12, ""PLANT"": 105, ""SOUTH"": 940, ""WATER"": 758, ""WEST"": 1114}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 187, ""BUY_SEED"": 47, ""HIRE"": 320, ""SELL"": 182}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 523, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 268, ""SELL:MELON"": 117, ""SELL:MILK"": 211, ""SELL:STRAWBERRY"": 124, ""SELL:WHEAT"": 411, ""SELL:WOOL"": 76}",v009b_public_meta_counter,hamburger,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 0, ""previous_inventory"": {""MELON"": 10096, ""MILK"": 9923, ""STRAWBERRY"": 9879, ""WOOL"": 9983}, ""previous_prices"": {""MELON"": 158.0, ""MILK"": 236.0, ""STRAWBERRY"": 212.0, ""WOOL"": 225.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 0}"
17,1,91933.0,132779.0,-40846.0,loss,DONE,DONE,1,719,0,0,0.647708,1.1297042000000002,1.3554605000000008,1.583833,3.138954875001218,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 9466.0, ""11"": 13506.0, ""12"": 11198.0, ""13"": 14373.0, ""14"": 17679.0, ""15"": 19085.0, ""16"": 22593.0, ""17"": 24831.0, ""18"": 26032.0, ""19"": 29088.0, ""2"": 81.0, ""20"": 43651.0, ""21"": 43893.0, ""22"": 46337.0, ""23"": 52568.0, ""24"": 61861.0, ""25"": 72299.0, ""26"": 73818.0, ""27"": 78658.0, ""28"": 91198.0, ""3"": 134.0, ""4"": 93.0, ""5"": 399.0, ""6"": 670.0, ""7"": 99.0, ""8"": 767.0, ""9"": 1604.0}","{""BUILD_PASTURE"": 12, ""CARE"": 219, ""COLLECT_FERTILIZER"": 272, ""DIG"": 15, ""DROP"": 75, ""EAST"": 862, ""FEED"": 259, ""HARVEST"": 188, ""NORTH"": 1309, ""PASS"": 1726, ""PICKUP"": 71, ""PLACE"": 12, ""PLANT"": 102, ""SOUTH"": 978, ""WATER"": 768, ""WEST"": 1090}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 197, ""BUY_SEED"": 53, ""HIRE"": 320, ""SELL"": 187}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 528, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 36, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 272, ""SELL:MELON"": 117, ""SELL:MILK"": 180, ""SELL:STRAWBERRY"": 125, ""SELL:WHEAT"": 391, ""SELL:WOOL"": 102}",v009b_public_meta_counter,hamburger,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 0, ""previous_inventory"": {""MELON"": 10092, ""MILK"": 10000, ""STRAWBERRY"": 9874, ""WOOL"": 9973}, ""previous_prices"": {""MELON"": 165.0, ""MILK"": 160.0, ""STRAWBERRY"": 214.0, ""WOOL"": 229.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""NORMAL"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 0}"
42,0,91962.0,132217.0,-40255.0,loss,DONE,DONE,1,719,0,0,0.63475,1.1442078,1.3221064400000007,1.595958,3.193221374996938,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 4412.0, ""11"": 12900.0, ""12"": 10328.0, ""13"": 13259.0, ""14"": 15816.0, ""15"": 16827.0, ""16"": 20027.0, ""17"": 22272.0, ""18"": 26249.0, ""19"": 32353.0, ""2"": 81.0, ""20"": 41287.0, ""21"": 43549.0, ""22"": 49657.0, ""23"": 57749.0, ""24"": 69593.0, ""25"": 70850.0, ""26"": 75891.0, ""27"": 78416.0, ""28"": 91005.0, ""3"": 134.0, ""4"": 93.0, ""5"": 399.0, ""6"": 663.0, ""7"": 90.0, ""8"": 701.0, ""9"": 1140.0}","{""BUILD_PASTURE"": 12, ""CARE"": 239, ""COLLECT_FERTILIZER"": 271, ""DIG"": 25, ""DROP"": 81, ""EAST"": 852, ""FEED"": 254, ""HARVEST"": 188, ""NORTH"": 1305, ""PASS"": 1588, ""PICKUP"": 71, ""PLACE"": 12, ""PLANT"": 102, ""SOUTH"": 1003, ""WATER"": 725, ""WEST"": 1100}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 197, ""BUY_SEED"": 53, ""HIRE"": 314, ""SELL"": 172}","{""BUY_ANIMAL:COW"": 4, ""BUY_ANIMAL:SHEEP"": 8, ""BUY_PRODUCT:WHEAT"": 524, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 271, ""SELL:MELON"": 115, ""SELL:MILK"": 111, ""SELL:STRAWBERRY"": 119, ""SELL:WHEAT"": 392, ""SELL:WOOL"": 176}",v009b_public_meta_counter,hamburger,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 0, ""previous_inventory"": {""MELON"": 10094, ""MILK"": 9985, ""STRAWBERRY"": 9946, ""WOOL"": 9952}, ""previous_prices"": {""MELON"": 162.0, ""MILK"": 194.0, ""STRAWBERRY"": 182.0, ""WOOL"": 233.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 0}"
42,1,97302.0,147152.0,-49850.0,loss,DONE,DONE,1,719,0,0,0.632375,1.1381711,1.3296760000000003,1.564958,3.132786625006702,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 4412.0, ""11"": 12900.0, ""12"": 10328.0, ""13"": 13259.0, ""14"": 15816.0, ""15"": 16828.0, ""16"": 20174.0, ""17"": 22512.0, ""18"": 27691.0, ""19"": 33159.0, ""2"": 81.0, ""20"": 44118.0, ""21"": 45773.0, ""22"": 51711.0, ""23"": 59261.0, ""24"": 67624.0, ""25"": 75660.0, ""26"": 81234.0, ""27"": 83687.0, ""28"": 96178.0, ""3"": 134.0, ""4"": 93.0, ""5"": 399.0, ""6"": 663.0, ""7"": 90.0, ""8"": 701.0, ""9"": 1140.0}","{""BUILD_PASTURE"": 12, ""CARE"": 236, ""COLLECT_FERTILIZER"": 272, ""DIG"": 26, ""DROP"": 76, ""EAST"": 881, ""FEED"": 257, ""HARVEST"": 190, ""NORTH"": 1261, ""PASS"": 1588, ""PICKUP"": 71, ""PLACE"": 12, ""PLANT"": 103, ""SOUTH"": 981, ""WATER"": 716, ""WEST"": 1118}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 190, ""BUY_SEED"": 52, ""HIRE"": 313, ""SELL"": 181}","{""BUY_ANIMAL:COW"": 4, ""BUY_ANIMAL:SHEEP"": 8, ""BUY_PRODUCT:WHEAT"": 515, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 27, ""SELL:FERTILIZER"": 272, ""SELL:MELON"": 114, ""SELL:MILK"": 114, ""SELL:STRAWBERRY"": 119, ""SELL:WHEAT"": 380, ""SELL:WOOL"": 171}",v009b_public_meta_counter,hamburger,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 0, ""previous_inventory"": {""MELON"": 10093, ""MILK"": 9934, ""STRAWBERRY"": 9885, ""WOOL"": 9947}, ""previous_prices"": {""MELON"": 164.0, ""MILK"": 231.0, ""STRAWBERRY"": 210.0, ""WOOL"": 234.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 0}"
2026,0,105520.0,157598.0,-52078.0,loss,DONE,DONE,1,719,0,0,0.658708,1.1500624999999998,1.3360223800000002,1.554917,3.212712874999852,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 5737.0, ""11"": 13169.0, ""12"": 13312.0, ""13"": 13307.0, ""14"": 16712.0, ""15"": 19947.0, ""16"": 22438.0, ""17"": 25405.0, ""18"": 25984.0, ""19"": 34531.0, ""2"": 81.0, ""20"": 45983.0, ""21"": 50126.0, ""22"": 61654.0, ""23"": 64485.0, ""24"": 66957.0, ""25"": 73623.0, ""26"": 84528.0, ""27"": 90136.0, ""28"": 103897.0, ""3"": 134.0, ""4"": 94.0, ""5"": 393.0, ""6"": 654.0, ""7"": 107.0, ""8"": 746.0, ""9"": 1103.0}","{""BUILD_PASTURE"": 12, ""CARE"": 243, ""COLLECT_FERTILIZER"": 266, ""DIG"": 15, ""DROP"": 79, ""EAST"": 853, ""FEED"": 243, ""HARVEST"": 201, ""NORTH"": 1362, ""PASS"": 1619, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 114, ""SOUTH"": 1002, ""WATER"": 764, ""WEST"": 1105}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 193, ""BUY_SEED"": 53, ""HIRE"": 320, ""SELL"": 184}","{""BUY_ANIMAL:COW"": 2, ""BUY_ANIMAL:SHEEP"": 10, ""BUY_PRODUCT:WHEAT"": 518, ""BUY_SEED:CARROT"": 16, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 41, ""SELL:CARROT"": 48, ""SELL:FERTILIZER"": 266, ""SELL:MELON"": 110, ""SELL:MILK"": 66, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 422, ""SELL:WOOL"": 208}",v009b_public_meta_counter,hamburger,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 0, ""previous_inventory"": {""MELON"": 10089, ""MILK"": 9904, ""STRAWBERRY"": 9883, ""WOOL"": 9912}, ""previous_prices"": {""MELON"": 171.0, ""MILK"": 245.0, ""STRAWBERRY"": 211.0, ""WOOL"": 239.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 0}"
2026,1,100989.0,144345.0,-43356.0,loss,DONE,DONE,1,719,0,0,0.667541,1.1382084000000001,1.3129063800000003,34.955167,3.1956540410028538,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 5737.0, ""11"": 13169.0, ""12"": 13312.0, ""13"": 13342.0, ""14"": 16708.0, ""15"": 19886.0, ""16"": 22061.0, ""17"": 25217.0, ""18"": 27330.0, ""19"": 36272.0, ""2"": 81.0, ""20"": 49571.0, ""21"": 51558.0, ""22"": 60347.0, ""23"": 64684.0, ""24"": 67811.0, ""25"": 74198.0, ""26"": 84293.0, ""27"": 87195.0, ""28"": 99454.0, ""3"": 134.0, ""4"": 94.0, ""5"": 393.0, ""6"": 654.0, ""7"": 107.0, ""8"": 746.0, ""9"": 1103.0}","{""BUILD_PASTURE"": 12, ""CARE"": 243, ""COLLECT_FERTILIZER"": 263, ""DIG"": 22, ""DROP"": 72, ""EAST"": 901, ""FEED"": 249, ""HARVEST"": 200, ""NORTH"": 1316, ""PASS"": 1635, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 108, ""SOUTH"": 981, ""WATER"": 743, ""WEST"": 1111}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 197, ""BUY_SEED"": 49, ""HIRE"": 319, ""SELL"": 176}","{""BUY_ANIMAL:COW"": 2, ""BUY_ANIMAL:SHEEP"": 10, ""BUY_PRODUCT:WHEAT"": 516, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 39, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 263, ""SELL:MELON"": 116, ""SELL:MILK"": 69, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 406, ""SELL:WOOL"": 218}",v009b_public_meta_counter,hamburger,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 0, ""previous_inventory"": {""MELON"": 10095, ""MILK"": 9907, ""STRAWBERRY"": 9991, ""WOOL"": 9922}, ""previous_prices"": {""MELON"": 160.0, ""MILK"": 244.0, ""STRAWBERRY"": 145.0, ""WOOL"": 237.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 0}"
217,0,93372.0,147090.0,-53718.0,loss,DONE,DONE,1,719,0,0,0.663042,1.1546750000000001,1.33366738,38.918792,3.142826375005825,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 8818.0, ""11"": 11243.0, ""12"": 10884.0, ""13"": 14734.0, ""14"": 17099.0, ""15"": 21304.0, ""16"": 22216.0, ""17"": 24075.0, ""18"": 25716.0, ""19"": 30147.0, ""2"": 81.0, ""20"": 40459.0, ""21"": 44702.0, ""22"": 50850.0, ""23"": 56220.0, ""24"": 58836.0, ""25"": 65762.0, ""26"": 74041.0, ""27"": 79367.0, ""28"": 90638.0, ""3"": 134.0, ""4"": 94.0, ""5"": 393.0, ""6"": 661.0, ""7"": 80.0, ""8"": 848.0, ""9"": 1357.0}","{""BUILD_PASTURE"": 12, ""CARE"": 218, ""COLLECT_FERTILIZER"": 270, ""DIG"": 22, ""DROP"": 78, ""EAST"": 826, ""FEED"": 259, ""HARVEST"": 183, ""NORTH"": 1331, ""PASS"": 1615, ""PICKUP"": 70, ""PLACE"": 12, ""PLANT"": 99, ""SOUTH"": 1023, ""WATER"": 762, ""WEST"": 1087}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 206, ""BUY_SEED"": 48, ""HIRE"": 316, ""SELL"": 184}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 529, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 36, ""SELL:CARROT"": 24, ""SELL:FERTILIZER"": 270, ""SELL:MELON"": 119, ""SELL:MILK"": 167, ""SELL:STRAWBERRY"": 124, ""SELL:WHEAT"": 383, ""SELL:WOOL"": 110}",v009b_public_meta_counter,hamburger,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 1, ""previous_inventory"": {""MELON"": 10098, ""MILK"": 10005, ""STRAWBERRY"": 9825, ""WOOL"": 9958}, ""previous_prices"": {""MELON"": 154.0, ""MILK"": 150.0, ""STRAWBERRY"": 231.0, ""WOOL"": 232.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""NORMAL"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 0}"
217,1,88707.0,134542.0,-45835.0,loss,DONE,DONE,1,719,0,0,0.646916,1.1314878000000004,1.3217056200000006,1.716666,3.1639773749993765,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 8818.0, ""11"": 11243.0, ""12"": 10884.0, ""13"": 14734.0, ""14"": 17099.0, ""15"": 21233.0, ""16"": 21460.0, ""17"": 23069.0, ""18"": 24400.0, ""19"": 27737.0, ""2"": 81.0, ""20"": 38835.0, ""21"": 42216.0, ""22"": 49170.0, ""23"": 51670.0, ""24"": 55822.0, ""25"": 62641.0, ""26"": 70120.0, ""27"": 74988.0, ""28"": 85312.0, ""3"": 134.0, ""4"": 94.0, ""5"": 393.0, ""6"": 661.0, ""7"": 80.0, ""8"": 848.0, ""9"": 1357.0}","{""BUILD_PASTURE"": 12, ""CARE"": 212, ""COLLECT_FERTILIZER"": 269, ""DIG"": 22, ""DROP"": 69, ""EAST"": 854, ""FEED"": 260, ""HARVEST"": 188, ""NORTH"": 1303, ""PASS"": 1639, ""PICKUP"": 70, ""PLACE"": 12, ""PLANT"": 98, ""SOUTH"": 1015, ""WATER"": 760, ""WEST"": 1105}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 205, ""BUY_SEED"": 47, ""HIRE"": 317, ""SELL"": 192}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 527, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 33, ""SELL:CARROT"": 29, ""SELL:FERTILIZER"": 269, ""SELL:MELON"": 115, ""SELL:MILK"": 179, ""SELL:STRAWBERRY"": 124, ""SELL:WHEAT"": 382, ""SELL:WOOL"": 98}",v009b_public_meta_counter,hamburger,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 1, ""previous_inventory"": {""MELON"": 10094, ""MILK"": 9981, ""STRAWBERRY"": 9836, ""WOOL"": 10017}, ""previous_prices"": {""MELON"": 162.0, ""MILK"": 198.0, ""STRAWBERRY"": 228.0, ""WOOL"": 183.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""NORMAL""}, ""reordered_sells"": 0}"
317,0,100165.0,149802.0,-49637.0,loss,DONE,DONE,1,719,0,0,0.660375,1.1536167,1.3680544400000016,1.890292,3.236011667002458,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 8249.0, ""11"": 13561.0, ""12"": 11134.0, ""13"": 14854.0, ""14"": 16084.0, ""15"": 18501.0, ""16"": 22715.0, ""17"": 25102.0, ""18"": 28274.0, ""19"": 34532.0, ""2"": 81.0, ""20"": 47249.0, ""21"": 53447.0, ""22"": 57287.0, ""23"": 60294.0, ""24"": 66165.0, ""25"": 71456.0, ""26"": 79356.0, ""27"": 85372.0, ""28"": 97812.0, ""3"": 134.0, ""4"": 94.0, ""5"": 393.0, ""6"": 654.0, ""7"": 111.0, ""8"": 1171.0, ""9"": 1617.0}","{""BUILD_PASTURE"": 12, ""CARE"": 232, ""COLLECT_FERTILIZER"": 269, ""DIG"": 18, ""DROP"": 81, ""EAST"": 891, ""FEED"": 260, ""HARVEST"": 199, ""NORTH"": 1300, ""PASS"": 1647, ""PICKUP"": 69, ""PLACE"": 12, ""PLANT"": 103, ""SOUTH"": 983, ""WATER"": 749, ""WEST"": 1109}","{""BUY_ANIMAL"": 8, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 202, ""BUY_SEED"": 48, ""HIRE"": 319, ""SELL"": 186}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 527, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 269, ""SELL:MELON"": 114, ""SELL:MILK"": 195, ""SELL:STRAWBERRY"": 125, ""SELL:WHEAT"": 393, ""SELL:WOOL"": 107}",v009b_public_meta_counter,hamburger,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 0, ""previous_inventory"": {""MELON"": 10093, ""MILK"": 9997, ""STRAWBERRY"": 9916, ""WOOL"": 9919}, ""previous_prices"": {""MELON"": 164.0, ""MILK"": 175.0, ""STRAWBERRY"": 197.0, ""WOOL"": 238.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 0}"
317,1,100328.0,149815.0,-49487.0,loss,DONE,DONE,1,719,0,0,0.656791,1.1448503,1.3041069400000012,1.823417,3.1824915000033798,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 8249.0, ""11"": 13561.0, ""12"": 11134.0, ""13"": 14854.0, ""14"": 16084.0, ""15"": 18501.0, ""16"": 22715.0, ""17"": 25102.0, ""18"": 28274.0, ""19"": 34532.0, ""2"": 81.0, ""20"": 47249.0, ""21"": 53447.0, ""22"": 57287.0, ""23"": 60294.0, ""24"": 66266.0, ""25"": 71509.0, ""26"": 78454.0, ""27"": 85619.0, ""28"": 97923.0, ""3"": 134.0, ""4"": 94.0, ""5"": 393.0, ""6"": 654.0, ""7"": 111.0, ""8"": 1171.0, ""9"": 1617.0}","{""BUILD_PASTURE"": 12, ""CARE"": 232, ""COLLECT_FERTILIZER"": 269, ""DIG"": 16, ""DROP"": 81, ""EAST"": 883, ""FEED"": 260, ""HARVEST"": 199, ""NORTH"": 1311, ""PASS"": 1625, ""PICKUP"": 69, ""PLACE"": 12, ""PLANT"": 103, ""SOUTH"": 980, ""WATER"": 749, ""WEST"": 1109}","{""BUY_ANIMAL"": 8, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 199, ""BUY_SEED"": 49, ""HIRE"": 318, ""SELL"": 182}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 526, ""BUY_SEED:CARROT"": 15, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 269, ""SELL:MELON"": 114, ""SELL:MILK"": 195, ""SELL:STRAWBERRY"": 125, ""SELL:WHEAT"": 394, ""SELL:WOOL"": 107}",v009b_public_meta_counter,hamburger,"{""activation_count"": 1, ""active"": true, ""checkpoints"": 24, ""confidence"": 8, ""deactivation_count"": 0, ""extra_sells"": 0, ""last_score"": 2, ""last_step"": 718, ""low_streak"": 0, ""modified_sells"": 0, ""previous_inventory"": {""MELON"": 10093, ""MILK"": 9997, ""STRAWBERRY"": 9916, ""WOOL"": 9919}, ""previous_prices"": {""MELON"": 164.0, ""MILK"": 175.0, ""STRAWBERRY"": 197.0, ""WOOL"": 238.0}, ""regimes"": {""MELON"": ""GLUT"", ""MILK"": ""TIGHT"", ""STRAWBERRY"": ""TIGHT"", ""WOOL"": ""TIGHT""}, ""reordered_sells"": 0}"
