seed,seat,candidate_money,opponent_money,margin,result,candidate_status,opponent_status,game_done,action_calls,agent_errors,invalid_action_shapes,runtime_p50_ms,runtime_p95_ms,runtime_p99_ms,runtime_max_ms,wall_seconds,route_fallbacks,route_switches,route_history,daily_cash,field_counts,high_value_counts,market_counts,market_quantities,eod_unwatered_mean,eod_unwatered_max,eod_weeds_mean,eod_weeds_max,max_consecutive_unwatered,v011_stats,candidate,opponent
733,1,98721.0,96675.0,2046.0,win,DONE,DONE,1,719,0,0,0.696625,1.2542833,1.4439200600000004,1.6545,3.6018580829986604,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 211, ""COLLECT_FERTILIZER"": 269, ""DIG"": 15, ""DROP"": 81, ""EAST"": 874, ""FEED"": 255, ""HARVEST"": 194, ""NORTH"": 1339, ""PASS"": 1579, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 106, ""SOUTH"": 1027, ""WATER"": 792, ""WEST"": 1082}","{""HARVEST:HIGH_VALUE"": 73, ""HARVEST:MELON"": 18, ""HARVEST:STRAWBERRY"": 55, ""WATER:HIGH_VALUE"": 619, ""WATER:MELON"": 141, ""WATER:STRAWBERRY"": 478}","{""BUY_ANIMAL"": 8, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 202, ""BUY_SEED"": 51, ""HIRE"": 318, ""SELL"": 198}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 513, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 18, ""BUY_SEED:STRAWBERRY"": 38, ""BUY_SEED:WHEAT"": 42, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 269, ""SELL:MELON"": 101, ""SELL:MILK"": 177, ""SELL:STRAWBERRY"": 130, ""SELL:WHEAT"": 398, ""SELL:WOOL"": 91}",8.448275862068966,34,1.8275862068965518,19,1,"{""base_harvest_jobs"": 0, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 52, ""harvest_jobs_seen"": 0, ""last_step"": 718, ""pass_after"": 1579, ""pass_before"": 1631, ""storage_jobs_seen"": 0, ""unassigned_urgent_jobs"": 6888, ""unreachable_jobs"": 9787, ""water_jobs_seen"": 27816}",v011a_water_guard,baseline
17,0,140391.0,3499.0,136892.0,win,DONE,DONE,1,719,0,0,0.710708,1.2568215,1.485172560000001,1.643791,2.239198834002309,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 240, ""COLLECT_FERTILIZER"": 272, ""DIG"": 22, ""DROP"": 86, ""EAST"": 983, ""FEED"": 249, ""HARVEST"": 207, ""NORTH"": 1352, ""PASS"": 1472, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 106, ""SOUTH"": 947, ""WATER"": 721, ""WEST"": 1202}","{""HARVEST:HIGH_VALUE"": 73, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 53, ""WATER:HIGH_VALUE"": 557, ""WATER:MELON"": 159, ""WATER:STRAWBERRY"": 398}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 201, ""BUY_SEED"": 58, ""HIRE"": 319, ""SELL"": 178}","{""BUY_ANIMAL:COW"": 10, ""BUY_ANIMAL:SHEEP"": 2, ""BUY_PRODUCT:WHEAT"": 579, ""BUY_SEED:CARROT"": 15, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 272, ""SELL:MELON"": 116, ""SELL:MILK"": 230, ""SELL:STRAWBERRY"": 127, ""SELL:WHEAT"": 450, ""SELL:WOOL"": 61}",10.517241379310345,27,0.7241379310344828,6,1,"{""base_harvest_jobs"": 0, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 75, ""harvest_jobs_seen"": 0, ""last_step"": 718, ""pass_after"": 1472, ""pass_before"": 1547, ""storage_jobs_seen"": 0, ""unassigned_urgent_jobs"": 6884, ""unreachable_jobs"": 11804, ""water_jobs_seen"": 27854}",v011a_water_guard,starter
17,1,143797.0,3480.0,140317.0,win,DONE,DONE,1,719,0,0,0.690375,1.2498119,1.4993419400000008,1.653291,2.2757972499966854,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 231, ""COLLECT_FERTILIZER"": 269, ""DIG"": 23, ""DROP"": 91, ""EAST"": 999, ""FEED"": 256, ""HARVEST"": 206, ""NORTH"": 1314, ""PASS"": 1430, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 110, ""SOUTH"": 962, ""WATER"": 737, ""WEST"": 1207}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 557, ""WATER:MELON"": 160, ""WATER:STRAWBERRY"": 397}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 198, ""BUY_SEED"": 58, ""HIRE"": 318, ""SELL"": 184}","{""BUY_ANIMAL:COW"": 10, ""BUY_ANIMAL:SHEEP"": 2, ""BUY_PRODUCT:WHEAT"": 522, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 40, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 269, ""SELL:MELON"": 117, ""SELL:MILK"": 232, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 400, ""SELL:WOOL"": 59}",10.517241379310345,33,0.5517241379310345,4,1,"{""base_harvest_jobs"": 0, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 54, ""harvest_jobs_seen"": 0, ""last_step"": 718, ""pass_after"": 1430, ""pass_before"": 1484, ""storage_jobs_seen"": 0, ""unassigned_urgent_jobs"": 6926, ""unreachable_jobs"": 11189, ""water_jobs_seen"": 27852}",v011a_water_guard,starter
42,0,137711.0,3497.0,134214.0,win,DONE,DONE,1,719,0,0,0.711542,1.2416292000000004,1.4922175000000009,1.762542,2.266756584001996,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 245, ""COLLECT_FERTILIZER"": 269, ""DIG"": 23, ""DROP"": 88, ""EAST"": 922, ""FEED"": 262, ""HARVEST"": 201, ""NORTH"": 1313, ""PASS"": 1555, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 100, ""SOUTH"": 1002, ""WATER"": 725, ""WEST"": 1150}","{""HARVEST:HIGH_VALUE"": 68, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 48, ""WATER:HIGH_VALUE"": 581, ""WATER:MELON"": 159, ""WATER:STRAWBERRY"": 422}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 211, ""BUY_SEED"": 44, ""HIRE"": 319, ""SELL"": 183}","{""BUY_ANIMAL:COW"": 10, ""BUY_ANIMAL:SHEEP"": 2, ""BUY_PRODUCT:WHEAT"": 530, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 33, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 269, ""SELL:MELON"": 118, ""SELL:MILK"": 243, ""SELL:STRAWBERRY"": 122, ""SELL:WHEAT"": 382, ""SELL:WOOL"": 68}",10.517241379310345,24,1.1379310344827587,10,1,"{""base_harvest_jobs"": 0, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 96, ""harvest_jobs_seen"": 0, ""last_step"": 718, ""pass_after"": 1555, ""pass_before"": 1651, ""storage_jobs_seen"": 0, ""unassigned_urgent_jobs"": 6903, ""unreachable_jobs"": 12166, ""water_jobs_seen"": 28066}",v011a_water_guard,starter
42,1,133260.0,3482.0,129778.0,win,DONE,DONE,1,719,0,0,0.6975,1.2716003,1.5719395000000032,53.877333,2.3725781249959255,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 231, ""COLLECT_FERTILIZER"": 269, ""DIG"": 23, ""DROP"": 81, ""EAST"": 924, ""FEED"": 254, ""HARVEST"": 203, ""NORTH"": 1356, ""PASS"": 1500, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 108, ""SOUTH"": 993, ""WATER"": 754, ""WEST"": 1157}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 572, ""WATER:MELON"": 155, ""WATER:STRAWBERRY"": 417}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 196, ""BUY_SEED"": 59, ""HIRE"": 319, ""SELL"": 181}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 517, ""BUY_SEED:CARROT"": 11, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 41, ""SELL:CARROT"": 27, ""SELL:FERTILIZER"": 269, ""SELL:MELON"": 113, ""SELL:MILK"": 175, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 407, ""SELL:WOOL"": 112}",10.206896551724139,30,1.5517241379310345,10,1,"{""base_harvest_jobs"": 0, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 56, ""harvest_jobs_seen"": 0, ""last_step"": 718, ""pass_after"": 1500, ""pass_before"": 1556, ""storage_jobs_seen"": 0, ""unassigned_urgent_jobs"": 6928, ""unreachable_jobs"": 11697, ""water_jobs_seen"": 27811}",v011a_water_guard,starter
2026,0,137142.0,3487.0,133655.0,win,DONE,DONE,1,719,0,0,0.695875,1.2526166,1.49101126,40.881958,2.2588737909973133,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 230, ""COLLECT_FERTILIZER"": 270, ""DIG"": 21, ""DROP"": 70, ""EAST"": 923, ""FEED"": 259, ""HARVEST"": 206, ""NORTH"": 1357, ""PASS"": 1476, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 107, ""SOUTH"": 1021, ""WATER"": 756, ""WEST"": 1134}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 584, ""WATER:MELON"": 151, ""WATER:STRAWBERRY"": 433}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 204, ""BUY_SEED"": 58, ""HIRE"": 318, ""SELL"": 177}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 521, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 38, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 270, ""SELL:MELON"": 109, ""SELL:MILK"": 223, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 390, ""SELL:WOOL"": 76}",9.793103448275861,27,1.4482758620689655,9,1,"{""base_harvest_jobs"": 0, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 108, ""harvest_jobs_seen"": 0, ""last_step"": 718, ""pass_after"": 1476, ""pass_before"": 1584, ""storage_jobs_seen"": 0, ""unassigned_urgent_jobs"": 6887, ""unreachable_jobs"": 11600, ""water_jobs_seen"": 28003}",v011a_water_guard,starter
2026,1,138632.0,3485.0,135147.0,win,DONE,DONE,1,719,0,0,0.686417,1.2376881,1.437798880000001,1.717041,2.2576434169968707,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 237, ""COLLECT_FERTILIZER"": 273, ""DIG"": 18, ""DROP"": 88, ""EAST"": 951, ""FEED"": 259, ""HARVEST"": 204, ""NORTH"": 1363, ""PASS"": 1467, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 107, ""SOUTH"": 1025, ""WATER"": 745, ""WEST"": 1138}","{""HARVEST:HIGH_VALUE"": 73, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 53, ""WATER:HIGH_VALUE"": 571, ""WATER:MELON"": 156, ""WATER:STRAWBERRY"": 415}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 198, ""BUY_SEED"": 57, ""HIRE"": 320, ""SELL"": 188}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 527, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 39, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 273, ""SELL:MELON"": 114, ""SELL:MILK"": 216, ""SELL:STRAWBERRY"": 127, ""SELL:WHEAT"": 401, ""SELL:WOOL"": 78}",10.172413793103448,29,2.206896551724138,11,1,"{""base_harvest_jobs"": 0, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 93, ""harvest_jobs_seen"": 0, ""last_step"": 718, ""pass_after"": 1467, ""pass_before"": 1560, ""storage_jobs_seen"": 0, ""unassigned_urgent_jobs"": 6785, ""unreachable_jobs"": 10695, ""water_jobs_seen"": 27769}",v011a_water_guard,starter
217,0,131920.0,3499.0,128421.0,win,DONE,DONE,1,719,0,0,0.702917,1.2663041000000002,1.5131525600000002,29.166833,2.2995769170011044,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 238, ""COLLECT_FERTILIZER"": 266, ""DIG"": 18, ""DROP"": 81, ""EAST"": 913, ""FEED"": 258, ""HARVEST"": 206, ""NORTH"": 1357, ""PASS"": 1433, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 109, ""SOUTH"": 1047, ""WATER"": 754, ""WEST"": 1148}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 573, ""WATER:MELON"": 161, ""WATER:STRAWBERRY"": 412}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 205, ""BUY_SEED"": 60, ""HIRE"": 318, ""SELL"": 187}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 522, ""BUY_SEED:CARROT"": 15, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 39, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 265, ""SELL:MELON"": 113, ""SELL:MILK"": 211, ""SELL:STRAWBERRY"": 125, ""SELL:WHEAT"": 402, ""SELL:WOOL"": 82}",10.10344827586207,30,2.0344827586206895,11,1,"{""base_harvest_jobs"": 0, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 108, ""harvest_jobs_seen"": 0, ""last_step"": 718, ""pass_after"": 1433, ""pass_before"": 1541, ""storage_jobs_seen"": 0, ""unassigned_urgent_jobs"": 6847, ""unreachable_jobs"": 11227, ""water_jobs_seen"": 28017}",v011a_water_guard,starter
217,1,139743.0,3475.0,136268.0,win,DONE,DONE,1,719,0,0,0.726458,1.2441167000000004,1.4794625600000004,31.508541,2.2944855829991866,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 243, ""COLLECT_FERTILIZER"": 267, ""DIG"": 17, ""DROP"": 84, ""EAST"": 923, ""FEED"": 255, ""HARVEST"": 199, ""NORTH"": 1361, ""PASS"": 1525, ""PICKUP"": 68, ""PLACE"": 12, ""PLANT"": 106, ""SOUTH"": 1022, ""WATER"": 754, ""WEST"": 1180}","{""HARVEST:HIGH_VALUE"": 68, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 48, ""WATER:HIGH_VALUE"": 588, ""WATER:MELON"": 160, ""WATER:STRAWBERRY"": 428}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 207, ""BUY_SEED"": 51, ""HIRE"": 323, ""SELL"": 177}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 523, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 40, ""SELL:CARROT"": 24, ""SELL:FERTILIZER"": 267, ""SELL:MELON"": 119, ""SELL:MILK"": 202, ""SELL:STRAWBERRY"": 122, ""SELL:WHEAT"": 401, ""SELL:WOOL"": 96}",9.931034482758621,27,2.0689655172413794,17,1,"{""base_harvest_jobs"": 0, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 82, ""harvest_jobs_seen"": 0, ""last_step"": 718, ""pass_after"": 1525, ""pass_before"": 1607, ""storage_jobs_seen"": 0, ""unassigned_urgent_jobs"": 7030, ""unreachable_jobs"": 11762, ""water_jobs_seen"": 28371}",v011a_water_guard,starter
317,0,120207.0,3501.0,116706.0,win,DONE,DONE,1,719,0,0,0.6985,1.2371875,1.5216138800000008,29.435291,2.286211667000316,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 225, ""COLLECT_FERTILIZER"": 265, ""DIG"": 22, ""DROP"": 79, ""EAST"": 901, ""FEED"": 248, ""HARVEST"": 199, ""NORTH"": 1344, ""PASS"": 1521, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 111, ""SOUTH"": 1018, ""WATER"": 749, ""WEST"": 1143}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 563, ""WATER:MELON"": 159, ""WATER:STRAWBERRY"": 404}","{""BUY_ANIMAL"": 8, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 197, ""BUY_SEED"": 59, ""HIRE"": 318, ""SELL"": 200}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 518, ""BUY_SEED:CARROT"": 15, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 43, ""SELL:CARROT"": 29, ""SELL:FERTILIZER"": 265, ""SELL:MELON"": 116, ""SELL:MILK"": 172, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 409, ""SELL:WOOL"": 109}",10.206896551724139,33,2.0689655172413794,11,1,"{""base_harvest_jobs"": 0, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 51, ""harvest_jobs_seen"": 0, ""last_step"": 718, ""pass_after"": 1521, ""pass_before"": 1572, ""storage_jobs_seen"": 0, ""unassigned_urgent_jobs"": 6814, ""unreachable_jobs"": 11220, ""water_jobs_seen"": 27618}",v011a_water_guard,starter
317,1,119787.0,3501.0,116286.0,win,DONE,DONE,1,719,0,0,0.695583,1.2488500000000002,1.5054823800000003,30.323167,2.2774612920038635,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 227, ""COLLECT_FERTILIZER"": 265, ""DIG"": 25, ""DROP"": 81, ""EAST"": 922, ""FEED"": 248, ""HARVEST"": 199, ""NORTH"": 1347, ""PASS"": 1478, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 112, ""SOUTH"": 1019, ""WATER"": 752, ""WEST"": 1149}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 563, ""WATER:MELON"": 159, ""WATER:STRAWBERRY"": 404}","{""BUY_ANIMAL"": 8, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 198, ""BUY_SEED"": 59, ""HIRE"": 318, ""SELL"": 201}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 522, ""BUY_SEED:CARROT"": 15, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 43, ""SELL:CARROT"": 27, ""SELL:FERTILIZER"": 265, ""SELL:MELON"": 116, ""SELL:MILK"": 170, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 416, ""SELL:WOOL"": 109}",10.172413793103448,33,1.4482758620689655,8,1,"{""base_harvest_jobs"": 0, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 52, ""harvest_jobs_seen"": 0, ""last_step"": 718, ""pass_after"": 1478, ""pass_before"": 1530, ""storage_jobs_seen"": 0, ""unassigned_urgent_jobs"": 6772, ""unreachable_jobs"": 10932, ""water_jobs_seen"": 27566}",v011a_water_guard,starter
733,0,134843.0,3495.0,131348.0,win,DONE,DONE,1,719,0,0,0.7,1.2590622,1.4754330600000012,1.731833,2.2830308339980547,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 237, ""COLLECT_FERTILIZER"": 271, ""DIG"": 24, ""DROP"": 91, ""EAST"": 950, ""FEED"": 258, ""HARVEST"": 203, ""NORTH"": 1371, ""PASS"": 1445, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 106, ""SOUTH"": 979, ""WATER"": 746, ""WEST"": 1152}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 576, ""WATER:MELON"": 163, ""WATER:STRAWBERRY"": 413}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 207, ""BUY_SEED"": 58, ""HIRE"": 318, ""SELL"": 192}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 525, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 38, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 271, ""SELL:MELON"": 119, ""SELL:MILK"": 217, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 396, ""SELL:WOOL"": 78}",10.344827586206897,29,1.0689655172413792,6,1,"{""base_harvest_jobs"": 0, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 81, ""harvest_jobs_seen"": 0, ""last_step"": 718, ""pass_after"": 1445, ""pass_before"": 1526, ""storage_jobs_seen"": 0, ""unassigned_urgent_jobs"": 6830, ""unreachable_jobs"": 11125, ""water_jobs_seen"": 27944}",v011a_water_guard,starter
733,1,127019.0,3493.0,123526.0,win,DONE,DONE,1,719,0,0,0.693,1.2599914,1.5122175000000004,1.712834,2.293572167000093,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 235, ""COLLECT_FERTILIZER"": 265, ""DIG"": 20, ""DROP"": 80, ""EAST"": 920, ""FEED"": 251, ""HARVEST"": 204, ""NORTH"": 1379, ""PASS"": 1460, ""PICKUP"": 68, ""PLACE"": 12, ""PLANT"": 109, ""SOUTH"": 1011, ""WATER"": 740, ""WEST"": 1176}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 561, ""WATER:MELON"": 162, ""WATER:STRAWBERRY"": 399}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 200, ""BUY_SEED"": 63, ""HIRE"": 319, ""SELL"": 189}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 512, ""BUY_SEED:CARROT"": 16, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 39, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 264, ""SELL:MELON"": 119, ""SELL:MILK"": 190, ""SELL:STRAWBERRY"": 118, ""SELL:WHEAT"": 393, ""SELL:WOOL"": 91}",10.517241379310345,30,1.6896551724137931,11,1,"{""base_harvest_jobs"": 0, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 76, ""harvest_jobs_seen"": 0, ""last_step"": 718, ""pass_after"": 1460, ""pass_before"": 1536, ""storage_jobs_seen"": 0, ""unassigned_urgent_jobs"": 6901, ""unreachable_jobs"": 11688, ""water_jobs_seen"": 28048}",v011a_water_guard,starter
