seed,seat,candidate_money,opponent_money,margin,result,candidate_status,opponent_status,game_done,action_calls,agent_errors,invalid_action_shapes,runtime_p50_ms,runtime_p95_ms,runtime_p99_ms,runtime_max_ms,wall_seconds,route_fallbacks,route_switches,route_history,daily_cash,field_counts,high_value_counts,market_counts,market_quantities,eod_unwatered_mean,eod_unwatered_max,eod_weeds_mean,eod_weeds_max,max_consecutive_unwatered,v011_stats,candidate,opponent
217,1,137977.0,3475.0,134502.0,win,DONE,DONE,1,719,0,0,0.719417,1.2971586,1.4682301200000007,1.906167,2.2643527909967816,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 236, ""COLLECT_FERTILIZER"": 270, ""DIG"": 27, ""DROP"": 77, ""EAST"": 928, ""FEED"": 261, ""HARVEST"": 202, ""NORTH"": 1316, ""PASS"": 1523, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 105, ""SOUTH"": 1014, ""WATER"": 753, ""WEST"": 1158}","{""HARVEST:HIGH_VALUE"": 68, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 48, ""WATER:HIGH_VALUE"": 588, ""WATER:MELON"": 150, ""WATER:STRAWBERRY"": 438}","{""BUY_ANIMAL"": 6, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 209, ""BUY_SEED"": 52, ""HIRE"": 320, ""SELL"": 189}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 532, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 40, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 270, ""SELL:MELON"": 109, ""SELL:MILK"": 204, ""SELL:STRAWBERRY"": 122, ""SELL:WHEAT"": 406, ""SELL:WOOL"": 95}",9.862068965517242,24,1.7586206896551724,13,1,"{""base_harvest_jobs"": 94, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 60, ""harvest_jobs_seen"": 1210, ""last_step"": 718, ""pass_after"": 1523, ""pass_before"": 1583, ""storage_jobs_seen"": 65, ""unassigned_urgent_jobs"": 7609, ""unreachable_jobs"": 11331, ""water_jobs_seen"": 28301}",v011c_priority_scheduler,starter
317,0,121641.0,3499.0,118142.0,win,DONE,DONE,1,719,0,0,0.710541,1.2894247000000003,1.521687440000001,39.4445,2.308175875004963,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 228, ""COLLECT_FERTILIZER"": 269, ""DIG"": 21, ""DROP"": 87, ""EAST"": 957, ""FEED"": 248, ""HARVEST"": 204, ""NORTH"": 1359, ""PASS"": 1476, ""PICKUP"": 64, ""PLACE"": 12, ""PLANT"": 114, ""SOUTH"": 994, ""WATER"": 751, ""WEST"": 1162}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 560, ""WATER:MELON"": 153, ""WATER:STRAWBERRY"": 407}","{""BUY_ANIMAL"": 8, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 199, ""BUY_SEED"": 61, ""HIRE"": 320, ""SELL"": 198}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 506, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 44, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 269, ""SELL:MELON"": 109, ""SELL:MILK"": 159, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 406, ""SELL:WOOL"": 118}",10.241379310344827,31,1.7241379310344827,11,1,"{""base_harvest_jobs"": 210, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 73, ""harvest_jobs_seen"": 1705, ""last_step"": 718, ""pass_after"": 1476, ""pass_before"": 1549, ""storage_jobs_seen"": 174, ""unassigned_urgent_jobs"": 7976, ""unreachable_jobs"": 11845, ""water_jobs_seen"": 28155}",v011c_priority_scheduler,starter
317,1,121641.0,3499.0,118142.0,win,DONE,DONE,1,719,0,0,0.7085,1.2876958,1.5224475000000004,1.903875,2.313147291999485,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 228, ""COLLECT_FERTILIZER"": 269, ""DIG"": 22, ""DROP"": 87, ""EAST"": 957, ""FEED"": 248, ""HARVEST"": 204, ""NORTH"": 1362, ""PASS"": 1472, ""PICKUP"": 64, ""PLACE"": 12, ""PLANT"": 114, ""SOUTH"": 994, ""WATER"": 751, ""WEST"": 1162}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 560, ""WATER:MELON"": 153, ""WATER:STRAWBERRY"": 407}","{""BUY_ANIMAL"": 8, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 199, ""BUY_SEED"": 61, ""HIRE"": 320, ""SELL"": 198}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 506, ""BUY_SEED:CARROT"": 14, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 44, ""SELL:CARROT"": 30, ""SELL:FERTILIZER"": 269, ""SELL:MELON"": 109, ""SELL:MILK"": 159, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 406, ""SELL:WOOL"": 118}",10.241379310344827,31,1.5517241379310345,10,1,"{""base_harvest_jobs"": 210, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 73, ""harvest_jobs_seen"": 1705, ""last_step"": 718, ""pass_after"": 1472, ""pass_before"": 1545, ""storage_jobs_seen"": 174, ""unassigned_urgent_jobs"": 7976, ""unreachable_jobs"": 11854, ""water_jobs_seen"": 28155}",v011c_priority_scheduler,starter
733,0,131673.0,3493.0,128180.0,win,DONE,DONE,1,719,0,0,0.716208,1.2956837,1.55338756,53.310416,2.329058458999498,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 234, ""COLLECT_FERTILIZER"": 269, ""DIG"": 19, ""DROP"": 85, ""EAST"": 944, ""FEED"": 257, ""HARVEST"": 204, ""NORTH"": 1334, ""PASS"": 1504, ""PICKUP"": 64, ""PLACE"": 12, ""PLANT"": 109, ""SOUTH"": 996, ""WATER"": 746, ""WEST"": 1176}","{""HARVEST:HIGH_VALUE"": 73, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 53, ""WATER:HIGH_VALUE"": 563, ""WATER:MELON"": 151, ""WATER:STRAWBERRY"": 412}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 198, ""BUY_SEED"": 57, ""HIRE"": 320, ""SELL"": 185}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 528, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 42, ""SELL:CARROT"": 27, ""SELL:FERTILIZER"": 269, ""SELL:MELON"": 109, ""SELL:MILK"": 212, ""SELL:STRAWBERRY"": 127, ""SELL:WHEAT"": 416, ""SELL:WOOL"": 78}",10.310344827586206,30,2.103448275862069,13,1,"{""base_harvest_jobs"": 130, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 67, ""harvest_jobs_seen"": 1486, ""last_step"": 718, ""pass_after"": 1504, ""pass_before"": 1571, ""storage_jobs_seen"": 94, ""unassigned_urgent_jobs"": 7645, ""unreachable_jobs"": 11329, ""water_jobs_seen"": 27930}",v011c_priority_scheduler,starter
733,1,127630.0,3493.0,124137.0,win,DONE,DONE,1,719,0,0,0.715792,1.3122673000000002,1.5675511800000015,41.537125,2.2823783330022707,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 234, ""COLLECT_FERTILIZER"": 270, ""DIG"": 23, ""DROP"": 85, ""EAST"": 946, ""FEED"": 251, ""HARVEST"": 205, ""NORTH"": 1405, ""PASS"": 1433, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 109, ""SOUTH"": 1003, ""WATER"": 724, ""WEST"": 1166}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 549, ""WATER:MELON"": 152, ""WATER:STRAWBERRY"": 397}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 195, ""BUY_SEED"": 62, ""HIRE"": 319, ""SELL"": 190}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 515, ""BUY_SEED:CARROT"": 15, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 39, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 270, ""SELL:MELON"": 109, ""SELL:MILK"": 191, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 392, ""SELL:WOOL"": 94}",10.689655172413794,30,1.4827586206896552,10,1,"{""base_harvest_jobs"": 320, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 82, ""harvest_jobs_seen"": 1661, ""last_step"": 718, ""pass_after"": 1433, ""pass_before"": 1515, ""storage_jobs_seen"": 98, ""unassigned_urgent_jobs"": 7688, ""unreachable_jobs"": 11294, ""water_jobs_seen"": 27908}",v011c_priority_scheduler,starter
17,0,133934.0,0.0,133934.0,win,DONE,DONE,1,719,0,0,0.703708,1.3270044,1.5361298800000012,45.488792,2.3921332089958014,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 227, ""COLLECT_FERTILIZER"": 266, ""DIG"": 23, ""DROP"": 81, ""EAST"": 927, ""FEED"": 256, ""HARVEST"": 207, ""NORTH"": 1353, ""PASS"": 1438, ""PICKUP"": 66, ""PLACE"": 12, ""PLANT"": 111, ""SOUTH"": 1012, ""WATER"": 754, ""WEST"": 1173}","{""HARVEST:HIGH_VALUE"": 73, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 53, ""WATER:HIGH_VALUE"": 567, ""WATER:MELON"": 152, ""WATER:STRAWBERRY"": 415}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 197, ""BUY_SEED"": 59, ""HIRE"": 318, ""SELL"": 185}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 551, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 42, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 266, ""SELL:MELON"": 109, ""SELL:MILK"": 213, ""SELL:STRAWBERRY"": 127, ""SELL:WHEAT"": 439, ""SELL:WOOL"": 80}",10.137931034482758,29,0.6206896551724138,7,1,"{""base_harvest_jobs"": 183, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 72, ""harvest_jobs_seen"": 1662, ""last_step"": 718, ""pass_after"": 1438, ""pass_before"": 1510, ""storage_jobs_seen"": 109, ""unassigned_urgent_jobs"": 7730, ""unreachable_jobs"": 10698, ""water_jobs_seen"": 28014}",v011c_priority_scheduler,random
17,1,118776.0,0.0,118776.0,win,DONE,DONE,1,719,0,0,0.712709,1.3044590000000003,1.529605000000001,49.086834,2.3695807920012157,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 223, ""COLLECT_FERTILIZER"": 262, ""DIG"": 24, ""DROP"": 79, ""EAST"": 972, ""FEED"": 251, ""HARVEST"": 205, ""NORTH"": 1329, ""PASS"": 1464, ""PICKUP"": 65, ""PLACE"": 12, ""PLANT"": 113, ""SOUTH"": 1006, ""WATER"": 741, ""WEST"": 1179}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 560, ""WATER:MELON"": 152, ""WATER:STRAWBERRY"": 408}","{""BUY_ANIMAL"": 8, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 199, ""BUY_SEED"": 61, ""HIRE"": 319, ""SELL"": 197}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 530, ""BUY_SEED:CARROT"": 15, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 42, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 262, ""SELL:MELON"": 109, ""SELL:MILK"": 167, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 414, ""SELL:WOOL"": 117}",10.03448275862069,32,0.7931034482758621,6,1,"{""base_harvest_jobs"": 143, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 62, ""harvest_jobs_seen"": 1634, ""last_step"": 718, ""pass_after"": 1464, ""pass_before"": 1526, ""storage_jobs_seen"": 143, ""unassigned_urgent_jobs"": 7671, ""unreachable_jobs"": 11066, ""water_jobs_seen"": 27545}",v011c_priority_scheduler,random
42,0,132548.0,0.0,132548.0,win,DONE,DONE,1,719,0,0,0.712208,1.3024122,1.6495525600000058,47.531375,2.3555865829985123,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 231, ""COLLECT_FERTILIZER"": 273, ""DIG"": 25, ""DROP"": 79, ""EAST"": 904, ""FEED"": 260, ""HARVEST"": 194, ""NORTH"": 1284, ""PASS"": 1599, ""PICKUP"": 68, ""PLACE"": 12, ""PLANT"": 102, ""SOUTH"": 995, ""WATER"": 764, ""WEST"": 1139}","{""HARVEST:HIGH_VALUE"": 67, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 47, ""WATER:HIGH_VALUE"": 608, ""WATER:MELON"": 150, ""WATER:STRAWBERRY"": 458}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 202, ""BUY_SEED"": 48, ""HIRE"": 319, ""SELL"": 187}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 527, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 39, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 273, ""SELL:MELON"": 109, ""SELL:MILK"": 186, ""SELL:STRAWBERRY"": 121, ""SELL:WHEAT"": 390, ""SELL:WOOL"": 108}",8.655172413793103,23,1.896551724137931,12,1,"{""base_harvest_jobs"": 107, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 70, ""harvest_jobs_seen"": 1095, ""last_step"": 718, ""pass_after"": 1599, ""pass_before"": 1669, ""storage_jobs_seen"": 68, ""unassigned_urgent_jobs"": 7517, ""unreachable_jobs"": 11910, ""water_jobs_seen"": 28194}",v011c_priority_scheduler,random
42,1,127999.0,40.0,127959.0,win,DONE,DONE,1,719,0,0,0.699708,1.3099753,1.5421756800000006,46.311125,2.3722780419993796,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 239, ""COLLECT_FERTILIZER"": 272, ""DIG"": 22, ""DROP"": 81, ""EAST"": 907, ""FEED"": 257, ""HARVEST"": 207, ""NORTH"": 1355, ""PASS"": 1489, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 107, ""SOUTH"": 1011, ""WATER"": 731, ""WEST"": 1150}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 561, ""WATER:MELON"": 151, ""WATER:STRAWBERRY"": 410}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 203, ""BUY_SEED"": 60, ""HIRE"": 318, ""SELL"": 189}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 525, ""BUY_SEED:CARROT"": 17, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 36, ""SELL:FERTILIZER"": 272, ""SELL:MELON"": 109, ""SELL:MILK"": 203, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 391, ""SELL:WOOL"": 97}",10.379310344827585,30,1.1724137931034482,7,1,"{""base_harvest_jobs"": 257, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 90, ""harvest_jobs_seen"": 1499, ""last_step"": 718, ""pass_after"": 1489, ""pass_before"": 1579, ""storage_jobs_seen"": 119, ""unassigned_urgent_jobs"": 7720, ""unreachable_jobs"": 11979, ""water_jobs_seen"": 27951}",v011c_priority_scheduler,random
2026,0,133032.0,0.0,133032.0,win,DONE,DONE,1,719,0,0,0.700625,1.3062423000000003,1.598195680000002,29.843333,2.404360959000769,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 233, ""COLLECT_FERTILIZER"": 268, ""DIG"": 21, ""DROP"": 77, ""EAST"": 935, ""FEED"": 253, ""HARVEST"": 202, ""NORTH"": 1325, ""PASS"": 1547, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 106, ""SOUTH"": 988, ""WATER"": 757, ""WEST"": 1111}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 586, ""WATER:MELON"": 151, ""WATER:STRAWBERRY"": 435}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 194, ""BUY_SEED"": 57, ""HIRE"": 318, ""SELL"": 190}","{""BUY_ANIMAL:COW"": 6, ""BUY_ANIMAL:SHEEP"": 6, ""BUY_PRODUCT:WHEAT"": 533, ""BUY_SEED:CARROT"": 13, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 40, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 268, ""SELL:MELON"": 109, ""SELL:MILK"": 152, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 414, ""SELL:WOOL"": 134}",9.620689655172415,28,1.2413793103448276,14,1,"{""base_harvest_jobs"": 211, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 73, ""harvest_jobs_seen"": 1721, ""last_step"": 718, ""pass_after"": 1547, ""pass_before"": 1620, ""storage_jobs_seen"": 113, ""unassigned_urgent_jobs"": 7942, ""unreachable_jobs"": 11146, ""water_jobs_seen"": 28395}",v011c_priority_scheduler,random
2026,1,137281.0,0.0,137281.0,win,DONE,DONE,1,719,0,0,0.688,1.3134456,1.593932500000001,39.720791,2.33243579199916,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 232, ""COLLECT_FERTILIZER"": 267, ""DIG"": 23, ""DROP"": 80, ""EAST"": 970, ""FEED"": 255, ""HARVEST"": 198, ""NORTH"": 1341, ""PASS"": 1450, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 105, ""SOUTH"": 967, ""WATER"": 735, ""WEST"": 1188}","{""HARVEST:HIGH_VALUE"": 73, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 53, ""WATER:HIGH_VALUE"": 565, ""WATER:MELON"": 154, ""WATER:STRAWBERRY"": 411}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 200, ""BUY_SEED"": 55, ""HIRE"": 317, ""SELL"": 179}","{""BUY_ANIMAL:COW"": 10, ""BUY_ANIMAL:SHEEP"": 2, ""BUY_PRODUCT:WHEAT"": 521, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 37, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 267, ""SELL:MELON"": 109, ""SELL:MILK"": 227, ""SELL:STRAWBERRY"": 127, ""SELL:WHEAT"": 392, ""SELL:WOOL"": 61}",9.89655172413793,27,0.5862068965517241,5,1,"{""base_harvest_jobs"": 334, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 90, ""harvest_jobs_seen"": 1615, ""last_step"": 718, ""pass_after"": 1450, ""pass_before"": 1540, ""storage_jobs_seen"": 137, ""unassigned_urgent_jobs"": 7834, ""unreachable_jobs"": 11421, ""water_jobs_seen"": 27819}",v011c_priority_scheduler,random
217,0,137235.0,0.0,137235.0,win,DONE,DONE,1,719,0,0,0.707625,1.2980208000000002,1.549613180000001,31.27125,2.3738679160014726,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 235, ""COLLECT_FERTILIZER"": 271, ""DIG"": 23, ""DROP"": 88, ""EAST"": 945, ""FEED"": 254, ""HARVEST"": 212, ""NORTH"": 1383, ""PASS"": 1399, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 114, ""SOUTH"": 1023, ""WATER"": 762, ""WEST"": 1170}","{""HARVEST:HIGH_VALUE"": 74, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 54, ""WATER:HIGH_VALUE"": 570, ""WATER:MELON"": 153, ""WATER:STRAWBERRY"": 417}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 195, ""BUY_SEED"": 63, ""HIRE"": 320, ""SELL"": 185}","{""BUY_ANIMAL:COW"": 10, ""BUY_ANIMAL:SHEEP"": 2, ""BUY_PRODUCT:WHEAT"": 519, ""BUY_SEED:CARROT"": 17, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 42, ""SELL:CARROT"": 42, ""SELL:FERTILIZER"": 271, ""SELL:MELON"": 109, ""SELL:MILK"": 235, ""SELL:STRAWBERRY"": 128, ""SELL:WHEAT"": 404, ""SELL:WOOL"": 63}",10.206896551724139,30,1.1724137931034482,8,1,"{""base_harvest_jobs"": 174, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 90, ""harvest_jobs_seen"": 1512, ""last_step"": 718, ""pass_after"": 1399, ""pass_before"": 1489, ""storage_jobs_seen"": 65, ""unassigned_urgent_jobs"": 7769, ""unreachable_jobs"": 10880, ""water_jobs_seen"": 28257}",v011c_priority_scheduler,random
217,1,128240.0,0.0,128240.0,win,DONE,DONE,1,719,0,0,0.754584,1.3274211,1.5764643800000022,3.994083,2.434943166997982,0,0,[],{},"{""BUILD_PASTURE"": 12, ""CARE"": 233, ""COLLECT_FERTILIZER"": 264, ""DIG"": 23, ""DROP"": 85, ""EAST"": 974, ""FEED"": 261, ""HARVEST"": 202, ""NORTH"": 1373, ""PASS"": 1490, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 104, ""SOUTH"": 955, ""WATER"": 724, ""WEST"": 1164}","{""HARVEST:HIGH_VALUE"": 72, ""HARVEST:MELON"": 20, ""HARVEST:STRAWBERRY"": 52, ""WATER:HIGH_VALUE"": 567, ""WATER:MELON"": 150, ""WATER:STRAWBERRY"": 417}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 201, ""BUY_SEED"": 49, ""HIRE"": 319, ""SELL"": 186}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 533, ""BUY_SEED:CARROT"": 12, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 37, ""BUY_SEED:WHEAT"": 36, ""SELL:CARROT"": 33, ""SELL:FERTILIZER"": 264, ""SELL:MELON"": 109, ""SELL:MILK"": 187, ""SELL:STRAWBERRY"": 126, ""SELL:WHEAT"": 388, ""SELL:WOOL"": 119}",10.586206896551724,24,0.4827586206896552,5,1,"{""base_harvest_jobs"": 218, ""base_urgent_assignments"": 0, ""base_water_jobs"": 0, ""calls"": 719, ""extra_drop_assignments"": 0, ""extra_harvest_assignments"": 0, ""extra_water_assignments"": 83, ""harvest_jobs_seen"": 1581, ""last_step"": 718, ""pass_after"": 1490, ""pass_before"": 1573, ""storage_jobs_seen"": 122, ""unassigned_urgent_jobs"": 7857, ""unreachable_jobs"": 11736, ""water_jobs_seen"": 27971}",v011c_priority_scheduler,random
