all_done,candidate,errors,games,losses,mean_margin,mean_money,min_money,opponent,p99_ms,ties,win_rate,wins
1,v022c_control,0,12,4,16434.25,116780.08333333333,61994.0,root,0.223584,0,0.6666666666666666,8
1,v024a_route14_control,0,12,0,42841.25,146637.66666666666,127383.0,root,0.143333,0,1.0,12
1,v024b_route14_weed,0,12,0,41384.833333333336,145741.08333333334,116624.0,root,0.21875,0,1.0,12
1,v024c_route14_order_memory,0,12,0,41384.833333333336,145741.08333333334,116624.0,root,0.309708,0,1.0,12
1,v024d_route14_strict_r3,0,12,0,41384.833333333336,145741.08333333334,116624.0,root,0.357125,0,1.0,12
