seed,seat,candidate_money,opponent_money,margin,result,candidate_status,opponent_status,game_done,action_calls,agent_errors,invalid_action_shapes,runtime_p50_ms,runtime_p95_ms,runtime_p99_ms,runtime_max_ms,wall_seconds,route_fallbacks,route_switches,route_history,daily_cash,field_counts,market_counts,market_quantities,candidate,opponent
17,0,100854.0,146075.0,-45221.0,loss,DONE,DONE,1,719,0,0,0.61425,1.1093917000000002,1.2823180600000001,1.4925,3.1442168339999625,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 6196.0, ""11"": 12435.0, ""12"": 10059.0, ""13"": 13287.0, ""14"": 17187.0, ""15"": 20936.0, ""16"": 22631.0, ""17"": 25709.0, ""18"": 29928.0, ""19"": 36399.0, ""2"": 87.0, ""20"": 49663.0, ""21"": 57471.0, ""22"": 62322.0, ""23"": 66756.0, ""24"": 68611.0, ""25"": 78224.0, ""26"": 81643.0, ""27"": 87194.0, ""28"": 99148.0, ""3"": 140.0, ""4"": 100.0, ""5"": 246.0, ""6"": 1679.0, ""7"": 112.0, ""8"": 324.0, ""9"": 1666.0}","{""BUILD_PASTURE"": 12, ""CARE"": 251, ""COLLECT_FERTILIZER"": 270, ""DIG"": 21, ""DROP"": 81, ""EAST"": 905, ""FEED"": 249, ""HARVEST"": 184, ""NORTH"": 1333, ""PASS"": 1738, ""PICKUP"": 69, ""PLACE"": 12, ""PLANT"": 92, ""SOUTH"": 935, ""WATER"": 709, ""WEST"": 1169}","{""BUY_ANIMAL"": 8, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 202, ""BUY_SEED"": 41, ""HIRE"": 323, ""SELL"": 166}","{""BUY_ANIMAL:COW"": 3, ""BUY_ANIMAL:SHEEP"": 9, ""BUY_PRODUCT:WHEAT"": 528, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 41, ""BUY_SEED:WHEAT"": 32, ""SELL:FERTILIZER"": 270, ""SELL:MELON"": 117, ""SELL:MILK"": 90, ""SELL:STRAWBERRY"": 140, ""SELL:WHEAT"": 379, ""SELL:WOOL"": 199}",v010a_crop_mix,hamburger
17,1,96966.0,142625.0,-45659.0,loss,DONE,DONE,1,719,0,0,0.591125,1.1080669,1.298377380000001,1.422208,3.136983208001766,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 10018.0, ""11"": 16838.0, ""12"": 16254.0, ""13"": 14283.0, ""14"": 16049.0, ""15"": 18317.0, ""16"": 20692.0, ""17"": 22450.0, ""18"": 24729.0, ""19"": 28276.0, ""2"": 87.0, ""20"": 38329.0, ""21"": 41150.0, ""22"": 52496.0, ""23"": 59266.0, ""24"": 61661.0, ""25"": 64557.0, ""26"": 69040.0, ""27"": 79635.0, ""28"": 92939.0, ""3"": 140.0, ""4"": 99.0, ""5"": 152.0, ""6"": 1610.0, ""7"": 143.0, ""8"": 739.0, ""9"": 1195.0}","{""BUILD_PASTURE"": 12, ""CARE"": 225, ""COLLECT_FERTILIZER"": 265, ""DIG"": 23, ""DROP"": 91, ""EAST"": 998, ""FEED"": 247, ""HARVEST"": 186, ""NORTH"": 1316, ""PASS"": 1697, ""PICKUP"": 68, ""PLACE"": 12, ""PLANT"": 93, ""SOUTH"": 863, ""WATER"": 696, ""WEST"": 1172}","{""BUY_ANIMAL"": 8, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 211, ""BUY_SEED"": 47, ""HIRE"": 320, ""SELL"": 188}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 594, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 41, ""BUY_SEED:WHEAT"": 36, ""SELL:FERTILIZER"": 265, ""SELL:MELON"": 111, ""SELL:MILK"": 173, ""SELL:STRAWBERRY"": 120, ""SELL:WHEAT"": 456, ""SELL:WOOL"": 99}",v010a_crop_mix,hamburger
42,0,110748.0,159352.0,-48604.0,loss,DONE,DONE,1,719,0,0,0.598792,1.1108839000000001,1.2946969400000006,1.581709,3.1456875000003492,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 8997.0, ""11"": 12966.0, ""12"": 12922.0, ""13"": 16526.0, ""14"": 15272.0, ""15"": 20458.0, ""16"": 22452.0, ""17"": 25541.0, ""18"": 28248.0, ""19"": 34122.0, ""2"": 87.0, ""20"": 46942.0, ""21"": 51856.0, ""22"": 66682.0, ""23"": 67942.0, ""24"": 71477.0, ""25"": 79793.0, ""26"": 87485.0, ""27"": 94614.0, ""28"": 108061.0, ""3"": 140.0, ""4"": 99.0, ""5"": 152.0, ""6"": 1609.0, ""7"": 137.0, ""8"": 816.0, ""9"": 1013.0}","{""BUILD_PASTURE"": 12, ""CARE"": 232, ""COLLECT_FERTILIZER"": 262, ""DIG"": 21, ""DROP"": 85, ""EAST"": 849, ""FEED"": 245, ""HARVEST"": 195, ""NORTH"": 1347, ""PASS"": 1806, ""PICKUP"": 68, ""PLACE"": 12, ""PLANT"": 98, ""SOUTH"": 951, ""WATER"": 737, ""WEST"": 1089}","{""BUY_ANIMAL"": 8, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 198, ""BUY_SEED"": 38, ""HIRE"": 322, ""SELL"": 171}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 531, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 41, ""BUY_SEED:WHEAT"": 37, ""SELL:FERTILIZER"": 262, ""SELL:MELON"": 114, ""SELL:MILK"": 189, ""SELL:STRAWBERRY"": 141, ""SELL:WHEAT"": 407, ""SELL:WOOL"": 106}",v010a_crop_mix,hamburger
42,1,110375.0,159468.0,-49093.0,loss,DONE,DONE,1,719,0,0,0.615,1.1114256,1.3486430000000003,11.9315,3.2481411659973674,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 8997.0, ""11"": 12966.0, ""12"": 12922.0, ""13"": 16526.0, ""14"": 15360.0, ""15"": 20513.0, ""16"": 22677.0, ""17"": 25720.0, ""18"": 28209.0, ""19"": 33858.0, ""2"": 87.0, ""20"": 46935.0, ""21"": 51886.0, ""22"": 67583.0, ""23"": 68862.0, ""24"": 72323.0, ""25"": 82523.0, ""26"": 89875.0, ""27"": 95496.0, ""28"": 108318.0, ""3"": 140.0, ""4"": 99.0, ""5"": 152.0, ""6"": 1609.0, ""7"": 137.0, ""8"": 816.0, ""9"": 1013.0}","{""BUILD_PASTURE"": 12, ""CARE"": 236, ""COLLECT_FERTILIZER"": 261, ""DIG"": 24, ""DROP"": 84, ""EAST"": 916, ""FEED"": 243, ""HARVEST"": 196, ""NORTH"": 1303, ""PASS"": 1673, ""PICKUP"": 69, ""PLACE"": 12, ""PLANT"": 100, ""SOUTH"": 951, ""WATER"": 747, ""WEST"": 1160}","{""BUY_ANIMAL"": 8, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 201, ""BUY_SEED"": 41, ""HIRE"": 321, ""SELL"": 165}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 522, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 41, ""BUY_SEED:WHEAT"": 39, ""SELL:FERTILIZER"": 261, ""SELL:MELON"": 113, ""SELL:MILK"": 185, ""SELL:STRAWBERRY"": 141, ""SELL:WHEAT"": 398, ""SELL:WOOL"": 105}",v010a_crop_mix,hamburger
2026,0,86016.0,132322.0,-46306.0,loss,DONE,DONE,1,719,0,0,0.6005,1.1200369000000003,1.278387440000002,1.570625,3.1728897909997613,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 6628.0, ""11"": 9685.0, ""12"": 9420.0, ""13"": 12464.0, ""14"": 15770.0, ""15"": 17076.0, ""16"": 19617.0, ""17"": 20882.0, ""18"": 22324.0, ""19"": 29189.0, ""2"": 87.0, ""20"": 36561.0, ""21"": 40926.0, ""22"": 42010.0, ""23"": 53164.0, ""24"": 55285.0, ""25"": 62835.0, ""26"": 66641.0, ""27"": 72371.0, ""28"": 84136.0, ""3"": 140.0, ""4"": 99.0, ""5"": 152.0, ""6"": 1609.0, ""7"": 104.0, ""8"": 335.0, ""9"": 1281.0}","{""BUILD_PASTURE"": 12, ""CARE"": 215, ""COLLECT_FERTILIZER"": 276, ""DIG"": 23, ""DROP"": 84, ""EAST"": 844, ""FEED"": 260, ""HARVEST"": 174, ""NORTH"": 1348, ""PASS"": 1684, ""PICKUP"": 71, ""PLACE"": 12, ""PLANT"": 84, ""SOUTH"": 947, ""WATER"": 725, ""WEST"": 1052}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 203, ""BUY_SEED"": 39, ""HIRE"": 313, ""SELL"": 185}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 528, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 41, ""BUY_SEED:WHEAT"": 32, ""SELL:FERTILIZER"": 276, ""SELL:MELON"": 116, ""SELL:MILK"": 165, ""SELL:STRAWBERRY"": 137, ""SELL:WHEAT"": 350, ""SELL:WOOL"": 110}",v010a_crop_mix,hamburger
2026,1,83812.0,135007.0,-51195.0,loss,DONE,DONE,1,719,0,0,0.595667,1.0914253,1.3425087600000012,36.806625,3.107323208001617,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 6628.0, ""11"": 9726.0, ""12"": 9379.0, ""13"": 12396.0, ""14"": 15703.0, ""15"": 16783.0, ""16"": 19393.0, ""17"": 20556.0, ""18"": 21790.0, ""19"": 25627.0, ""2"": 87.0, ""20"": 38334.0, ""21"": 37977.0, ""22"": 38255.0, ""23"": 47306.0, ""24"": 52172.0, ""25"": 57470.0, ""26"": 64415.0, ""27"": 69643.0, ""28"": 81390.0, ""3"": 140.0, ""4"": 99.0, ""5"": 152.0, ""6"": 1609.0, ""7"": 104.0, ""8"": 335.0, ""9"": 1281.0}","{""BUILD_PASTURE"": 12, ""CARE"": 197, ""COLLECT_FERTILIZER"": 273, ""DIG"": 28, ""DROP"": 72, ""EAST"": 901, ""FEED"": 263, ""HARVEST"": 178, ""NORTH"": 1280, ""PASS"": 1599, ""PICKUP"": 71, ""PLACE"": 12, ""PLANT"": 90, ""SOUTH"": 945, ""WATER"": 764, ""WEST"": 1148}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 206, ""BUY_SEED"": 38, ""HIRE"": 314, ""SELL"": 177}","{""BUY_ANIMAL:COW"": 7, ""BUY_ANIMAL:SHEEP"": 5, ""BUY_PRODUCT:WHEAT"": 536, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 41, ""BUY_SEED:WHEAT"": 32, ""SELL:FERTILIZER"": 273, ""SELL:MELON"": 117, ""SELL:MILK"": 150, ""SELL:STRAWBERRY"": 138, ""SELL:WHEAT"": 377, ""SELL:WOOL"": 108}",v010a_crop_mix,hamburger
217,0,109043.0,159100.0,-50057.0,loss,DONE,DONE,1,719,0,0,0.612125,1.1098836000000003,1.3121488200000004,28.308209,3.2192357079984504,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 6421.0, ""11"": 12868.0, ""12"": 10793.0, ""13"": 14312.0, ""14"": 18255.0, ""15"": 22132.0, ""16"": 23959.0, ""17"": 27344.0, ""18"": 28073.0, ""19"": 33163.0, ""2"": 87.0, ""20"": 46981.0, ""21"": 60175.0, ""22"": 63000.0, ""23"": 69130.0, ""24"": 70953.0, ""25"": 78382.0, ""26"": 87309.0, ""27"": 93546.0, ""28"": 107146.0, ""3"": 140.0, ""4"": 100.0, ""5"": 246.0, ""6"": 1679.0, ""7"": 112.0, ""8"": 547.0, ""9"": 939.0}","{""BUILD_PASTURE"": 12, ""CARE"": 248, ""COLLECT_FERTILIZER"": 266, ""DIG"": 21, ""DROP"": 87, ""EAST"": 837, ""FEED"": 251, ""HARVEST"": 189, ""NORTH"": 1353, ""PASS"": 1786, ""PICKUP"": 68, ""PLACE"": 12, ""PLANT"": 96, ""SOUTH"": 973, ""WATER"": 736, ""WEST"": 1073}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 201, ""BUY_SEED"": 41, ""HIRE"": 322, ""SELL"": 172}","{""BUY_ANIMAL:COW"": 6, ""BUY_ANIMAL:SHEEP"": 6, ""BUY_PRODUCT:WHEAT"": 529, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 41, ""BUY_SEED:WHEAT"": 35, ""SELL:FERTILIZER"": 266, ""SELL:MELON"": 112, ""SELL:MILK"": 140, ""SELL:STRAWBERRY"": 136, ""SELL:WHEAT"": 395, ""SELL:WOOL"": 156}",v010a_crop_mix,hamburger
217,1,109809.0,159848.0,-50039.0,loss,DONE,DONE,1,719,0,0,0.62525,1.1131756,1.3021429400000004,47.685292,3.150932874996215,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 6421.0, ""11"": 12868.0, ""12"": 10833.0, ""13"": 14479.0, ""14"": 18338.0, ""15"": 22346.0, ""16"": 24131.0, ""17"": 26708.0, ""18"": 28305.0, ""19"": 33602.0, ""2"": 87.0, ""20"": 51532.0, ""21"": 56632.0, ""22"": 65722.0, ""23"": 69635.0, ""24"": 71524.0, ""25"": 80175.0, ""26"": 91249.0, ""27"": 94344.0, ""28"": 107583.0, ""3"": 140.0, ""4"": 100.0, ""5"": 246.0, ""6"": 1679.0, ""7"": 112.0, ""8"": 547.0, ""9"": 939.0}","{""BUILD_PASTURE"": 12, ""CARE"": 250, ""COLLECT_FERTILIZER"": 268, ""DIG"": 22, ""DROP"": 82, ""EAST"": 862, ""FEED"": 251, ""HARVEST"": 186, ""NORTH"": 1323, ""PASS"": 1686, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 97, ""SOUTH"": 975, ""WATER"": 731, ""WEST"": 1141}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 204, ""BUY_SEED"": 43, ""HIRE"": 320, ""SELL"": 175}","{""BUY_ANIMAL:COW"": 6, ""BUY_ANIMAL:SHEEP"": 6, ""BUY_PRODUCT:WHEAT"": 526, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 41, ""BUY_SEED:WHEAT"": 37, ""SELL:FERTILIZER"": 268, ""SELL:MELON"": 113, ""SELL:MILK"": 134, ""SELL:STRAWBERRY"": 138, ""SELL:WHEAT"": 388, ""SELL:WOOL"": 158}",v010a_crop_mix,hamburger
317,0,106528.0,156812.0,-50284.0,loss,DONE,DONE,1,719,0,0,0.614334,1.100317,1.2644425000000006,1.514875,3.1765535000013188,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 6421.0, ""11"": 12868.0, ""12"": 10833.0, ""13"": 14479.0, ""14"": 18338.0, ""15"": 22346.0, ""16"": 24131.0, ""17"": 26708.0, ""18"": 28268.0, ""19"": 33454.0, ""2"": 87.0, ""20"": 50176.0, ""21"": 56194.0, ""22"": 62328.0, ""23"": 67187.0, ""24"": 68992.0, ""25"": 76170.0, ""26"": 86817.0, ""27"": 91866.0, ""28"": 104975.0, ""3"": 140.0, ""4"": 100.0, ""5"": 246.0, ""6"": 1679.0, ""7"": 112.0, ""8"": 547.0, ""9"": 939.0}","{""BUILD_PASTURE"": 12, ""CARE"": 247, ""COLLECT_FERTILIZER"": 270, ""DIG"": 17, ""DROP"": 74, ""EAST"": 845, ""FEED"": 248, ""HARVEST"": 189, ""NORTH"": 1328, ""PASS"": 1785, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 97, ""SOUTH"": 969, ""WATER"": 733, ""WEST"": 1114}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 201, ""BUY_SEED"": 43, ""HIRE"": 322, ""SELL"": 175}","{""BUY_ANIMAL:COW"": 6, ""BUY_ANIMAL:SHEEP"": 6, ""BUY_PRODUCT:WHEAT"": 516, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 41, ""BUY_SEED:WHEAT"": 37, ""SELL:FERTILIZER"": 270, ""SELL:MELON"": 114, ""SELL:MILK"": 133, ""SELL:STRAWBERRY"": 139, ""SELL:WHEAT"": 392, ""SELL:WOOL"": 152}",v010a_crop_mix,hamburger
317,1,106528.0,156812.0,-50284.0,loss,DONE,DONE,1,719,0,0,0.610125,1.1071417,1.2883324400000002,1.531416,3.2228683339999407,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 6421.0, ""11"": 12868.0, ""12"": 10833.0, ""13"": 14479.0, ""14"": 18338.0, ""15"": 22346.0, ""16"": 24131.0, ""17"": 26708.0, ""18"": 28268.0, ""19"": 33454.0, ""2"": 87.0, ""20"": 50176.0, ""21"": 56194.0, ""22"": 62328.0, ""23"": 67187.0, ""24"": 68992.0, ""25"": 76170.0, ""26"": 86817.0, ""27"": 91866.0, ""28"": 104975.0, ""3"": 140.0, ""4"": 100.0, ""5"": 246.0, ""6"": 1679.0, ""7"": 112.0, ""8"": 547.0, ""9"": 939.0}","{""BUILD_PASTURE"": 12, ""CARE"": 247, ""COLLECT_FERTILIZER"": 270, ""DIG"": 18, ""DROP"": 74, ""EAST"": 845, ""FEED"": 248, ""HARVEST"": 189, ""NORTH"": 1331, ""PASS"": 1781, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 97, ""SOUTH"": 969, ""WATER"": 733, ""WEST"": 1114}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 201, ""BUY_SEED"": 43, ""HIRE"": 322, ""SELL"": 175}","{""BUY_ANIMAL:COW"": 6, ""BUY_ANIMAL:SHEEP"": 6, ""BUY_PRODUCT:WHEAT"": 516, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 41, ""BUY_SEED:WHEAT"": 37, ""SELL:FERTILIZER"": 270, ""SELL:MELON"": 114, ""SELL:MILK"": 133, ""SELL:STRAWBERRY"": 139, ""SELL:WHEAT"": 392, ""SELL:WOOL"": 152}",v010a_crop_mix,hamburger
733,0,110858.0,159730.0,-48872.0,loss,DONE,DONE,1,719,0,0,0.613583,1.1050202,1.272936380000001,1.538542,3.1402584579991526,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 6421.0, ""11"": 12868.0, ""12"": 10833.0, ""13"": 14479.0, ""14"": 18338.0, ""15"": 22346.0, ""16"": 24131.0, ""17"": 26708.0, ""18"": 27894.0, ""19"": 33090.0, ""2"": 87.0, ""20"": 51682.0, ""21"": 56848.0, ""22"": 63287.0, ""23"": 69444.0, ""24"": 71481.0, ""25"": 81220.0, ""26"": 90927.0, ""27"": 95808.0, ""28"": 109468.0, ""3"": 140.0, ""4"": 100.0, ""5"": 246.0, ""6"": 1679.0, ""7"": 112.0, ""8"": 547.0, ""9"": 939.0}","{""BUILD_PASTURE"": 12, ""CARE"": 249, ""COLLECT_FERTILIZER"": 270, ""DIG"": 18, ""DROP"": 78, ""EAST"": 862, ""FEED"": 251, ""HARVEST"": 187, ""NORTH"": 1326, ""PASS"": 1759, ""PICKUP"": 68, ""PLACE"": 12, ""PLANT"": 92, ""SOUTH"": 955, ""WATER"": 732, ""WEST"": 1116}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 202, ""BUY_SEED"": 40, ""HIRE"": 321, ""SELL"": 173}","{""BUY_ANIMAL:COW"": 6, ""BUY_ANIMAL:SHEEP"": 6, ""BUY_PRODUCT:WHEAT"": 520, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 41, ""BUY_SEED:WHEAT"": 33, ""SELL:FERTILIZER"": 270, ""SELL:MELON"": 115, ""SELL:MILK"": 138, ""SELL:STRAWBERRY"": 139, ""SELL:WHEAT"": 379, ""SELL:WOOL"": 157}",v010a_crop_mix,hamburger
733,1,109452.0,158744.0,-49292.0,loss,DONE,DONE,1,719,0,0,0.61225,1.1063881,1.27155068,1.487875,3.175564958000905,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 6421.0, ""11"": 12868.0, ""12"": 10833.0, ""13"": 14479.0, ""14"": 18338.0, ""15"": 22346.0, ""16"": 24131.0, ""17"": 26708.0, ""18"": 28287.0, ""19"": 33577.0, ""2"": 87.0, ""20"": 52901.0, ""21"": 58783.0, ""22"": 64230.0, ""23"": 68910.0, ""24"": 70736.0, ""25"": 79947.0, ""26"": 86903.0, ""27"": 94533.0, ""28"": 107939.0, ""3"": 140.0, ""4"": 100.0, ""5"": 246.0, ""6"": 1679.0, ""7"": 112.0, ""8"": 547.0, ""9"": 939.0}","{""BUILD_PASTURE"": 12, ""CARE"": 250, ""COLLECT_FERTILIZER"": 268, ""DIG"": 20, ""DROP"": 85, ""EAST"": 846, ""FEED"": 249, ""HARVEST"": 190, ""NORTH"": 1325, ""PASS"": 1757, ""PICKUP"": 67, ""PLACE"": 12, ""PLANT"": 96, ""SOUTH"": 995, ""WATER"": 738, ""WEST"": 1100}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 198, ""BUY_SEED"": 43, ""HIRE"": 322, ""SELL"": 178}","{""BUY_ANIMAL:COW"": 6, ""BUY_ANIMAL:SHEEP"": 6, ""BUY_PRODUCT:WHEAT"": 525, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 41, ""BUY_SEED:WHEAT"": 37, ""SELL:FERTILIZER"": 268, ""SELL:MELON"": 114, ""SELL:MILK"": 135, ""SELL:STRAWBERRY"": 139, ""SELL:WHEAT"": 399, ""SELL:WOOL"": 157}",v010a_crop_mix,hamburger
17,0,109406.0,135442.0,-26036.0,loss,DONE,DONE,1,719,0,0,0.623958,1.1140125,1.3275380600000004,1.52275,3.170909832995676,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 3777.0, ""11"": 9740.0, ""12"": 9530.0, ""13"": 12737.0, ""14"": 16889.0, ""15"": 20561.0, ""16"": 22346.0, ""17"": 25213.0, ""18"": 31187.0, ""19"": 35846.0, ""2"": 88.0, ""20"": 50826.0, ""21"": 57923.0, ""22"": 65877.0, ""23"": 68522.0, ""24"": 73683.0, ""25"": 75981.0, ""26"": 89489.0, ""27"": 94201.0, ""28"": 105596.0, ""3"": 142.0, ""4"": 103.0, ""5"": 151.0, ""6"": 1688.0, ""7"": 132.0, ""8"": 443.0, ""9"": 2637.0}","{""BUILD_PASTURE"": 12, ""CARE"": 253, ""COLLECT_FERTILIZER"": 271, ""DIG"": 23, ""DROP"": 86, ""EAST"": 897, ""FEED"": 260, ""HARVEST"": 191, ""NORTH"": 1375, ""PASS"": 1659, ""PICKUP"": 69, ""PLACE"": 12, ""PLANT"": 96, ""SOUTH"": 991, ""WATER"": 732, ""WEST"": 1087}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 207, ""BUY_SEED"": 38, ""HIRE"": 322, ""SELL"": 176}","{""BUY_ANIMAL:COW"": 2, ""BUY_ANIMAL:SHEEP"": 10, ""BUY_PRODUCT:WHEAT"": 542, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 41, ""BUY_SEED:WHEAT"": 35, ""SELL:FERTILIZER"": 271, ""SELL:MELON"": 115, ""SELL:MILK"": 69, ""SELL:STRAWBERRY"": 138, ""SELL:WHEAT"": 399, ""SELL:WOOL"": 235}",v010a_crop_mix,frontier
17,1,107575.0,148080.0,-40505.0,loss,DONE,DONE,1,719,0,0,0.633125,1.0935577,1.2908962400000017,1.434708,3.174404625002353,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 5215.0, ""11"": 12966.0, ""12"": 10740.0, ""13"": 13735.0, ""14"": 14913.0, ""15"": 17384.0, ""16"": 21756.0, ""17"": 23767.0, ""18"": 26528.0, ""19"": 31580.0, ""2"": 88.0, ""20"": 44550.0, ""21"": 47234.0, ""22"": 57248.0, ""23"": 62229.0, ""24"": 69274.0, ""25"": 77731.0, ""26"": 83372.0, ""27"": 89945.0, ""28"": 104947.0, ""3"": 142.0, ""4"": 101.0, ""5"": 155.0, ""6"": 1612.0, ""7"": 85.0, ""8"": 724.0, ""9"": 1003.0}","{""BUILD_PASTURE"": 12, ""CARE"": 243, ""COLLECT_FERTILIZER"": 271, ""DIG"": 18, ""DROP"": 77, ""EAST"": 921, ""FEED"": 253, ""HARVEST"": 190, ""NORTH"": 1295, ""PASS"": 1661, ""PICKUP"": 70, ""PLACE"": 12, ""PLANT"": 94, ""SOUTH"": 986, ""WATER"": 737, ""WEST"": 1116}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 200, ""BUY_SEED"": 43, ""HIRE"": 320, ""SELL"": 184}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 4, ""BUY_PRODUCT:WHEAT"": 528, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 41, ""BUY_SEED:WHEAT"": 36, ""SELL:FERTILIZER"": 271, ""SELL:MELON"": 112, ""SELL:MILK"": 180, ""SELL:STRAWBERRY"": 137, ""SELL:WHEAT"": 385, ""SELL:WOOL"": 105}",v010a_crop_mix,frontier
42,0,106535.0,150924.0,-44389.0,loss,DONE,DONE,1,719,0,0,0.60675,1.1240494,1.3198561200000005,1.674042,3.1656937500010827,0,0,[],"{""0"": 98.0, ""1"": 94.0, ""10"": 5463.0, ""11"": 12868.0, ""12"": 10615.0, ""13"": 13858.0, ""14"": 15006.0, ""15"": 17268.0, ""16"": 20958.0, ""17"": 23895.0, ""18"": 26060.0, ""19"": 30513.0, ""2"": 88.0, ""20"": 47280.0, ""21"": 53481.0, ""22"": 58922.0, ""23"": 64945.0, ""24"": 66973.0, ""25"": 77229.0, ""26"": 84998.0, ""27"": 89252.0, ""28"": 103668.0, ""3"": 142.0, ""4"": 101.0, ""5"": 155.0, ""6"": 1611.0, ""7"": 83.0, ""8"": 759.0, ""9"": 1081.0}","{""BUILD_PASTURE"": 12, ""CARE"": 234, ""COLLECT_FERTILIZER"": 267, ""DIG"": 25, ""DROP"": 78, ""EAST"": 945, ""FEED"": 255, ""HARVEST"": 192, ""NORTH"": 1288, ""PASS"": 1692, ""PICKUP"": 70, ""PLACE"": 12, ""PLANT"": 94, ""SOUTH"": 904, ""WATER"": 748, ""WEST"": 1147}","{""BUY_ANIMAL"": 7, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 211, ""BUY_SEED"": 40, ""HIRE"": 320, ""SELL"": 178}","{""BUY_ANIMAL:COW"": 9, ""BUY_ANIMAL:SHEEP"": 3, ""BUY_PRODUCT:WHEAT"": 531, ""BUY_SEED:MELON"": 20, ""BUY_SEED:STRAWBERRY"": 41, ""BUY_SEED:WHEAT"": 34, ""SELL:FERTILIZER"": 267, ""SELL:MELON"": 111, ""SELL:MILK"": 216, ""SELL:STRAWBERRY"": 135, ""SELL:WHEAT"": 387, ""SELL:WOOL"": 84}",v010a_crop_mix,frontier
