all_done,candidate,errors,games,invalid,losses,mean_margin,mean_money,min_margin,opponent,p99_ms_max,repayment_failures,ties,win_rate,wins
1,v21_1_x_v22,0,2,0,0,134439.0,175718.0,134439.0,v27_original,0.64225,0,0,1.0,2
