all_done,candidate,errors,games,losses,mean_margin,mean_money,min_money,opponent,p99_ms,ties,win_rate,wins
1,v025a_route14_v022c_market,0,2,0,187831.0,191345.0,191345.0,starter,0.237459,0,1.0,2
1,v025b_route14_v022c_open_market,0,2,0,187831.0,191345.0,191345.0,starter,0.283166,0,1.0,2
1,v025c_route14_v022c_mirror_market,0,2,0,187831.0,191345.0,191345.0,starter,0.145166,0,1.0,2
