all_done,candidate,errors,games,invalid,losses,max_action_diff_calls,max_action_diff_farmer,max_action_diff_hands,max_action_diff_market,mean_margin,mean_money,mean_shifted_melon,mean_shifted_strawberry,min_money,mirror_latched_games,mirror_releases,opponent,p99_ms_max,ties,win_rate,wins
1,v027b,0,4,0,0,0,0,0,0,17807.0,141201.0,0,0,140023.0,0,0,v024a,0.3684,0,1.0,4
1,v027b,0,4,0,0,0,0,0,0,21174.0,142780.0,0,0,141686.0,0,0,v025b,0.3651,0,1.0,4
1,v027b,0,4,0,0,0,0,0,0,7087.5,130385.0,0,0,128370.0,0,0,v13_r3,0.3422,0,1.0,4
1,v027b,0,4,0,0,0,0,0,0,11456.5,124678.5,0,0,116208.0,0,0,v21_1,0.3373,0,1.0,4
1,v027c,0,4,0,0,0,0,0,0,17807.0,141201.0,0,0,140023.0,0,0,v024a,0.3504,0,1.0,4
1,v027c,0,4,0,0,0,0,0,0,21174.0,142780.0,0,0,141686.0,0,0,v025b,0.3504,0,1.0,4
1,v027c,0,4,0,0,0,0,0,0,7087.5,130385.0,0,0,128370.0,0,0,v13_r3,0.3452,0,1.0,4
1,v027c,0,4,0,0,0,0,0,0,11456.5,124678.5,0,0,116208.0,0,0,v21_1,0.3451,0,1.0,4
