candidate,candidate_money,candidate_probe,candidate_status,diagnostics,done,margin,opponent,opponent_money,opponent_probe,opponent_status,result,seat,seed
hamburger_x_v22,175721.0,"{'calls': 719, 'errors': 0, 'invalid': 0, 'p50_ms': 0.051625, 'p95_ms': 0.084291, 'p99_ms': 0.221833, 'max_ms': 0.302833, 'ops': {'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}, 'sell_units': {'FERTILIZER': 233, 'WHEAT': 823, 'WOOL': 164, 'MILK': 237, 'MELON': 144, 'STRAWBERRY': 313}}",DONE,{},1,134445.0,v27_original,41276.0,"{'calls': 719, 'errors': 0, 'invalid': 0, 'p50_ms': 0.070584, 'p95_ms': 0.100667, 'p99_ms': 0.165917, 'max_ms': 0.576541, 'ops': {'PASS': 968, 'PICKUP': 135, 'WEST': 803, 'NORTH': 826, 'BUILD_PASTURE': 13, 'PLACE': 13, 'PLANT': 198, 'FEED': 290, 'WATER': 997, 'CARE': 284, 'SOUTH': 544, 'EAST': 628, 'COLLECT_FERTILIZER': 295, 'HARVEST': 387, 'DROP': 56, 'DIG': 55, 'FERTILIZE': 72}, 'sell_units': {'FERTILIZER': 235, 'WHEAT': 455, 'WOOL': 132, 'MILK': 241, 'MELON': 114, 'STRAWBERRY': 286}}",DONE,W,0,17
hamburger_x_v22,175721.0,"{'calls': 719, 'errors': 0, 'invalid': 0, 'p50_ms': 0.046833, 'p95_ms': 0.065333, 'p99_ms': 0.089375, 'max_ms': 0.206667, 'ops': {'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}, 'sell_units': {'FERTILIZER': 233, 'WHEAT': 823, 'WOOL': 164, 'MILK': 237, 'MELON': 144, 'STRAWBERRY': 313}}",DONE,{},1,134445.0,v27_original,41276.0,"{'calls': 719, 'errors': 0, 'invalid': 0, 'p50_ms': 0.072459, 'p95_ms': 0.110084, 'p99_ms': 0.231459, 'max_ms': 0.452084, 'ops': {'PASS': 968, 'PICKUP': 135, 'WEST': 803, 'NORTH': 826, 'BUILD_PASTURE': 13, 'PLACE': 13, 'PLANT': 198, 'FEED': 290, 'WATER': 997, 'CARE': 284, 'SOUTH': 544, 'EAST': 628, 'COLLECT_FERTILIZER': 295, 'HARVEST': 387, 'DROP': 56, 'DIG': 55, 'FERTILIZE': 72}, 'sell_units': {'FERTILIZER': 235, 'WHEAT': 455, 'WOOL': 132, 'MILK': 241, 'MELON': 114, 'STRAWBERRY': 286}}",DONE,W,1,17
