all_done,candidate,errors,games,invalid,losses,mean_margin,mean_money,min_margin,opponent,p99_ms_max,repayment_failures,ties,win_rate,wins
1,hamburger_x_v22,0,2,0,0,134445.0,175721.0,134445.0,v27_original,0.221833,0,0,1.0,2
