all_done,candidate,errors,games,losses,mean_margin,mean_money,min_money,p99_ms,ties,win_rate,wins
1,v025b_route14_v022c_open_market,0,38,27,-2377.7631578947367,121138.42105263157,85486.0,0.279541,0,0.2894736842105263,11
