actions,calls,candidate,candidate_money,candidate_status,done,errors,invalid,margin,max_ms,opponent,opponent_money,opponent_status,p50_ms,p95_ms,p99_ms,result,seat,seed,v022_weed_catchup_actions,v022_weed_repairs,v022_weed_retries
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,105649.0,DONE,1,0,0,18323.0,0.317833,frontier,87326.0,DONE,0.009167,0.053667,0.081542,win,0,217,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,105907.0,DONE,1,0,0,18497.0,0.24475,frontier,87410.0,DONE,0.009,0.049125,0.073625,win,1,217,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,129238.0,DONE,1,0,0,6997.0,0.254292,frontier,122241.0,DONE,0.008958,0.056625,0.074584,win,0,317,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,129389.0,DONE,1,0,0,7143.0,0.090667,frontier,122246.0,DONE,0.008916,0.044917,0.072667,win,1,317,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,120805.0,DONE,1,0,0,7093.0,0.332167,frontier,113712.0,DONE,0.008917,0.0465,0.080958,win,0,733,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,120766.0,DONE,1,0,0,7282.0,0.32725,frontier,113484.0,DONE,0.008959,0.04425,0.072,win,1,733,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,175667.0,DONE,1,0,0,172172.0,0.801833,starter,3495.0,DONE,0.008792,0.050542,0.076708,win,0,17,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,188626.0,DONE,1,0,0,185137.0,0.289208,starter,3489.0,DONE,0.00825,0.043792,0.074875,win,1,17,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,196430.0,DONE,1,0,0,192926.0,0.306375,starter,3504.0,DONE,0.008583,0.043375,0.071584,win,0,42,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,196324.0,DONE,1,0,0,192820.0,0.369834,starter,3504.0,DONE,0.008667,0.052916,0.086791,win,1,42,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,181062.0,DONE,1,0,0,177555.0,0.239084,starter,3507.0,DONE,0.008167,0.04325,0.0745,win,0,2026,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,183320.0,DONE,1,0,0,179813.0,0.324542,starter,3507.0,DONE,0.008292,0.041375,0.085333,win,1,2026,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,184614.0,DONE,1,0,0,181117.0,0.459417,starter,3497.0,DONE,0.008666,0.043375,0.075834,win,0,217,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,185925.0,DONE,1,0,0,182426.0,15.223084,starter,3499.0,DONE,0.008333,0.044083,0.068291,win,1,217,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,184253.0,DONE,1,0,0,180746.0,0.323667,starter,3507.0,DONE,0.008625,0.044958,0.0765,win,0,317,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,184406.0,DONE,1,0,0,180899.0,0.122167,starter,3507.0,DONE,0.008583,0.045083,0.070333,win,1,317,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,191611.0,DONE,1,0,0,188108.0,0.401458,starter,3503.0,DONE,0.0085,0.056167,0.095583,win,0,733,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,190251.0,DONE,1,0,0,186748.0,0.312834,starter,3503.0,DONE,0.008416,0.042583,0.071709,win,1,733,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,178766.0,DONE,1,0,0,178766.0,65.385708,random,0.0,DONE,0.008833,0.052416,0.080875,win,0,17,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,194099.0,DONE,1,0,0,194099.0,0.392625,random,0.0,DONE,0.008541,0.054333,0.075167,win,1,17,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,198149.0,DONE,1,0,0,198149.0,0.322583,random,0.0,DONE,0.008583,0.056334,0.074042,win,0,42,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,189275.0,DONE,1,0,0,189275.0,0.426834,random,0.0,DONE,0.008916,0.057916,0.091791,win,1,42,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,190097.0,DONE,1,0,0,190097.0,0.252291,random,0.0,DONE,0.008959,0.057917,0.107417,win,0,2026,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,198374.0,DONE,1,0,0,198374.0,0.2795,random,0.0,DONE,0.008667,0.054125,0.074208,win,1,2026,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,186756.0,DONE,1,0,0,186756.0,0.340208,random,0.0,DONE,0.009166,0.057667,0.074709,win,0,217,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,186426.0,DONE,1,0,0,186426.0,0.325167,random,0.0,DONE,0.008583,0.050625,0.079083,win,1,217,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,191344.0,DONE,1,0,0,191344.0,0.180084,random,0.0,DONE,0.008625,0.052291,0.073792,win,0,317,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,186706.0,DONE,1,0,0,186176.0,0.293209,random,530.0,DONE,0.008916,0.059875,0.084667,win,1,317,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,198377.0,DONE,1,0,0,198377.0,0.171,random,0.0,DONE,0.008708,0.057208,0.070458,win,0,733,,,
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,control,193454.0,DONE,1,0,0,193454.0,0.341625,random,0.0,DONE,0.008542,0.056875,0.157375,win,1,733,,,
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,145713.0,DONE,1,0,0,0.0,0.321375,control,145713.0,DONE,0.040708,0.088708,0.123834,tie,0,17,8,1,1
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,v022a_weed_recovery,149929.0,DONE,1,0,0,6868.0,0.245334,control,143061.0,DONE,0.038583,0.06925,0.086833,win,1,17,0,0,0
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1097, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,131335.0,DONE,1,0,0,504.0,0.337417,control,130831.0,DONE,0.040958,0.087917,0.123041,win,0,42,9,2,2
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,131180.0,DONE,1,0,0,103.0,0.694958,control,131077.0,DONE,0.039125,0.078333,0.12025,win,1,42,3,1,1
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,110271.0,DONE,1,0,0,2189.0,0.322541,control,108082.0,DONE,0.041792,0.08675,0.1735,win,0,2026,14,2,2
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1235, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 28, 'FERTILIZE': 107}",719,v022a_weed_recovery,108133.0,DONE,1,0,0,-963.0,0.244375,control,109096.0,DONE,0.0385,0.070958,0.119166,loss,1,2026,13,3,3
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1235, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,102680.0,DONE,1,0,0,-949.0,0.285083,control,103629.0,DONE,0.042125,0.087875,0.135959,loss,0,217,11,2,2
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 855, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,103503.0,DONE,1,0,0,-46.0,0.298791,control,103549.0,DONE,0.038625,0.071625,0.191417,loss,1,217,16,2,2
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,131885.0,DONE,1,0,0,20.0,0.390042,control,131865.0,DONE,0.04075,0.081625,0.112833,win,0,317,8,1,1
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 856, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,131952.0,DONE,1,0,0,228.0,0.287416,control,131724.0,DONE,0.038625,0.069542,0.116125,win,1,317,8,1,1
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,126245.0,DONE,1,0,0,51.0,0.375125,control,126194.0,DONE,0.040666,0.085125,0.190583,win,0,733,8,1,1
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,126349.0,DONE,1,0,0,4.0,0.234292,control,126345.0,DONE,0.038708,0.070125,0.114875,win,1,733,8,1,1
"{'PASS': 376, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'DIG': 26, 'HARVEST': 338, 'FERTILIZE': 107}",719,v022a_weed_recovery,139022.0,DONE,1,0,0,40002.0,0.34475,baseline,99020.0,DONE,0.043084,0.091125,0.218,win,0,17,8,1,1
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,v022a_weed_recovery,139022.0,DONE,1,0,0,40002.0,0.238667,baseline,99020.0,DONE,0.042042,0.079709,0.112958,win,1,17,0,0,0
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1097, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,169728.0,DONE,1,0,0,55547.0,59.682625,baseline,114181.0,DONE,0.043084,0.089834,0.228166,win,0,42,9,2,2
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 856, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,165391.0,DONE,1,0,0,57407.0,0.11625,baseline,107984.0,DONE,0.041875,0.077209,0.097584,win,1,42,8,1,1
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,150017.0,DONE,1,0,0,57785.0,91.45275,baseline,92232.0,DONE,0.042959,0.08675,0.132083,win,0,2026,14,2,2
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1097, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 130, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,144214.0,DONE,1,0,0,50831.0,0.168334,baseline,93383.0,DONE,0.042583,0.078792,0.097834,win,1,2026,16,2,2
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1235, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,159141.0,DONE,1,0,0,59138.0,0.380125,baseline,100003.0,DONE,0.042542,0.087125,0.202958,win,0,217,11,2,2
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 856, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,160268.0,DONE,1,0,0,55455.0,0.217667,baseline,104813.0,DONE,0.042,0.081791,0.1065,win,1,217,8,1,1
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,156903.0,DONE,1,0,0,48009.0,0.297667,baseline,108894.0,DONE,0.042792,0.092333,0.2165,win,0,317,8,1,1
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,156970.0,DONE,1,0,0,48481.0,0.106625,baseline,108489.0,DONE,0.04275,0.0745,0.0965,win,1,317,2,1,1
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,159652.0,DONE,1,0,0,53790.0,0.327167,baseline,105862.0,DONE,0.042625,0.087167,0.208959,win,0,733,8,1,1
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,167609.0,DONE,1,0,0,59776.0,0.290125,baseline,107833.0,DONE,0.042417,0.078459,0.106041,win,1,733,1,1,1
