actions,calls,candidate,candidate_money,candidate_status,done,errors,invalid,margin,max_ms,opponent,opponent_money,opponent_status,p50_ms,p95_ms,p99_ms,result,seat,seed,v022_weed_catchup_actions,v022_weed_repairs,v022_weed_retries
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,146014.0,DONE,1,0,0,570.0,0.369583,v18,145444.0,DONE,0.03975,0.08625,0.1195,win,0,17,8,1,1
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,v022a_weed_recovery,150270.0,DONE,1,0,0,7519.0,0.27525,v18,142751.0,DONE,0.039375,0.076041,0.117375,win,1,17,0,0,0
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1097, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,131568.0,DONE,1,0,0,973.0,0.297375,v18,130595.0,DONE,0.040583,0.085,0.194083,win,0,42,9,2,2
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,131371.0,DONE,1,0,0,488.0,0.197916,v18,130883.0,DONE,0.039458,0.07225,0.100875,win,1,42,3,1,1
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,110537.0,DONE,1,0,0,2103.0,0.294792,v18,108434.0,DONE,0.040084,0.078,0.112625,win,0,2026,14,2,2
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1235, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 28, 'FERTILIZE': 107}",719,v022a_weed_recovery,108796.0,DONE,1,0,0,-729.0,0.286084,v18,109525.0,DONE,0.039625,0.074917,0.104625,loss,1,2026,13,3,3
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1235, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,102741.0,DONE,1,0,0,-432.0,0.261,v18,103173.0,DONE,0.039833,0.079583,0.111125,loss,0,217,11,2,2
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 855, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,103600.0,DONE,1,0,0,472.0,0.296917,v18,103128.0,DONE,0.039542,0.073042,0.113917,win,1,217,16,2,2
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,133059.0,DONE,1,0,0,849.0,108.056209,v18,132210.0,DONE,0.040458,0.079542,0.112125,win,0,317,8,1,1
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 856, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,133128.0,DONE,1,0,0,1060.0,0.43225,v18,132068.0,DONE,0.0395,0.073084,0.103708,win,1,317,8,1,1
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,126688.0,DONE,1,0,0,184.0,0.275042,v18,126504.0,DONE,0.040041,0.082791,0.130667,win,0,733,8,1,1
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,126747.0,DONE,1,0,0,116.0,0.253167,v18,126631.0,DONE,0.04,0.071291,0.113458,win,1,733,8,1,1
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,114962.0,DONE,1,0,0,18627.0,0.306875,hamburger,96335.0,DONE,0.041458,0.083417,0.12875,win,0,17,8,1,1
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,101598.0,DONE,1,0,0,19854.0,0.342709,hamburger,81744.0,DONE,0.040917,0.08675,0.120958,win,1,17,8,1,1
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1097, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,132318.0,DONE,1,0,0,16871.0,36.4635,hamburger,115447.0,DONE,0.040541,0.084667,0.127875,win,0,42,9,2,2
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 856, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,132946.0,DONE,1,0,0,18462.0,0.510958,hamburger,114484.0,DONE,0.04075,0.08475,0.1335,win,1,42,8,1,1
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,156188.0,DONE,1,0,0,17229.0,74.799791,hamburger,138959.0,DONE,0.040875,0.093166,0.22425,win,0,2026,14,2,2
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1235, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,155010.0,DONE,1,0,0,18497.0,0.314291,hamburger,136513.0,DONE,0.041292,0.085166,0.180458,win,1,2026,8,1,1
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1235, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,127502.0,DONE,1,0,0,17104.0,0.386792,hamburger,110398.0,DONE,0.040833,0.086959,0.142958,win,0,217,11,2,2
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 855, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,128863.0,DONE,1,0,0,19073.0,36.268416,hamburger,109790.0,DONE,0.040708,0.0825,0.216333,win,1,217,16,2,2
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,166532.0,DONE,1,0,0,17282.0,76.645667,hamburger,149250.0,DONE,0.041417,0.087958,0.231542,win,0,317,8,1,1
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 130, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,166630.0,DONE,1,0,0,17380.0,0.340667,hamburger,149250.0,DONE,0.040833,0.081875,0.194833,win,1,317,8,1,1
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,154937.0,DONE,1,0,0,17110.0,1.939833,hamburger,137827.0,DONE,0.04125,0.089,0.219333,win,0,733,8,1,1
"{'PASS': 377, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,v022a_weed_recovery,155147.0,DONE,1,0,0,17320.0,0.295958,hamburger,137827.0,DONE,0.040083,0.080083,0.152625,win,1,733,0,0,0
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,140768.0,DONE,1,0,0,5721.0,0.32375,frontier,135047.0,DONE,0.040666,0.086459,0.113375,win,0,17,8,1,1
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 25, 'FERTILIZE': 107}",719,v022a_weed_recovery,148369.0,DONE,1,0,0,15573.0,0.135958,frontier,132796.0,DONE,0.039542,0.079916,0.109208,win,1,17,0,0,0
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1097, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,126288.0,DONE,1,0,0,4081.0,92.863375,frontier,122207.0,DONE,0.040458,0.085916,0.127916,win,0,42,9,2,2
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,126201.0,DONE,1,0,0,3623.0,0.289917,frontier,122578.0,DONE,0.039917,0.080792,0.120333,win,1,42,3,1,1
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,104452.0,DONE,1,0,0,9482.0,0.272792,frontier,94970.0,DONE,0.040708,0.082083,0.104959,win,0,2026,14,2,2
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1235, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 28, 'FERTILIZE': 107}",719,v022a_weed_recovery,102192.0,DONE,1,0,0,6279.0,86.241167,frontier,95913.0,DONE,0.039792,0.080625,0.110166,win,1,2026,13,3,3
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1235, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,104623.0,DONE,1,0,0,17205.0,0.244042,frontier,87418.0,DONE,0.041125,0.086458,0.13475,win,0,217,11,2,2
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 855, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,106094.0,DONE,1,0,0,18679.0,0.496708,frontier,87415.0,DONE,0.040083,0.078458,0.125083,win,1,217,16,2,2
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,129402.0,DONE,1,0,0,7157.0,0.278375,frontier,122245.0,DONE,0.041208,0.08575,0.117125,win,0,317,8,1,1
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 856, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,129482.0,DONE,1,0,0,7228.0,0.508959,frontier,122254.0,DONE,0.03975,0.078208,0.103542,win,1,317,8,1,1
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,120805.0,DONE,1,0,0,7093.0,0.282166,frontier,113712.0,DONE,0.040667,0.0835,0.108584,win,0,733,8,1,1
"{'PASS': 356, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,120905.0,DONE,1,0,0,7294.0,0.285583,frontier,113611.0,DONE,0.04,0.087041,0.208459,win,1,733,8,1,1
"{'PASS': 398, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,183415.0,DONE,1,0,0,179920.0,57.135167,starter,3495.0,DONE,0.039792,0.083542,0.146084,win,0,17,8,1,1
"{'PASS': 398, 'BUILD_PASTURE': 14, 'WEST': 1097, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,188349.0,DONE,1,0,0,184860.0,0.442167,starter,3489.0,DONE,0.039667,0.085083,0.119583,win,1,17,8,1,1
"{'PASS': 398, 'BUILD_PASTURE': 14, 'WEST': 1097, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,197140.0,DONE,1,0,0,193636.0,0.41275,starter,3504.0,DONE,0.04025,0.091333,0.180334,win,0,42,9,2,2
"{'PASS': 398, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 855, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 28, 'FERTILIZE': 107}",719,v022a_weed_recovery,197584.0,DONE,1,0,0,194080.0,0.486875,starter,3504.0,DONE,0.040416,0.087833,0.241084,win,1,42,17,3,3
"{'PASS': 398, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,180959.0,DONE,1,0,0,177452.0,0.344792,starter,3507.0,DONE,0.039791,0.07925,0.100333,win,0,2026,14,2,2
"{'PASS': 398, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 128, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 28, 'FERTILIZE': 107}",719,v022a_weed_recovery,184216.0,DONE,1,0,0,180709.0,0.462833,starter,3507.0,DONE,0.039875,0.08175,0.119833,win,1,2026,10,3,2
"{'PASS': 398, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1235, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,183003.0,DONE,1,0,0,179506.0,0.418625,starter,3497.0,DONE,0.04125,0.085791,0.119709,win,0,217,11,2,2
"{'PASS': 398, 'BUILD_PASTURE': 14, 'WEST': 1097, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,185420.0,DONE,1,0,0,181921.0,0.309708,starter,3499.0,DONE,0.03975,0.083583,0.113,win,1,217,14,2,2
"{'PASS': 398, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 850, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,184406.0,DONE,1,0,0,180899.0,0.365333,starter,3507.0,DONE,0.039917,0.078875,0.106542,win,0,317,8,1,1
"{'PASS': 398, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,184488.0,DONE,1,0,0,180981.0,56.133708,starter,3507.0,DONE,0.040292,0.079208,0.128208,win,1,317,8,1,1
"{'PASS': 398, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,191611.0,DONE,1,0,0,188108.0,0.367625,starter,3503.0,DONE,0.039542,0.082167,0.120125,win,0,733,8,1,1
"{'PASS': 398, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,191762.0,DONE,1,0,0,188259.0,0.3875,starter,3503.0,DONE,0.039666,0.082958,0.127458,win,1,733,7,1,1
"{'PASS': 398, 'BUILD_PASTURE': 14, 'WEST': 1098, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,180760.0,DONE,1,0,0,180760.0,0.339417,random,0.0,DONE,0.046375,0.098292,0.253666,win,0,17,8,1,1
"{'PASS': 398, 'BUILD_PASTURE': 14, 'WEST': 1097, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,196382.0,DONE,1,0,0,196382.0,53.176416,random,0.0,DONE,0.047292,0.117166,0.245042,win,1,17,8,1,1
"{'PASS': 398, 'BUILD_PASTURE': 14, 'WEST': 1097, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 928, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 27, 'FERTILIZE': 107}",719,v022a_weed_recovery,189698.0,DONE,1,0,0,189258.0,96.092041,random,440.0,DONE,0.046834,0.098417,0.204125,win,0,42,9,2,2
"{'PASS': 398, 'BUILD_PASTURE': 14, 'WEST': 1097, 'NORTH': 1236, 'PICKUP': 339, 'PLACE': 27, 'SOUTH': 929, 'FEED': 319, 'EAST': 857, 'CARE': 308, 'PLANT': 131, 'WATER': 851, 'COLLECT_FERTILIZER': 318, 'DROP': 80, 'HARVEST': 338, 'DIG': 26, 'FERTILIZE': 107}",719,v022a_weed_recovery,194160.0,DONE,1,0,0,194160.0,0.332167,random,0.0,DONE,0.047041,0.10625,0.239916,win,1,42,8,1,1
