all_done,current_step,direction,errors,future_step,games,item,losses,mean_changed_calls,mean_margin,mean_money,min_money,quantity,ties,wins
1,378,delay,0,384,6,MILK,3,1,-13.666666666666666,119906.66666666667,103821.0,1,2,1
1,384,delay,0,388,6,MILK,3,1,-5.333333333333333,119911.0,103837.0,1,2,1
1,388,delay,0,404,6,MILK,1,1,2.3333333333333335,119916.66666666667,103856.0,1,2,3
1,423,delay,0,425,6,MILK,3,1,-2.6666666666666665,119911.66666666667,103839.0,1,2,1
1,428,delay,0,431,6,MILK,3,1,-3.5,119911.83333333333,103839.0,1,2,1
1,431,delay,0,432,6,MILK,3,1,-12.0,119907.16666666667,103829.0,1,2,1
