actions,agent_errors,calls,candidate,candidate_money,candidate_status,diag_errors,diag_market_overlay_active,diag_market_overlay_calls,diag_market_reorders,diag_market_sell_units,diag_mirror_latches,diag_mirror_releases,diag_sell_clipped,diag_terminal_liquidations,done,margin,market,max_ms,opponent,opponent_money,opponent_status,p50_ms,p95_ms,p99_ms,result,seat,seed,source
"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",0,719,v025b_route14_v022c_open_market,89555.0,DONE,0,694,718,46,1889,2,2,27,1,1,-5393.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 334, 'SELL_FERTILIZER': 224, 'SELL_WHEAT': 806, 'SELL_WOOL': 143, 'BUY_LAND': 2, 'SELL_MILK': 215, 'SELL_MELON': 114, 'SELL_STRAWBERRY': 293}",0.443708,v022c,94948.0,DONE,0.117334,0.14275,0.266625,loss,0,317,local
"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",0,719,v025b_route14_v022c_open_market,89558.0,DONE,0,694,718,46,1889,2,2,27,1,1,-5529.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 334, 'SELL_FERTILIZER': 224, 'SELL_WHEAT': 806, 'SELL_WOOL': 143, 'BUY_LAND': 2, 'SELL_MILK': 215, 'SELL_MELON': 114, 'SELL_STRAWBERRY': 293}",0.481667,v022c,95087.0,DONE,0.112209,0.132209,0.159833,loss,1,317,local
"{'PASS': 798, 'PICKUP': 166, 'WEST': 978, 'NORTH': 902, 'BUILD_PASTURE': 14, 'PLACE': 13, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 739, 'COLLECT_FERTILIZER': 312, 'SOUTH': 637, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",0,719,v025b_route14_v022c_open_market,101753.0,DONE,0,694,718,44,1891,2,2,26,1,1,-3105.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 337, 'SELL_FERTILIZER': 212, 'SELL_WHEAT': 817, 'SELL_WOOL': 160, 'BUY_LAND': 2, 'SELL_MILK': 208, 'SELL_MELON': 114, 'SELL_STRAWBERRY': 271}",27.023167,v022c,104858.0,DONE,0.117,0.141292,0.167792,loss,0,733,local
"{'PASS': 798, 'PICKUP': 166, 'WEST': 978, 'NORTH': 902, 'BUILD_PASTURE': 14, 'PLACE': 13, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 739, 'COLLECT_FERTILIZER': 312, 'SOUTH': 637, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",0,719,v025b_route14_v022c_open_market,102175.0,DONE,0,694,718,44,1891,2,2,26,1,1,-3128.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 337, 'SELL_FERTILIZER': 212, 'SELL_WHEAT': 819, 'SELL_WOOL': 160, 'BUY_LAND': 2, 'SELL_MILK': 208, 'SELL_MELON': 114, 'SELL_STRAWBERRY': 270}",0.190291,v022c,105303.0,DONE,0.112709,0.13375,0.142958,loss,1,733,local
"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",0,719,v025c_route14_v022c_mirror_market,101669.0,DONE,0,7,718,0,7,2,2,29,1,1,-5965.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 340, 'SELL_FERTILIZER': 222, 'SELL_WHEAT': 813, 'SELL_WOOL': 153, 'BUY_LAND': 2, 'SELL_MILK': 220, 'SELL_MELON': 114, 'SELL_STRAWBERRY': 284}",25.988208,v022c,107634.0,DONE,0.081375,0.107,0.164417,loss,0,17,local
"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",0,719,v025c_route14_v022c_mirror_market,101669.0,DONE,0,7,718,0,7,2,2,29,1,1,-5965.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 340, 'SELL_FERTILIZER': 222, 'SELL_WHEAT': 813, 'SELL_WOOL': 153, 'BUY_LAND': 2, 'SELL_MILK': 220, 'SELL_MELON': 114, 'SELL_STRAWBERRY': 284}",0.261792,v022c,107634.0,DONE,0.077625,0.095084,0.11575,loss,1,17,local
"{'PASS': 809, 'PICKUP': 166, 'WEST': 975, 'NORTH': 901, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 920, 'FEED': 314, 'CARE': 322, 'EAST': 737, 'COLLECT_FERTILIZER': 314, 'SOUTH': 636, 'DROP': 104, 'HARVEST': 370, 'FERTILIZE': 80, 'DIG': 43}",0,719,v025c_route14_v022c_mirror_market,71417.0,DONE,0,7,718,0,7,2,2,59,1,1,-24033.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 317, 'SELL_FERTILIZER': 208, 'SELL_WHEAT': 804, 'SELL_WOOL': 158, 'BUY_LAND': 2, 'SELL_MILK': 151, 'SELL_MELON': 72, 'SELL_STRAWBERRY': 242}",0.262375,v022c,95450.0,DONE,0.080917,0.102458,0.151416,loss,0,42,local
"{'PASS': 809, 'PICKUP': 166, 'WEST': 975, 'NORTH': 901, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 920, 'FEED': 314, 'CARE': 322, 'EAST': 737, 'COLLECT_FERTILIZER': 314, 'SOUTH': 636, 'DROP': 104, 'HARVEST': 370, 'FERTILIZE': 80, 'DIG': 43}",0,719,v025c_route14_v022c_mirror_market,69465.0,DONE,0,7,718,0,7,2,2,59,1,1,-32903.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 317, 'SELL_FERTILIZER': 208, 'SELL_WHEAT': 804, 'SELL_WOOL': 158, 'BUY_LAND': 2, 'SELL_MILK': 151, 'SELL_MELON': 72, 'SELL_STRAWBERRY': 242}",0.296834,v022c,102368.0,DONE,0.077917,0.09325,0.107333,loss,1,42,local
"{'PASS': 807, 'PICKUP': 165, 'WEST': 972, 'NORTH': 897, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 916, 'FEED': 314, 'CARE': 322, 'EAST': 735, 'COLLECT_FERTILIZER': 313, 'SOUTH': 633, 'DROP': 103, 'HARVEST': 368, 'FERTILIZE': 80, 'DIG': 43}",0,719,v025c_route14_v022c_mirror_market,97146.0,DONE,0,7,718,0,7,2,2,58,1,1,-25292.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 318, 'SELL_FERTILIZER': 206, 'SELL_WHEAT': 800, 'SELL_WOOL': 156, 'BUY_LAND': 2, 'SELL_MILK': 153, 'SELL_MELON': 82, 'SELL_STRAWBERRY': 242}",0.261042,v022c,122438.0,DONE,0.081625,0.105667,0.217958,loss,0,2026,local
"{'PASS': 807, 'PICKUP': 165, 'WEST': 972, 'NORTH': 897, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 916, 'FEED': 314, 'CARE': 322, 'EAST': 735, 'COLLECT_FERTILIZER': 313, 'SOUTH': 633, 'DROP': 103, 'HARVEST': 368, 'FERTILIZE': 80, 'DIG': 43}",0,719,v025c_route14_v022c_mirror_market,92835.0,DONE,0,7,718,0,7,2,2,58,1,1,-25472.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 317, 'SELL_FERTILIZER': 206, 'SELL_WHEAT': 797, 'SELL_WOOL': 153, 'BUY_LAND': 2, 'SELL_MILK': 153, 'SELL_MELON': 76, 'SELL_STRAWBERRY': 242}",0.353125,v022c,118307.0,DONE,0.076833,0.091834,0.107917,loss,1,2026,local
"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",0,719,v025c_route14_v022c_mirror_market,148257.0,DONE,0,7,718,0,7,2,2,29,1,1,-1177.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 341, 'SELL_FERTILIZER': 223, 'SELL_WHEAT': 811, 'SELL_WOOL': 155, 'BUY_LAND': 2, 'SELL_MILK': 223, 'SELL_MELON': 114, 'SELL_STRAWBERRY': 284}",23.060125,v022c,149434.0,DONE,0.08,0.105208,0.135542,loss,0,217,local
"{'PASS': 812, 'PICKUP': 167, 'WEST': 978, 'NORTH': 904, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 922, 'FEED': 314, 'CARE': 322, 'EAST': 740, 'COLLECT_FERTILIZER': 314, 'SOUTH': 638, 'DROP': 106, 'HARVEST': 374, 'FERTILIZE': 80, 'DIG': 43}",0,719,v025c_route14_v022c_mirror_market,146664.0,DONE,0,7,718,0,7,2,2,29,1,1,-1257.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 341, 'SELL_FERTILIZER': 223, 'SELL_WHEAT': 811, 'SELL_WOOL': 155, 'BUY_LAND': 2, 'SELL_MILK': 223, 'SELL_MELON': 114, 'SELL_STRAWBERRY': 284}",0.260708,v022c,147921.0,DONE,0.07725,0.09275,0.136083,loss,1,217,local
"{'PASS': 809, 'PICKUP': 166, 'WEST': 975, 'NORTH': 901, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 920, 'FEED': 314, 'CARE': 322, 'EAST': 737, 'COLLECT_FERTILIZER': 314, 'SOUTH': 636, 'DROP': 104, 'HARVEST': 370, 'FERTILIZE': 80, 'DIG': 43}",0,719,v025c_route14_v022c_mirror_market,85465.0,DONE,0,7,718,0,7,2,2,59,1,1,-28753.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 317, 'SELL_FERTILIZER': 208, 'SELL_WHEAT': 804, 'SELL_WOOL': 158, 'BUY_LAND': 2, 'SELL_MILK': 151, 'SELL_MELON': 72, 'SELL_STRAWBERRY': 242}",0.239667,v022c,114218.0,DONE,0.080833,0.104208,0.134084,loss,0,317,local
"{'PASS': 809, 'PICKUP': 166, 'WEST': 975, 'NORTH': 901, 'BUILD_PASTURE': 14, 'PLACE': 14, 'PLANT': 158, 'WATER': 920, 'FEED': 314, 'CARE': 322, 'EAST': 737, 'COLLECT_FERTILIZER': 314, 'SOUTH': 636, 'DROP': 104, 'HARVEST': 370, 'FERTILIZE': 80, 'DIG': 43}",0,719,v025c_route14_v022c_mirror_market,85467.0,DONE,0,7,718,0,7,2,2,59,1,1,-28888.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 317, 'SELL_FERTILIZER': 208, 'SELL_WHEAT': 804, 'SELL_WOOL': 158, 'BUY_LAND': 2, 'SELL_MILK': 151, 'SELL_MELON': 72, 'SELL_STRAWBERRY': 242}",0.272333,v022c,114355.0,DONE,0.07675,0.0905,0.096833,loss,1,317,local
"{'PASS': 795, 'PICKUP': 165, 'WEST': 975, 'NORTH': 899, 'BUILD_PASTURE': 14, 'PLACE': 13, 'PLANT': 158, 'WATER': 920, 'FEED': 314, 'CARE': 322, 'EAST': 736, 'COLLECT_FERTILIZER': 312, 'SOUTH': 635, 'DROP': 104, 'HARVEST': 370, 'FERTILIZE': 80, 'DIG': 43}",0,719,v025c_route14_v022c_mirror_market,94347.0,DONE,0,7,718,0,7,2,2,68,1,1,-37592.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 309, 'SELL_FERTILIZER': 190, 'SELL_WHEAT': 819, 'SELL_WOOL': 162, 'BUY_LAND': 2, 'SELL_MILK': 135, 'SELL_MELON': 60, 'SELL_STRAWBERRY': 211}",0.249708,v022c,131939.0,DONE,0.080583,0.102625,0.168833,loss,0,733,local
"{'PASS': 795, 'PICKUP': 165, 'WEST': 975, 'NORTH': 899, 'BUILD_PASTURE': 14, 'PLACE': 13, 'PLANT': 158, 'WATER': 920, 'FEED': 314, 'CARE': 322, 'EAST': 736, 'COLLECT_FERTILIZER': 312, 'SOUTH': 635, 'DROP': 104, 'HARVEST': 370, 'FERTILIZE': 80, 'DIG': 43}",0,719,v025c_route14_v022c_mirror_market,94458.0,DONE,0,7,718,0,7,2,2,69,1,1,-37832.0,"{'HIRE': 277, 'BUY_ANIMAL': 8, 'BUY_SEED': 18, 'BUY_PRODUCT': 248, 'SELL': 308, 'SELL_FERTILIZER': 191, 'SELL_WHEAT': 819, 'SELL_WOOL': 162, 'BUY_LAND': 2, 'SELL_MILK': 135, 'SELL_MELON': 62, 'SELL_STRAWBERRY': 204}",0.246417,v022c,132290.0,DONE,0.07725,0.091625,0.11225,loss,1,733,local
