all_done,candidate,errors,games,losses,mean_margin,mean_money,min_money,opponent,p99_ms,ties,win_rate,wins
1,v025a_route14_v022c_market,0,12,12,-21260.75,99071.58333333333,69465.0,v022c,0.209417,0,0.0,0
1,v025b_route14_v022c_open_market,0,12,12,-4098.0,102688.16666666667,74707.0,v022c,0.449875,0,0.0,0
1,v025c_route14_v022c_mirror_market,0,12,12,-21260.75,99071.58333333333,69465.0,v022c,0.217958,0,0.0,0
