phase,candidate,opponent,games,mean_cash,min_cash,max_cash,mean_margin,wins,ties,losses,win_rate,done_rate,agent_errors,invalid_actions,max_p99_ms,max_runtime_ms,total_wall_seconds
calibration,macro_083_13_8_6_34_10_9,baseline,2,76603.5,73988.0,79219.0,-35694.5,0,0,2,0.0,1,0,0,4.257208,97.725958,13.829253083000367
calibration,macro_083_13_8_6_34_10_9,v012,2,77108.0,70873.0,83343.0,-75387.0,0,0,2,0.0,1,0,0,4.5805,52.732042,12.62755237500096
calibration,macro_084_13_8_6_34_10_9,baseline,2,83220.0,78431.0,88009.0,-33050.0,0,0,2,0.0,1,0,0,5.078792,6.309584,13.388090082997223
calibration,macro_084_13_8_6_34_10_9,v012,2,85241.0,81215.0,89267.0,-78908.5,0,0,2,0.0,1,0,0,5.043291,6.4565,12.220535125001334
calibration,macro_085_13_9_6_34_10_9,baseline,2,83220.0,78431.0,88009.0,-33050.0,0,0,2,0.0,1,0,0,5.032667,6.625125,13.649037499999395
calibration,macro_085_13_9_6_34_10_9,v012,2,85241.0,81215.0,89267.0,-78908.5,0,0,2,0.0,1,0,0,4.780834,11.516209,12.212838292005472
calibration,macro_086_13_8_6_34_10_9,baseline,2,89813.5,86811.0,92816.0,-31322.5,0,0,2,0.0,1,0,0,4.724792,6.543084,13.578085624998494
calibration,macro_086_13_8_6_34_10_9,v012,2,66740.5,66553.0,66928.0,-74565.5,0,0,2,0.0,1,0,0,5.299541,6.669334,12.336564250006631
calibration,macro_087_13_9_3_28_10_9,baseline,2,82716.5,79527.0,85906.0,-34732.0,0,0,2,0.0,1,0,0,5.666917,8.4825,13.976748041000974
calibration,macro_087_13_9_3_28_10_9,v012,2,75506.5,65342.0,85671.0,-75039.5,0,0,2,0.0,1,0,0,5.225208,122.410791,12.086441249004565
calibration,macro_088_13_8_6_34_10_10,baseline,2,87002.5,84835.0,89170.0,-33584.0,0,0,2,0.0,1,0,0,5.32825,7.590583,14.8827142500013
calibration,macro_088_13_8_6_34_10_10,v012,2,82547.0,77627.0,87467.0,-81247.5,0,0,2,0.0,1,0,0,5.559625,7.793125,13.035585791003541
calibration,macro_089_14_8_6_34_10_9,baseline,2,71467.5,68983.0,73952.0,-46751.5,0,0,2,0.0,1,0,0,5.75925,8.114791,14.572339082995313
calibration,macro_089_14_8_6_34_10_9,v012,2,62126.5,61555.0,62698.0,-93946.5,0,0,2,0.0,1,0,0,6.56,8.533208,13.444775500000105
calibration,macro_090_13_9_6_34_10_9,baseline,2,88410.0,87765.0,89055.0,-26802.5,0,0,2,0.0,1,0,0,4.768,6.094792,13.842543375001696
calibration,macro_090_13_9_6_34_10_9,v012,2,79114.5,69308.0,88921.0,-74414.5,0,0,2,0.0,1,0,0,5.4025,7.249292,13.053624207997927
calibration,macro_091_13_8_6_34_14_11,baseline,2,73463.0,71814.0,75112.0,-35053.0,0,0,2,0.0,1,0,0,5.569375,7.892625,13.957214665999345
calibration,macro_091_13_8_6_34_14_11,v012,2,80501.0,76491.0,84511.0,-80665.0,0,0,2,0.0,1,0,0,5.48175,6.743042,12.549630458001047
calibration,macro_092_13_8_3_28_10_9,baseline,2,80114.0,77314.0,82914.0,-27783.5,0,0,2,0.0,1,0,0,4.593916,6.376208,13.75183320799988
calibration,macro_092_13_8_3_28_10_9,v012,2,76391.0,60296.0,92486.0,-75347.5,0,0,2,0.0,1,0,0,5.04775,64.674458,12.332899500004714
calibration,macro_093_13_8_6_34_10_7,baseline,2,91831.0,79724.0,103938.0,-30231.0,0,0,2,0.0,1,0,0,4.418916,7.823791,14.559220582996204
calibration,macro_093_13_8_6_34_10_7,v012,2,80353.5,60681.0,100026.0,-81575.5,0,0,2,0.0,1,0,0,4.692291,76.431667,13.061592457997904
calibration,macro_094_13_10_6_34_10_9,baseline,2,79018.0,76579.0,81457.0,-33820.5,0,0,2,0.0,1,0,0,4.901083,6.326084,13.976808708001045
calibration,macro_094_13_10_6_34_10_9,v012,2,76472.0,71945.0,80999.0,-92385.0,0,0,2,0.0,1,0,0,5.266584,6.490667,13.194521375000477
calibration,macro_095_13_7_6_34_10_9,baseline,2,90607.0,85946.0,95268.0,-22361.5,0,0,2,0.0,1,0,0,3.359875,5.590417,11.177977334009483
calibration,macro_095_13_7_6_34_10_9,v012,2,89924.5,85473.0,94376.0,-78021.5,0,0,2,0.0,1,0,0,4.137959,5.952166,11.248046415996214
calibration,v012_control,baseline,2,153745.5,138456.0,169035.0,47246.0,2,0,0,1.0,1,0,0,0.19825,0.318917,8.590392500002054
calibration,v012_control,v012,2,137069.0,131077.0,143061.0,-3485.5,0,0,2,0.0,1,0,0,0.167125,0.623125,7.714293875003932
