candidate_money,candidate_status,done,margin,opponent,opponent_money,opponent_status,seat,seed
37906.0,DONE,1,-899.0,v27_current,38805.0,DONE,0,17
38805.0,DONE,1,899.0,v27_current,37906.0,DONE,1,17
