all_done,candidate,errors,games,invalid,losses,mean_margin,mean_money,min_money,p99_ms,ties,win_rate,wins
1,v023d_early_portfolio,0,22,0,22,-128506.90909090909,29555.409090909092,8950.0,0.249333,0,0.0,0
