all_done,candidate,errors,games,losses,mean_margin,mean_money,min_money,opponent,p99_ms,ties,win_rate,wins
1,v024d_route14_strict_r3,1296,2,2,-3509.0,5.0,5.0,starter,0.343792,0,0.0,0
