phase,candidate,opponent,seed,seat,candidate_money,opponent_money,margin,result,candidate_status,opponent_status,game_done,agent_errors,hand_shape_mismatches,market_overflows,action_calls,runtime_p99_ms,runtime_max_ms,wall_seconds,daily_cash,field_counts,market_counts
final,automatylicza_overlay_combined,frontier,217,1,105907.0,87410.0,18497.0,win,DONE,DONE,1,0,21,0,719,0.1331,0.2447,3.503197200014256,"{""0"": 11.0, ""1"": 140.0, ""10"": 2543.0, ""11"": 6393.0, ""12"": 12509.0, ""13"": 10126.0, ""14"": 16503.0, ""15"": 20957.0, ""16"": 22524.0, ""17"": 27722.0, ""18"": 32606.0, ""19"": 39757.0, ""2"": 217.0, ""20"": 45376.0, ""21"": 48585.0, ""22"": 58935.0, ""23"": 65968.0, ""24"": 72240.0, ""25"": 82285.0, ""26"": 84513.0, ""27"": 86700.0, ""28"": 87477.0, ""3"": 784.0, ""4"": 517.0, ""5"": 659.0, ""6"": 1604.0, ""7"": 934.0, ""8"": 172.0, ""9"": 353.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 318, ""DIG"": 25, ""DROP"": 80, ""EAST"": 857, ""FEED"": 376, ""FERTILIZE"": 107, ""HARVEST"": 338, ""NORTH"": 1236, ""PASS"": 320, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 929, ""WATER"": 851, ""WEST"": 1098}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 481}"
final,automatylicza_overlay_combined,frontier,317,0,129238.0,122241.0,6997.0,win,DONE,DONE,1,0,21,0,719,0.1679,0.2896,3.4907428000005893,"{""0"": 11.0, ""1"": 140.0, ""10"": 3478.0, ""11"": 7100.0, ""12"": 14688.0, ""13"": 13042.0, ""14"": 18141.0, ""15"": 22970.0, ""16"": 24989.0, ""17"": 29968.0, ""18"": 34856.0, ""19"": 42293.0, ""2"": 217.0, ""20"": 50824.0, ""21"": 55663.0, ""22"": 63893.0, ""23"": 73355.0, ""24"": 81300.0, ""25"": 94607.0, ""26"": 100742.0, ""27"": 105448.0, ""28"": 109717.0, ""3"": 784.0, ""4"": 517.0, ""5"": 659.0, ""6"": 1604.0, ""7"": 934.0, ""8"": 1166.0, ""9"": 1303.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 318, ""DIG"": 25, ""DROP"": 80, ""EAST"": 857, ""FEED"": 376, ""FERTILIZE"": 107, ""HARVEST"": 338, ""NORTH"": 1236, ""PASS"": 320, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 929, ""WATER"": 851, ""WEST"": 1098}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 450}"
final,automatylicza_overlay_combined,frontier,317,1,129389.0,122246.0,7143.0,win,DONE,DONE,1,0,21,0,719,0.1118,0.2335,3.4286755999783054,"{""0"": 11.0, ""1"": 140.0, ""10"": 3478.0, ""11"": 7100.0, ""12"": 14688.0, ""13"": 13042.0, ""14"": 18141.0, ""15"": 22970.0, ""16"": 24989.0, ""17"": 29968.0, ""18"": 34856.0, ""19"": 42293.0, ""2"": 217.0, ""20"": 50824.0, ""21"": 55663.0, ""22"": 63893.0, ""23"": 73355.0, ""24"": 81300.0, ""25"": 94607.0, ""26"": 100742.0, ""27"": 105448.0, ""28"": 109696.0, ""3"": 784.0, ""4"": 517.0, ""5"": 659.0, ""6"": 1604.0, ""7"": 934.0, ""8"": 1166.0, ""9"": 1303.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 318, ""DIG"": 25, ""DROP"": 80, ""EAST"": 857, ""FEED"": 376, ""FERTILIZE"": 107, ""HARVEST"": 338, ""NORTH"": 1236, ""PASS"": 320, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 929, ""WATER"": 851, ""WEST"": 1098}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 450}"
final,automatylicza_overlay_combined,frontier,733,0,120805.0,113712.0,7093.0,win,DONE,DONE,1,0,21,0,719,0.1294,0.3257,3.4605791000067256,"{""0"": 11.0, ""1"": 140.0, ""10"": 2958.0, ""11"": 6596.0, ""12"": 13659.0, ""13"": 11828.0, ""14"": 16781.0, ""15"": 21297.0, ""16"": 22988.0, ""17"": 27608.0, ""18"": 32021.0, ""19"": 38915.0, ""2"": 217.0, ""20"": 46337.0, ""21"": 50676.0, ""22"": 59405.0, ""23"": 68106.0, ""24"": 76452.0, ""25"": 88898.0, ""26"": 94293.0, ""27"": 99154.0, ""28"": 102348.0, ""3"": 784.0, ""4"": 517.0, ""5"": 659.0, ""6"": 1604.0, ""7"": 934.0, ""8"": 632.0, ""9"": 777.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 318, ""DIG"": 25, ""DROP"": 80, ""EAST"": 857, ""FEED"": 376, ""FERTILIZE"": 107, ""HARVEST"": 338, ""NORTH"": 1236, ""PASS"": 320, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 929, ""WATER"": 851, ""WEST"": 1098}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 450}"
final,automatylicza_overlay_combined,frontier,733,1,120766.0,113484.0,7282.0,win,DONE,DONE,1,0,21,0,719,0.1355,0.2193,3.718856699997559,"{""0"": 11.0, ""1"": 140.0, ""10"": 2958.0, ""11"": 6596.0, ""12"": 13659.0, ""13"": 11828.0, ""14"": 16781.0, ""15"": 21297.0, ""16"": 22988.0, ""17"": 27608.0, ""18"": 32021.0, ""19"": 38915.0, ""2"": 217.0, ""20"": 46337.0, ""21"": 50676.0, ""22"": 59405.0, ""23"": 68106.0, ""24"": 76452.0, ""25"": 88898.0, ""26"": 94293.0, ""27"": 99154.0, ""28"": 102369.0, ""3"": 784.0, ""4"": 517.0, ""5"": 659.0, ""6"": 1604.0, ""7"": 934.0, ""8"": 632.0, ""9"": 777.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 318, ""DIG"": 25, ""DROP"": 80, ""EAST"": 857, ""FEED"": 376, ""FERTILIZE"": 107, ""HARVEST"": 338, ""NORTH"": 1236, ""PASS"": 320, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 929, ""WATER"": 851, ""WEST"": 1098}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 450}"
final,crossover_day10_05_soil_v25,baseline,17,0,136880.0,98825.0,38055.0,win,DONE,DONE,1,0,22,0,719,0.1664,0.3326,3.927795499970671,"{""0"": 14.0, ""1"": 140.0, ""10"": 3111.0, ""11"": 5186.0, ""12"": 11317.0, ""13"": 9504.0, ""14"": 14972.0, ""15"": 20192.0, ""16"": 22575.0, ""17"": 28474.0, ""18"": 34461.0, ""19"": 42658.0, ""2"": 217.0, ""20"": 50614.0, ""21"": 54803.0, ""22"": 66509.0, ""23"": 75308.0, ""24"": 81590.0, ""25"": 96843.0, ""26"": 103265.0, ""27"": 108821.0, ""28"": 113471.0, ""3"": 850.0, ""4"": 582.0, ""5"": 735.0, ""6"": 1685.0, ""7"": 1027.0, ""8"": 1119.0, ""9"": 1213.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 317, ""DIG"": 25, ""DROP"": 80, ""EAST"": 855, ""FEED"": 319, ""FERTILIZE"": 107, ""HARVEST"": 337, ""NORTH"": 1231, ""PASS"": 375, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 925, ""WATER"": 848, ""WEST"": 1094}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 481}"
final,crossover_day10_05_soil_v25,baseline,17,1,137719.0,99109.0,38610.0,win,DONE,DONE,1,0,22,0,719,0.098,0.1593,4.001071600010619,"{""0"": 14.0, ""1"": 140.0, ""10"": 3111.0, ""11"": 5186.0, ""12"": 12597.0, ""13"": 10784.0, ""14"": 16252.0, ""15"": 21379.0, ""16"": 23762.0, ""17"": 29632.0, ""18"": 35619.0, ""19"": 43816.0, ""2"": 217.0, ""20"": 51774.0, ""21"": 55935.0, ""22"": 67959.0, ""23"": 76702.0, ""24"": 83027.0, ""25"": 98030.0, ""26"": 104230.0, ""27"": 109464.0, ""28"": 114053.0, ""3"": 850.0, ""4"": 582.0, ""5"": 735.0, ""6"": 1685.0, ""7"": 1027.0, ""8"": 1119.0, ""9"": 1213.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 317, ""DIG"": 25, ""DROP"": 80, ""EAST"": 855, ""FEED"": 319, ""FERTILIZE"": 107, ""HARVEST"": 337, ""NORTH"": 1231, ""PASS"": 375, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 925, ""WATER"": 848, ""WEST"": 1094}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 481}"
final,crossover_day10_05_soil_v25,baseline,42,0,167509.0,114226.0,53283.0,win,DONE,DONE,1,0,22,0,719,0.1303,0.3201,4.167563900002278,"{""0"": 14.0, ""1"": 140.0, ""10"": 2903.0, ""11"": 5117.0, ""12"": 12544.0, ""13"": 10800.0, ""14"": 17301.0, ""15"": 22771.0, ""16"": 25496.0, ""17"": 32103.0, ""18"": 38991.0, ""19"": 49116.0, ""2"": 217.0, ""20"": 58791.0, ""21"": 64106.0, ""22"": 78687.0, ""23"": 89597.0, ""24"": 99549.0, ""25"": 117184.0, ""26"": 126208.0, ""27"": 134463.0, ""28"": 141174.0, ""3"": 850.0, ""4"": 582.0, ""5"": 735.0, ""6"": 1687.0, ""7"": 1034.0, ""8"": 937.0, ""9"": 1032.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 317, ""DIG"": 25, ""DROP"": 80, ""EAST"": 855, ""FEED"": 319, ""FERTILIZE"": 107, ""HARVEST"": 337, ""NORTH"": 1231, ""PASS"": 375, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 925, ""WATER"": 848, ""WEST"": 1094}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 481}"
final,crossover_day10_05_soil_v25,baseline,42,1,163411.0,107997.0,55414.0,win,DONE,DONE,1,0,22,0,719,0.0947,0.1443,3.961207300017122,"{""0"": 14.0, ""1"": 140.0, ""10"": 2903.0, ""11"": 5117.0, ""12"": 12544.0, ""13"": 10801.0, ""14"": 17302.0, ""15"": 22760.0, ""16"": 25456.0, ""17"": 31968.0, ""18"": 38675.0, ""19"": 48428.0, ""2"": 217.0, ""20"": 57644.0, ""21"": 62631.0, ""22"": 76742.0, ""23"": 87275.0, ""24"": 96578.0, ""25"": 114683.0, ""26"": 123308.0, ""27"": 131046.0, ""28"": 137397.0, ""3"": 850.0, ""4"": 582.0, ""5"": 735.0, ""6"": 1687.0, ""7"": 1034.0, ""8"": 937.0, ""9"": 1032.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 317, ""DIG"": 25, ""DROP"": 80, ""EAST"": 855, ""FEED"": 319, ""FERTILIZE"": 107, ""HARVEST"": 337, ""NORTH"": 1231, ""PASS"": 375, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 925, ""WATER"": 848, ""WEST"": 1094}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 481}"
final,crossover_day10_05_soil_v25,baseline,2026,0,148180.0,92234.0,55946.0,win,DONE,DONE,1,0,22,0,719,0.1536,0.2384,3.9078056000289507,"{""0"": 14.0, ""1"": 140.0, ""10"": 2813.0, ""11"": 4932.0, ""12"": 12207.0, ""13"": 10263.0, ""14"": 15686.0, ""15"": 20644.0, ""16"": 22731.0, ""17"": 28167.0, ""18"": 33314.0, ""19"": 40998.0, ""2"": 217.0, ""20"": 49771.0, ""21"": 54727.0, ""22"": 65765.0, ""23"": 75848.0, ""24"": 85084.0, ""25"": 101620.0, ""26"": 109870.0, ""27"": 117232.0, ""28"": 123169.0, ""3"": 850.0, ""4"": 582.0, ""5"": 735.0, ""6"": 1685.0, ""7"": 1030.0, ""8"": 920.0, ""9"": 1009.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 317, ""DIG"": 25, ""DROP"": 80, ""EAST"": 855, ""FEED"": 319, ""FERTILIZE"": 107, ""HARVEST"": 337, ""NORTH"": 1231, ""PASS"": 375, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 925, ""WATER"": 848, ""WEST"": 1094}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 481}"
final,crossover_day10_05_soil_v25,baseline,2026,1,142483.0,93393.0,49090.0,win,DONE,DONE,1,0,22,0,719,0.0955,0.1302,4.024284599989187,"{""0"": 14.0, ""1"": 140.0, ""10"": 2813.0, ""11"": 4932.0, ""12"": 12164.0, ""13"": 10186.0, ""14"": 15174.0, ""15"": 19893.0, ""16"": 21748.0, ""17"": 26729.0, ""18"": 31344.0, ""19"": 38872.0, ""2"": 217.0, ""20"": 47639.0, ""21"": 52617.0, ""22"": 62301.0, ""23"": 72280.0, ""24"": 81726.0, ""25"": 96459.0, ""26"": 105064.0, ""27"": 112522.0, ""28"": 118766.0, ""3"": 850.0, ""4"": 582.0, ""5"": 735.0, ""6"": 1685.0, ""7"": 1030.0, ""8"": 920.0, ""9"": 1009.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 317, ""DIG"": 25, ""DROP"": 80, ""EAST"": 855, ""FEED"": 319, ""FERTILIZE"": 107, ""HARVEST"": 337, ""NORTH"": 1231, ""PASS"": 375, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 925, ""WATER"": 848, ""WEST"": 1094}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 481}"
final,crossover_day10_05_soil_v25,baseline,217,0,158017.0,100106.0,57911.0,win,DONE,DONE,1,0,22,0,719,0.1143,0.2099,3.882020100019872,"{""0"": 14.0, ""1"": 140.0, ""10"": 2948.0, ""11"": 5181.0, ""12"": 12322.0, ""13"": 10562.0, ""14"": 15660.0, ""15"": 20671.0, ""16"": 22976.0, ""17"": 29041.0, ""18"": 35299.0, ""19"": 44429.0, ""2"": 217.0, ""20"": 53545.0, ""21"": 58615.0, ""22"": 72504.0, ""23"": 82890.0, ""24"": 91897.0, ""25"": 109862.0, ""26"": 118327.0, ""27"": 126135.0, ""28"": 132315.0, ""3"": 849.0, ""4"": 581.0, ""5"": 719.0, ""6"": 1682.0, ""7"": 1023.0, ""8"": 943.0, ""9"": 1050.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 317, ""DIG"": 25, ""DROP"": 80, ""EAST"": 855, ""FEED"": 319, ""FERTILIZE"": 107, ""HARVEST"": 337, ""NORTH"": 1231, ""PASS"": 375, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 925, ""WATER"": 848, ""WEST"": 1094}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 481}"
final,crossover_day10_05_soil_v25,baseline,217,1,158221.0,104828.0,53393.0,win,DONE,DONE,1,0,22,0,719,0.0914,0.1464,3.953982300008647,"{""0"": 14.0, ""1"": 140.0, ""10"": 2948.0, ""11"": 5181.0, ""12"": 12322.0, ""13"": 10562.0, ""14"": 15660.0, ""15"": 20668.0, ""16"": 22974.0, ""17"": 29090.0, ""18"": 35399.0, ""19"": 44704.0, ""2"": 217.0, ""20"": 53878.0, ""21"": 58992.0, ""22"": 73121.0, ""23"": 83496.0, ""24"": 92610.0, ""25"": 110358.0, ""26"": 118873.0, ""27"": 126411.0, ""28"": 132683.0, ""3"": 849.0, ""4"": 581.0, ""5"": 719.0, ""6"": 1682.0, ""7"": 1023.0, ""8"": 943.0, ""9"": 1050.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 317, ""DIG"": 25, ""DROP"": 80, ""EAST"": 855, ""FEED"": 319, ""FERTILIZE"": 107, ""HARVEST"": 337, ""NORTH"": 1231, ""PASS"": 375, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 925, ""WATER"": 848, ""WEST"": 1094}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 481}"
final,crossover_day10_05_soil_v25,baseline,317,0,154899.0,108936.0,45963.0,win,DONE,DONE,1,0,22,0,719,0.1241,0.4268,3.922209299984388,"{""0"": 14.0, ""1"": 140.0, ""10"": 3196.0, ""11"": 5638.0, ""12"": 13110.0, ""13"": 11438.0, ""14"": 18473.0, ""15"": 24069.0, ""16"": 26918.0, ""17"": 33349.0, ""18"": 39981.0, ""19"": 49315.0, ""2"": 217.0, ""20"": 57916.0, ""21"": 62498.0, ""22"": 75928.0, ""23"": 85412.0, ""24"": 92862.0, ""25"": 109595.0, ""26"": 117293.0, ""27"": 123979.0, ""28"": 129835.0, ""3"": 849.0, ""4"": 581.0, ""5"": 719.0, ""6"": 1760.0, ""7"": 1101.0, ""8"": 945.0, ""9"": 1188.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 317, ""DIG"": 25, ""DROP"": 80, ""EAST"": 855, ""FEED"": 319, ""FERTILIZE"": 107, ""HARVEST"": 337, ""NORTH"": 1231, ""PASS"": 375, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 925, ""WATER"": 848, ""WEST"": 1094}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 481}"
final,crossover_day10_05_soil_v25,baseline,317,1,154969.0,108526.0,46443.0,win,DONE,DONE,1,0,22,0,719,0.093,0.1362,3.940091600001324,"{""0"": 14.0, ""1"": 140.0, ""10"": 3196.0, ""11"": 5638.0, ""12"": 13110.0, ""13"": 11438.0, ""14"": 18473.0, ""15"": 24069.0, ""16"": 26918.0, ""17"": 33349.0, ""18"": 39981.0, ""19"": 49315.0, ""2"": 217.0, ""20"": 57916.0, ""21"": 62498.0, ""22"": 75928.0, ""23"": 85412.0, ""24"": 92862.0, ""25"": 109543.0, ""26"": 117241.0, ""27"": 123931.0, ""28"": 129788.0, ""3"": 849.0, ""4"": 581.0, ""5"": 719.0, ""6"": 1760.0, ""7"": 1101.0, ""8"": 945.0, ""9"": 1188.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 317, ""DIG"": 25, ""DROP"": 80, ""EAST"": 855, ""FEED"": 319, ""FERTILIZE"": 107, ""HARVEST"": 337, ""NORTH"": 1231, ""PASS"": 375, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 925, ""WATER"": 848, ""WEST"": 1094}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 481}"
final,crossover_day10_05_soil_v25,baseline,733,0,157761.0,105881.0,51880.0,win,DONE,DONE,1,0,22,0,719,0.1174,0.2717,3.882236899982672,"{""0"": 14.0, ""1"": 140.0, ""10"": 2988.0, ""11"": 5396.0, ""12"": 12638.0, ""13"": 10832.0, ""14"": 17596.0, ""15"": 22918.0, ""16"": 25412.0, ""17"": 31668.0, ""18"": 37926.0, ""19"": 47136.0, ""2"": 217.0, ""20"": 55499.0, ""21"": 60302.0, ""22"": 74005.0, ""23"": 84042.0, ""24"": 92927.0, ""25"": 110379.0, ""26"": 118612.0, ""27"": 125989.0, ""28"": 132205.0, ""3"": 850.0, ""4"": 582.0, ""5"": 735.0, ""6"": 1687.0, ""7"": 1034.0, ""8"": 937.0, ""9"": 1099.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 317, ""DIG"": 25, ""DROP"": 80, ""EAST"": 855, ""FEED"": 319, ""FERTILIZE"": 107, ""HARVEST"": 337, ""NORTH"": 1231, ""PASS"": 375, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 925, ""WATER"": 848, ""WEST"": 1094}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 481}"
final,crossover_day10_05_soil_v25,baseline,733,1,165205.0,107865.0,57340.0,win,DONE,DONE,1,0,22,0,719,0.091,0.1622,3.9859817000105977,"{""0"": 14.0, ""1"": 140.0, ""10"": 2988.0, ""11"": 5396.0, ""12"": 12638.0, ""13"": 10832.0, ""14"": 17596.0, ""15"": 22938.0, ""16"": 25498.0, ""17"": 31917.0, ""18"": 38488.0, ""19"": 48191.0, ""2"": 217.0, ""20"": 57316.0, ""21"": 62419.0, ""22"": 76814.0, ""23"": 87534.0, ""24"": 97511.0, ""25"": 114903.0, ""26"": 123816.0, ""27"": 132032.0, ""28"": 138705.0, ""3"": 850.0, ""4"": 582.0, ""5"": 735.0, ""6"": 1687.0, ""7"": 1034.0, ""8"": 937.0, ""9"": 1099.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 317, ""DIG"": 25, ""DROP"": 80, ""EAST"": 855, ""FEED"": 319, ""FERTILIZE"": 107, ""HARVEST"": 337, ""NORTH"": 1231, ""PASS"": 375, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 925, ""WATER"": 848, ""WEST"": 1094}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 481}"
final,crossover_day10_05_soil_v25,v012,17,0,141428.0,150047.0,-8619.0,loss,DONE,DONE,1,0,43,0,719,0.0922,0.3576,3.396355900040362,"{""0"": 10.0, ""1"": 141.0, ""10"": 2951.0, ""11"": 5154.0, ""12"": 12744.0, ""13"": 10953.0, ""14"": 16346.0, ""15"": 20960.0, ""16"": 23353.0, ""17"": 28730.0, ""18"": 35248.0, ""19"": 44464.0, ""2"": 217.0, ""20"": 53482.0, ""21"": 58801.0, ""22"": 71114.0, ""23"": 81018.0, ""24"": 88260.0, ""25"": 102965.0, ""26"": 109409.0, ""27"": 114985.0, ""28"": 119977.0, ""3"": 786.0, ""4"": 519.0, ""5"": 654.0, ""6"": 1502.0, ""7"": 816.0, ""8"": 862.0, ""9"": 909.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 317, ""DIG"": 25, ""DROP"": 80, ""EAST"": 855, ""FEED"": 319, ""FERTILIZE"": 107, ""HARVEST"": 337, ""NORTH"": 1231, ""PASS"": 375, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 925, ""WATER"": 848, ""WEST"": 1094}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 481}"
final,crossover_day10_05_soil_v25,v012,17,1,148412.0,143235.0,5177.0,win,DONE,DONE,1,0,43,0,719,0.0855,0.233,3.637155399948824,"{""0"": 10.0, ""1"": 141.0, ""10"": 3234.0, ""11"": 6810.0, ""12"": 14427.0, ""13"": 12636.0, ""14"": 18094.0, ""15"": 23242.0, ""16"": 25690.0, ""17"": 31939.0, ""18"": 38457.0, ""19"": 47673.0, ""2"": 217.0, ""20"": 56691.0, ""21"": 61610.0, ""22"": 74947.0, ""23"": 84927.0, ""24"": 92202.0, ""25"": 107899.0, ""26"": 114559.0, ""27"": 120125.0, ""28"": 124917.0, ""3"": 786.0, ""4"": 519.0, ""5"": 654.0, ""6"": 1594.0, ""7"": 929.0, ""8"": 975.0, ""9"": 1109.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 317, ""DIG"": 25, ""DROP"": 80, ""EAST"": 855, ""FEED"": 319, ""FERTILIZE"": 107, ""HARVEST"": 337, ""NORTH"": 1231, ""PASS"": 375, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 925, ""WATER"": 848, ""WEST"": 1094}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 481}"
final,crossover_day10_05_soil_v25,v012,42,0,130748.0,131337.0,-589.0,loss,DONE,DONE,1,0,43,0,719,0.1063,0.4707,3.4381708999862894,"{""0"": 10.0, ""1"": 141.0, ""10"": 2953.0, ""11"": 6654.0, ""12"": 13833.0, ""13"": 11906.0, ""14"": 18571.0, ""15"": 23607.0, ""16"": 25687.0, ""17"": 31335.0, ""18"": 36786.0, ""19"": 44747.0, ""2"": 217.0, ""20"": 51342.0, ""21"": 55177.0, ""22"": 66846.0, ""23"": 75185.0, ""24"": 83021.0, ""25"": 96172.0, ""26"": 101359.0, ""27"": 106337.0, ""28"": 109339.0, ""3"": 786.0, ""4"": 519.0, ""5"": 654.0, ""6"": 1595.0, ""7"": 922.0, ""8"": 622.0, ""9"": 798.0}","{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 317, ""DIG"": 25, ""DROP"": 80, ""EAST"": 855, ""FEED"": 319, ""FERTILIZE"": 107, ""HARVEST"": 337, ""NORTH"": 1231, ""PASS"": 375, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 925, ""WATER"": 848, ""WEST"": 1094}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 481}"
