all_done,current_step,direction,errors,future_step,games,item,losses,mean_changed_calls,mean_margin,mean_money,min_money,quantity,ties,wins
1,213,delay,0,215,6,MILK,3,1,-9.666666666666666,119908.16666666667,103828.0,1,2,1
1,215,delay,0,260,6,MILK,1,1,10.166666666666666,119924.5,103876.0,1,2,3
1,283,delay,0,288,6,MILK,3,1,-7.666666666666667,119909.83333333333,103831.0,1,2,1
1,288,delay,0,308,6,MILK,1,1,3.5,119918.0,103861.0,1,2,3
1,310,delay,0,336,6,MILK,3,1,-3.8333333333333335,119915.16666666667,103851.0,1,2,1
1,336,delay,0,375,6,MILK,0,1,11.0,119925.16666666667,103879.0,1,2,4
