all_done,candidate,errors,games,invalid,losses,max_action_diff_calls,max_action_diff_farmer,max_action_diff_hands,max_action_diff_market,mean_changed_calls,mean_decision_points,mean_evaluations,mean_margin,mean_money,mean_predicted_delta,min_money,opponent,p99_ms_max,ties,win_rate,wins
1,v030a,0,2,0,0,12,0,0,12,12,0,0,203190.0,206704.0,0.0,206704.0,starter,0.5606,0,1.0,2
1,v030b,0,2,0,0,14,0,0,14,14,0,0,203005.0,206519.0,0.0,206519.0,starter,0.5727,0,1.0,2
