seed,seat,candidate_money,opponent_money,margin,result,candidate_status,opponent_status,game_done,wall_seconds,final_shed_MELON,final_shed_STRAWBERRY,final_shed_MILK,final_shed_WOOL,action_calls,agent_errors,invalid_action_shapes,runtime_p50_ms,runtime_p95_ms,runtime_p99_ms,runtime_max_ms,field_counts,market_counts,market_quantities,replay,variant,source,price_shocks,price_shocks_MILK,delayed_units,delayed_MILK,changed_market_actions,recoveries,recoveries_MILK,released_units,released_MILK,price_shocks_STRAWBERRY,delayed_STRAWBERRY,recoveries_STRAWBERRY,released_STRAWBERRY,terminal_flush_units,terminal_flush_MELON,terminal_flush_STRAWBERRY,terminal_flush_MILK,terminal_flush_WOOL,pending_MELON,pending_STRAWBERRY,pending_MILK,pending_WOOL,last_step,field_changed,nonpremium_changed,wave_guard_skips,wave_base_WOOL,wave_chosen_WOOL,wave_reduced_WOOL,wave_market_actions,wave_changed_market_actions,wave_base_STRAWBERRY,wave_chosen_STRAWBERRY,wave_reduced_STRAWBERRY,wave_base_MILK,wave_chosen_MILK,wave_reduced_MILK,wave_base_MELON,wave_chosen_MELON,wave_reduced_MELON,wave_variant,wave_last_step,wave_plan_day,wave_ratios,wave_history,overlay_price_shocks,overlay_price_shocks_MILK,overlay_delayed_units,overlay_delayed_MILK,overlay_changed_market_actions,overlay_recoveries,overlay_recoveries_MILK,overlay_released_units,overlay_released_MILK,overlay_price_shocks_STRAWBERRY,overlay_delayed_STRAWBERRY,overlay_recoveries_STRAWBERRY,overlay_released_STRAWBERRY,overlay_terminal_flush_units,overlay_terminal_flush_MELON,overlay_terminal_flush_STRAWBERRY,overlay_terminal_flush_MILK,overlay_terminal_flush_WOOL,overlay_pending_MELON,overlay_pending_STRAWBERRY,overlay_pending_MILK,overlay_pending_WOOL,overlay_last_step,wave_replans,price_shocks_WOOL,recoveries_WOOL,delayed_WOOL,released_WOOL,overlay_price_shocks_WOOL,overlay_recoveries_WOOL,overlay_delayed_WOOL,overlay_released_WOOL
463865208,0,129047.0,133283.0,-4236.0,loss,DONE,DONE,1,2.834299333000672,0,0,0,0,719,0,0,0.008667,0.0520452,0.07373444000000019,0.280584,"{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 318, ""DIG"": 25, ""DROP"": 80, ""EAST"": 857, ""FEED"": 319, ""FERTILIZE"": 107, ""HARVEST"": 338, ""NORTH"": 1236, ""PASS"": 377, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 929, ""WATER"": 851, ""WEST"": 1098}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 481}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 6, ""BUY_PRODUCT:WHEAT"": 967, ""BUY_SEED:MELON"": 21, ""BUY_SEED:STRAWBERRY"": 44, ""BUY_SEED:WHEAT"": 66, ""SELL:CARROT"": 13, ""SELL:EGG"": 8, ""SELL:FERTILIZER"": 445, ""SELL:MELON"": 224, ""SELL:MILK"": 682, ""SELL:STRAWBERRY"": 636, ""SELL:TOMATO"": 4, ""SELL:WHEAT"": 1108, ""SELL:WOOL"": 373}",89928050,control_v012,/Users/guoziming/Desktop/比赛/Kaggriculture/baseline/history/v012_top5_replaced_v18/log/89928050.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463865208,0,129252.0,132952.0,-3700.0,loss,DONE,DONE,1,2.8808805830049096,0,0,0,0,719,0,0,0.021334,0.0629997,0.08646488000000008,0.217291,"{""BUILD_PASTURE"": 14, ""CARE"": 308, ""COLLECT_FERTILIZER"": 318, ""DIG"": 25, ""DROP"": 80, ""EAST"": 857, ""FEED"": 319, ""FERTILIZE"": 107, ""HARVEST"": 338, ""NORTH"": 1236, ""PASS"": 377, ""PICKUP"": 339, ""PLACE"": 27, ""PLANT"": 131, ""SOUTH"": 929, ""WATER"": 851, ""WEST"": 1098}","{""BUY_ANIMAL"": 14, ""BUY_LAND"": 2, ""BUY_PRODUCT"": 279, ""BUY_SEED"": 54, ""HIRE"": 306, ""SELL"": 484}","{""BUY_ANIMAL:COW"": 8, ""BUY_ANIMAL:SHEEP"": 6, ""BUY_PRODUCT:WHEAT"": 967, ""BUY_SEED:MELON"": 21, ""BUY_SEED:STRAWBERRY"": 44, ""BUY_SEED:WHEAT"": 66, ""SELL:CARROT"": 13, ""SELL:EGG"": 8, ""SELL:FERTILIZER"": 445, ""SELL:MELON"": 236, ""SELL:MILK"": 691, ""SELL:STRAWBERRY"": 635, ""SELL:TOMATO"": 4, ""SELL:WHEAT"": 1108, ""SELL:WOOL"": 394}",89928050,control_v015a,/Users/guoziming/Desktop/比赛/Kaggriculture/baseline/history/v012_top5_replaced_v18/log/89928050.json,22,8,10,5,20,13,6,9,5,14,5,7,4,55,12,13,9,21,0,0,0,0,718,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
