all_done,candidate,errors,games,invalid,losses,mean_margin,mean_money,min_margin,opponent,p99_ms_max,repayment_failures,ties,win_rate,wins
1,v27_x_v22,0,2,0,0,203124.0,206638.0,203124.0,starter,0.296875,0,0,1.0,2
