actions,calls,candidate,candidate_money,candidate_status,done,errors,invalid,margin,max_ms,opponent,opponent_money,opponent_status,p50_ms,p95_ms,p99_ms,result,seat,seed
"{'BUILD_PASTURE': 14, 'NORTH': 1014, 'WEST': 882, 'PICKUP': 259, 'PLACE': 14, 'PLANT': 134, 'WATER': 932, 'EAST': 659, 'SOUTH': 784, 'FEED': 322, 'CARE': 317, 'PASS': 443, 'COLLECT_FERTILIZER': 322, 'DROP': 100, 'HARVEST': 341, 'DIG': 29, 'FERTILIZE': 100}",719,v022d_medoid_recovery_tactical,106478.0,DONE,1,0,0,4602.0,0.484625,control,101876.0,DONE,0.100875,0.139417,0.257542,win,0,17
"{'BUILD_PASTURE': 14, 'NORTH': 1014, 'WEST': 882, 'PICKUP': 259, 'PLACE': 14, 'PLANT': 134, 'WATER': 933, 'EAST': 659, 'SOUTH': 784, 'FEED': 322, 'CARE': 317, 'PASS': 443, 'COLLECT_FERTILIZER': 322, 'DROP': 100, 'HARVEST': 341, 'DIG': 28, 'FERTILIZE': 100}",719,v022d_medoid_recovery_tactical,107530.0,DONE,1,0,0,6442.0,0.387583,control,101088.0,DONE,0.102541,0.13325,0.194334,win,1,17
"{'BUILD_PASTURE': 14, 'NORTH': 1013, 'WEST': 878, 'PICKUP': 259, 'PLACE': 14, 'PLANT': 134, 'WATER': 928, 'EAST': 658, 'SOUTH': 783, 'FEED': 322, 'CARE': 317, 'PASS': 438, 'COLLECT_FERTILIZER': 322, 'DIG': 30, 'DROP': 100, 'HARVEST': 341, 'FERTILIZE': 100}",719,v022d_medoid_recovery_tactical,148332.0,DONE,1,0,0,43841.0,0.310917,baseline,104491.0,DONE,0.103583,0.139083,0.266375,win,0,17
"{'BUILD_PASTURE': 14, 'NORTH': 1013, 'WEST': 878, 'PICKUP': 259, 'PLACE': 14, 'PLANT': 134, 'WATER': 929, 'EAST': 659, 'SOUTH': 783, 'FEED': 322, 'CARE': 317, 'PASS': 438, 'COLLECT_FERTILIZER': 322, 'DROP': 100, 'HARVEST': 341, 'DIG': 28, 'FERTILIZE': 100}",719,v022d_medoid_recovery_tactical,148548.0,DONE,1,0,0,44057.0,0.254458,baseline,104491.0,DONE,0.102875,0.126791,0.156292,win,1,17
"{'BUILD_PASTURE': 14, 'NORTH': 1014, 'WEST': 882, 'PICKUP': 259, 'PLACE': 14, 'PLANT': 134, 'WATER': 932, 'EAST': 659, 'SOUTH': 784, 'FEED': 322, 'CARE': 317, 'PASS': 443, 'COLLECT_FERTILIZER': 322, 'DROP': 100, 'HARVEST': 341, 'DIG': 29, 'FERTILIZE': 100}",719,v022d_medoid_recovery_tactical,106473.0,DONE,1,0,0,5082.0,0.2745,v18,101391.0,DONE,0.10075,0.131042,0.179125,win,0,17
"{'BUILD_PASTURE': 14, 'NORTH': 1014, 'WEST': 882, 'PICKUP': 259, 'PLACE': 14, 'PLANT': 134, 'WATER': 933, 'EAST': 659, 'SOUTH': 784, 'FEED': 322, 'CARE': 317, 'PASS': 443, 'COLLECT_FERTILIZER': 322, 'DROP': 100, 'HARVEST': 341, 'DIG': 28, 'FERTILIZE': 100}",719,v022d_medoid_recovery_tactical,107524.0,DONE,1,0,0,6916.0,0.417292,v18,100608.0,DONE,0.103083,0.140292,0.24325,win,1,17
"{'BUILD_PASTURE': 14, 'NORTH': 1014, 'WEST': 882, 'PICKUP': 259, 'PLACE': 14, 'PLANT': 134, 'WATER': 932, 'EAST': 659, 'SOUTH': 784, 'FEED': 322, 'CARE': 317, 'PASS': 443, 'COLLECT_FERTILIZER': 322, 'DROP': 100, 'HARVEST': 341, 'DIG': 29, 'FERTILIZE': 100}",719,v022d_medoid_recovery_tactical,131393.0,DONE,1,0,0,8832.0,67.985792,hamburger,122561.0,DONE,0.100375,0.134583,0.235084,win,0,17
"{'BUILD_PASTURE': 14, 'NORTH': 1014, 'WEST': 882, 'PICKUP': 259, 'PLACE': 14, 'PLANT': 134, 'WATER': 933, 'EAST': 659, 'SOUTH': 784, 'FEED': 322, 'CARE': 317, 'PASS': 443, 'COLLECT_FERTILIZER': 322, 'DROP': 100, 'HARVEST': 341, 'DIG': 28, 'FERTILIZE': 100}",719,v022d_medoid_recovery_tactical,132614.0,DONE,1,0,0,16701.0,0.329041,hamburger,115913.0,DONE,0.100709,0.134584,0.232875,win,1,17
"{'BUILD_PASTURE': 14, 'NORTH': 1014, 'WEST': 882, 'PICKUP': 259, 'PLACE': 14, 'PLANT': 134, 'WATER': 932, 'EAST': 659, 'SOUTH': 784, 'FEED': 322, 'CARE': 317, 'PASS': 443, 'COLLECT_FERTILIZER': 322, 'DROP': 100, 'HARVEST': 341, 'DIG': 29, 'FERTILIZE': 100}",719,v022d_medoid_recovery_tactical,129338.0,DONE,1,0,0,8338.0,0.63525,frontier,121000.0,DONE,0.1015,0.14,0.251542,win,0,17
"{'BUILD_PASTURE': 14, 'NORTH': 1014, 'WEST': 882, 'PICKUP': 259, 'PLACE': 14, 'PLANT': 134, 'WATER': 933, 'EAST': 659, 'SOUTH': 784, 'FEED': 322, 'CARE': 317, 'PASS': 443, 'COLLECT_FERTILIZER': 322, 'DROP': 100, 'HARVEST': 341, 'DIG': 28, 'FERTILIZE': 100}",719,v022d_medoid_recovery_tactical,131332.0,DONE,1,0,0,18409.0,0.306084,frontier,112923.0,DONE,0.10175,0.132958,0.177,win,1,17
"{'BUILD_PASTURE': 14, 'NORTH': 1014, 'WEST': 882, 'PICKUP': 259, 'PLACE': 14, 'PLANT': 134, 'WATER': 932, 'EAST': 659, 'SOUTH': 784, 'FEED': 322, 'CARE': 317, 'PASS': 443, 'COLLECT_FERTILIZER': 322, 'DROP': 100, 'HARVEST': 341, 'DIG': 29, 'FERTILIZE': 100}",719,v022d_medoid_recovery_tactical,186762.0,DONE,1,0,0,183266.0,0.490792,starter,3496.0,DONE,0.092083,0.135667,0.166958,win,0,17
"{'BUILD_PASTURE': 14, 'NORTH': 1014, 'WEST': 882, 'PICKUP': 259, 'PLACE': 14, 'PLANT': 134, 'WATER': 933, 'EAST': 659, 'SOUTH': 784, 'FEED': 322, 'CARE': 317, 'PASS': 443, 'COLLECT_FERTILIZER': 322, 'DROP': 100, 'HARVEST': 341, 'DIG': 28, 'FERTILIZE': 100}",719,v022d_medoid_recovery_tactical,188196.0,DONE,1,0,0,184707.0,17.750916,starter,3489.0,DONE,0.091542,0.138292,0.31975,win,1,17
"{'BUILD_PASTURE': 14, 'NORTH': 1014, 'WEST': 882, 'PICKUP': 259, 'PLACE': 14, 'PLANT': 134, 'WATER': 932, 'EAST': 659, 'SOUTH': 784, 'FEED': 322, 'CARE': 317, 'PASS': 443, 'COLLECT_FERTILIZER': 322, 'DROP': 100, 'HARVEST': 341, 'DIG': 29, 'FERTILIZE': 100}",719,v022d_medoid_recovery_tactical,184748.0,DONE,1,0,0,184748.0,39.265834,random,0.0,DONE,0.101375,0.175417,0.314125,win,0,17
"{'BUILD_PASTURE': 14, 'NORTH': 1014, 'WEST': 882, 'PICKUP': 259, 'PLACE': 14, 'PLANT': 134, 'WATER': 932, 'EAST': 659, 'SOUTH': 784, 'FEED': 322, 'CARE': 317, 'PASS': 443, 'COLLECT_FERTILIZER': 322, 'DROP': 100, 'HARVEST': 341, 'DIG': 29, 'FERTILIZE': 100}",719,v022d_medoid_recovery_tactical,176770.0,DONE,1,0,0,176770.0,44.502333,random,0.0,DONE,0.10275,0.175958,0.330084,win,1,17
