all_done,candidate,errors,games,invalid,losses,mean_margin,mean_money,min_money,p99_ms,ties,win_rate,wins
1,v023d_early_portfolio,0,22,0,8,7543.363636363636,132070.63636363635,98589.0,0.242166,0,0.6363636363636364,14
