all_done,candidate,errors,games,invalid,losses,max_action_diff_calls,max_action_diff_farmer,max_action_diff_hands,max_action_diff_market,mean_changed_calls,mean_decision_points,mean_evaluations,mean_margin,mean_money,mean_predicted_delta,min_money,opponent,p99_ms_max,ties,win_rate,wins
1,v22,0,2,0,0,0,0,0,0,0,0,0,102828.0,162126.0,0.0,162126.0,02_adaptive_replay,0.2156,0,1.0,2
1,v22,0,2,0,0,0,0,0,0,0,0,0,102828.0,162126.0,0.0,162126.0,84_public_holdout,0.2185,0,1.0,2
1,v22,0,2,0,0,0,0,0,0,0,0,0,102828.0,162126.0,0.0,162126.0,adaptive_farming,0.2193,0,1.0,2
1,v22,0,2,0,0,0,0,0,0,0,0,0,102828.0,162126.0,0.0,162126.0,adaptive_replay,0.1901,0,1.0,2
1,v22,0,2,0,0,0,0,0,0,0,0,0,10778.0,116721.0,0.0,116721.0,frontier_soil,0.2231,0,1.0,2
1,v22,0,2,0,0,0,0,0,0,0,0,0,10968.0,115972.0,0.0,115972.0,high_score_pipeline,0.18,0,1.0,2
1,v22,0,2,0,0,0,0,0,0,0,0,0,102828.0,162126.0,0.0,162126.0,rank_c45,0.205,0,1.0,2
1,v22,0,2,0,0,0,0,0,0,0,0,0,102828.0,162126.0,0.0,162126.0,strong_barnyard,0.2812,0,1.0,2
1,v22,0,2,0,0,0,0,0,0,0,0,0,9443.0,130777.0,0.0,130777.0,top_meta,0.2394,0,1.0,2
